Particle ID,Grain ID,Mineral Classification,Spectrum Counts,EDS Normalised,Porosity,Roughness,Area µm²
2061177,2061177,Unclassified,3190,Fe 64.35%;  O 25%;  Mg 5.83%;  Si 2.91%;  Cr 1.91%;  C 0%;,0.00,1.00,19.91
2061178,2061178,Hematite,3442,Fe 70.59%;  O 28.38%;  Mg 1.03%;,0.00,1.01,53.67
2061179,2061179,Goethite,2761,Fe 58.53%;  O 32.04%;  Cr 3.88%;  Mg 3.74%;  Si 1.8%;  C 0%;,0.00,1.00,12.12
2061180,2061180,Chlorite,2549,O 38.65%;  Fe 34.41%;  Mg 12.59%;  Si 10.98%;  Al 3.37%;  C 0%;,0.00,1.01,18.18
2061181,2061181,Goethite,2816,Fe 63.57%;  O 25.73%;  Mg 5.22%;  Si 4.08%;  Cr 1.4%;  C 0%;,0.00,1.23,12.12
2061183,2061183,Unclassified,2152,Fe 70.24%;  O 24.62%;  Mg 2.64%;  Si 1.25%;  V 1.25%;  C 0%;,0.00,0.00,1.73
2061184,2061184,Unclassified,2273,Fe 65.23%;  O 27.92%;  Mg 3.8%;  Si 2.86%;  V 0.19%;  C 0%;,0.00,1.06,27.70
2061185,2061185,Unclassified,2268,Fe 65.41%;  O 29.24%;  Mg 2.66%;  Si 1.99%;  V 0.71%;  C 0%;,8.02,3.58,1051.80
2061186,2061186,Goethite,1939,Fe 60.65%;  O 29.92%;  Si 8.27%;  Ni 0.72%;  Mg 0.38%;  Ca 0.06%;  C 0%;,12.43,2.06,3660.07
2061187,2061187,Hematite,2460,Fe 64.42%;  O 32.85%;  Si 2.21%;  Mg 0.48%;  Al 0.05%;  C 0%;,2.94,1.41,485.64
2061188,2061188,Goethite,2338,Fe 62.19%;  O 29.58%;  Mg 4.47%;  Si 2.16%;  Mn 1.59%;  C 0%;,0.00,1.23,25.10
2061189,2061189,Unclassified,2455,Fe 68.4%;  O 26.84%;  Mg 4.18%;  Si 0.57%;  C 0%;,0.00,1.00,25.97
2061190,2061190,Unclassified,2152,Fe 70.24%;  O 24.62%;  Mg 2.64%;  Si 1.25%;  V 1.25%;  C 0%;,0.00,1.47,19.04
2061191,2061191,Unclassified,2152,Fe 70.24%;  O 24.62%;  Mg 2.64%;  Si 1.25%;  V 1.25%;  C 0%;,0.00,1.00,1.73
2061192,2061192,Goethite,2350,Fe 59.93%;  O 34.22%;  Mg 4.34%;  Si 1.5%;  C 0%;,0.00,1.28,32.03
2061193,2061193,Unclassified,2488,Fe 66.83%;  O 27.13%;  Mg 4.7%;  Si 1.35%;  C 0%;,0.00,1.10,19.04
2061194,2061194,Unclassified,2351,Fe 65.68%;  O 29.22%;  Mg 2.78%;  Si 2.32%;  C 0%;,0.00,1.19,29.43
2061195,2061195,Goethite,2632,Fe 61.46%;  O 33.59%;  Mg 3.25%;  Si 1.7%;  C 0%;,0.00,1.17,4.33
2061196,2061196,Goethite,2559,Fe 62.13%;  O 32.61%;  Mg 3.17%;  Si 2.09%;  C 0%;,0.00,1.09,25.97
2061197,2061197,Smectite Fe-rich,2581,Si 34.38%;  O 30.11%;  Fe 26.77%;  Al 3.56%;  Ni 3.53%;  Mg 1.65%;  C 0%;,0.00,1.18,182.66
2061198,2061198,Goethite,2435,Fe 62.5%;  O 29.69%;  Si 6.42%;  Al 1.39%;  C 0%;,0.00,0.00,0.87
2061199,2061199,Unclassified,2236,Fe 65.21%;  O 29.16%;  Mg 3.97%;  Si 1.64%;  C 0%;,0.00,1.38,83.10
2061200,2061200,Goethite,2246,Fe 60.6%;  O 34.14%;  Si 5.26%;  C 0%;,0.00,1.15,14.72
2061201,2061201,Goethite,2435,Fe 62.5%;  O 29.69%;  Si 6.42%;  Al 1.39%;  C 0%;,0.00,1.44,107.34
2061202,2061202,Goethite + Si,2048,Fe 50.13%;  O 32.07%;  Si 12.36%;  Ni 2.68%;  Al 1.81%;  Zn 0.95%;  C 0%;,0.00,1.20,262.30
2061203,2061203,Goethite,1870,Fe 60.73%;  O 30.01%;  Si 7.96%;  Mg 1.03%;  Al 0.26%;  C 0%;,9.10,2.82,1106.33
2061204,2061204,Goethite,2649,Fe 62.33%;  O 34.38%;  Si 1.5%;  Mg 1.46%;  Al 0.32%;  C 0%;,0.00,1.26,26.84
2061205,2061205,Hematite,2504,Fe 65.87%;  O 30.38%;  Si 2.02%;  Mg 1.27%;  Al 0.45%;  C 0%;,0.00,1.27,78.78
2061206,2061206,Unclassified,2380,Fe 64.6%;  O 30.46%;  Mg 2.7%;  Si 2.23%;  C 0%;,0.00,1.01,18.18
2061207,2061207,Hematite,2681,Fe 66.58%;  O 31.45%;  Si 1.59%;  Al 0.38%;  C 0%;,4.84,1.18,51.07
2061208,2061208,Goethite,2435,Fe 62.5%;  O 29.69%;  Si 6.42%;  Al 1.39%;  C 0%;,0.00,0.00,0.87
2061209,2061209,Goethite,2441,Fe 62.89%;  O 31.86%;  Mg 3.85%;  Si 1.4%;  C 0%;,1.07,1.33,160.15
2061210,2061210,Unclassified,2190,Fe 65.47%;  O 29.02%;  Mg 3.72%;  Si 1.79%;  C 0%;,0.00,1.31,190.45
2061211,2061211,Hematite,2383,Fe 64.9%;  O 33.23%;  Si 1.87%;  C 0%;,0.00,1.28,75.31
2061212,2061212,Unclassified,1849,Fe 73.18%;  O 21.63%;  Mg 3.11%;  Si 2.08%;  C 0%;,0.00,1.00,1.73
2061213,2061213,Goethite,2601,Fe 62.18%;  O 32.92%;  Mg 3.55%;  Si 1.35%;  C 0%;,0.00,1.15,31.16
2061214,2061214,Unclassified,1849,Fe 73.18%;  O 21.63%;  Mg 3.11%;  Si 2.08%;  C 0%;,0.00,1.04,2.60
2061215,2061215,Hematite,1939,Fe 69.89%;  O 28.37%;  Si 1.74%;  C 0%;,0.00,1.38,238.06
2061216,2061216,Goethite,2483,Fe 63.32%;  O 32.88%;  Mg 2.04%;  Si 1.77%;  C 0%;,0.00,1.16,12.12
2061217,2061217,Unclassified,2181,Fe 73.44%;  O 19.73%;  Mg 5.08%;  Si 1.76%;  C 0%;,0.00,1.18,83.97
2061218,2061218,Hematite,1943,Fe 72.57%;  O 24.31%;  Al 1.56%;  Si 1.56%;  C 0%;,0.00,1.24,31.16
2061220,2061220,Serpentine Fe-rich,2473,O 40.75%;  Si 24.31%;  Mg 19.2%;  Fe 10.8%;  Ni 4.94%;  C 0%;,0.00,1.19,3852.25
2061222,2061222,Serpentine,2864,O 43.05%;  Mg 26.6%;  Si 20.65%;  Fe 9.02%;  S 0.68%;  C 0%;,0.00,1.04,146.30
2061224,2061224,Chlorite,2984,O 49.22%;  Mg 25.69%;  Si 17.12%;  Al 4.11%;  Fe 3.84%;  C 0%;,0.00,1.13,463.14
2061226,2061226,Quartz,3555,O 48.46%;  Si 46.71%;  Fe 2.08%;  Al 1.68%;  Mg 1.06%;  C 0%;,2.15,1.46,3463.57
2061227,2061227,Goethite,3183,O 40.46%;  Fe 40.1%;  Al 9.54%;  Si 8.21%;  Cr 0.97%;  Mg 0.72%;  C 0%;,0.00,1.64,245.85
2061228,2061228,Quartz + Fe,3336,O 48.92%;  Si 40.14%;  Fe 6.04%;  Al 4.89%;  C 0%;,0.00,1.20,10.39
2061229,2061229,Chromite,3431,Cr 36.41%;  Fe 31.38%;  O 30.64%;  Al 1.57%;  C 0%;,0.00,1.03,64.93
2061230,2061230,Chr Cr-Magnetite,2995,Fe 35.38%;  O 27.1%;  Cr 18.69%;  Al 9.84%;  Si 8.99%;  C 0%;,0.00,1.00,5.19
2061231,2061231,Chlorite Fe-rich,3046,O 38.67%;  Fe 30.53%;  Al 16%;  Si 14.8%;  C 0%;,0.00,1.00,39.82
2061232,2061232,Chlorite Fe-rich,2868,O 41.01%;  Fe 29.29%;  Si 16.38%;  Al 13.32%;  C 0%;,0.00,1.02,40.69
2061233,2061233,Chlorite Fe-rich,2928,O 38.62%;  Fe 29.17%;  Al 16.35%;  Si 14.58%;  Zn 1.28%;  C 0%;,0.00,1.02,36.36
2061234,2061234,Chlorite Fe-rich,2753,O 39.4%;  Fe 29.35%;  Si 16.56%;  Al 14.68%;  Cr 0.01%;  C 0%;,0.00,2.09,1153.94
2061235,2061235,Goethite + Si,3153,Fe 43.63%;  O 37.46%;  Si 12.54%;  Al 5.56%;  Cr 0.82%;  C 0%;,0.00,1.25,219.88
2061236,2061236,Chlorite Fe-rich,2773,O 41.82%;  Fe 29.51%;  Al 14.83%;  Si 13.85%;  C 0%;,6.92,1.15,256.24
2061237,2061237,Goethite,3001,Fe 40.96%;  O 36.57%;  Al 11.97%;  Si 9.18%;  Cr 1.33%;  C 0%;,0.00,1.00,19.04
2061238,2061238,Chlorite Fe-rich,2618,O 37.19%;  Fe 28.87%;  Al 17.78%;  Si 15.17%;  Mg 0.98%;  C 0%;,0.00,1.33,362.72
2061240,2061240,Chlorite,3122,O 48.03%;  Mg 24.98%;  Si 15.13%;  Al 10.32%;  Fe 1.54%;  C 0%;,0.00,1.15,21046.29
2061242,2061242,Quartz,3694,Si 50.72%;  O 49.04%;  Mg 0.23%;  C 0%;,0.00,1.19,3589.95
2061244,2061244,Chlorite,3139,O 48.05%;  Mg 25.39%;  Si 17.45%;  Al 7.03%;  Fe 2.08%;  C 0%;,0.00,1.10,786.03
2061245,2061245,Chlorite,3059,O 50.24%;  Mg 25.04%;  Si 16.75%;  Al 7.97%;  C 0%;,0.00,1.56,7242.24
2061246,2061246,Chlorite,3022,O 48.22%;  Mg 23.54%;  Si 16.16%;  Al 7.12%;  Fe 4.96%;  C 0%;,1.08,1.51,2450.73
2061247,2061247,Hematite,3497,Fe 70.52%;  O 29.48%;  C 0%;,0.00,1.04,78.78
2061248,2061248,Goethite,3030,Fe 63.07%;  O 26.47%;  Mg 4.9%;  Si 3.7%;  Al 1.85%;,0.00,1.04,103.02
2061249,2061249,Goethite,3410,Fe 59.04%;  O 32.98%;  Mg 3.46%;  Si 2.39%;  Al 1.2%;  Ti 0.93%;  C 0%;,0.00,1.20,128.99
2061250,2061250,Hematite,3375,Fe 68.46%;  O 27.4%;  Mn 1.45%;  Mg 1.34%;  Si 1.34%;  C 0%;,0.00,1.02,19.91
2061251,2061251,Chlorite,3067,O 39.56%;  Fe 28.42%;  Mg 17.4%;  Si 10.09%;  Al 4.52%;  C 0%;,0.00,1.00,6.93
2061252,2061252,Hematite,3467,Fe 69.49%;  O 29.63%;  Si 0.88%;  C 0%;,0.00,1.42,346.27
2061253,2061253,Hematite,3463,Fe 65.13%;  O 32.45%;  Si 1.5%;  Al 0.92%;  C 0%;,0.00,1.00,21.64
2061254,2061254,Unclassified,2510,Fe 44.57%;  O 28.41%;  Mg 14.62%;  Si 7.38%;  Al 5.01%;  C 0%;,0.00,0.00,0.87
2061255,2061255,Serpentine Fe-rich,2226,O 35.88%;  Si 22.67%;  Mg 19.02%; Fe 15.52%;  Ni 6.91%;  C 0%;,0.29,1.51,12193.90
2061256,2061256,Hematite,3448,Fe 71.33%;  O 28.67%;  C 0%;,0.00,1.09,58.87
2061257,2061257,Unclassified,3307,Fe 67.23%;  O 25.39%;  Mg 2.85%;  Si 2.85%;  Al 1.68%;  C 0%;,0.00,1.36,108.21
2061258,2061258,Hematite,3539,Fe 70.57%;  O 29.43%;  C 0%;,0.00,1.26,159.28
2061259,2061259,Hematite,3325,Fe 66.82%;  O 30.86%;  Si 1.51%;  Al 0.81%;  C 0%;,2.50,1.12,472.66
2061260,2061260,Hematite,3064,Fe 67.98%;  O 28.32%;  Si 2.68%;  Al 1.02%;  C 0%;,0.00,1.02,37.22
2061261,2061261,Hematite,3484,Fe 71.03%;  O 28.97%;  C 0%;,0.00,1.14,166.21
2061262,2061262,Unclassified,2364,O 37.83%;  Fe 33.12%;  Mg 11.39%;  Si 9.55%;  Al 4.19%;  Ni 3.93%;  C 0%;,0.00,1.16,28.57
2061263,2061263,Unclassified,3335,Fe 54.47%;  O 32.16%;  Mg 8.04%;  Si 3.52%;  Al 1.81%;  C 0%;,0.00,1.37,463.14
2061264,2061264,Chlorite,2679,O 48.97%;  Mg 20.59%;  Si 15.44%;  Al 7.79%;  Fe 7.21%;  C 0%;,0.00,1.50,747.94
2061265,2061265,Chlorite,3082,O 35.7%;  Fe 28.44%;  Mg 18.7%;  Si 11.75%;  Al 5.41%;  C 0%;,0.00,1.67,1095.08
2061266,2061266,Hematite,3457,Fe 73.39%;  O 26.61%;  C 0%;,0.00,1.06,76.18
2061267,2061267,Chlorite,3137,O 46.13%;  Mg 25.86%;  Si 15.38%;  Al 7.15%;  Fe 5.48%;  C 0%;,0.00,1.14,465.73
2061268,2061268,Hematite,3472,Fe 72.37%;  O 27.63%;  C 0%;,2.93,1.81,888.18
2061269,2061269,Chlorite,3306,O 47.88%;  Mg 20.92%;  Si 14.27%;  Fe 9.67%;  Al 7.26%;  C 0%;,0.00,1.32,444.96
2061270,2061270,Hematite,3439,Fe 70.47%;  O 28.02%;  Na 1.51%;,0.00,1.04,94.36
2061271,2061271,Unclassified,2855,O 38.75%;  Fe 32.83%;  Mg 15.39%;  Si 8.72%;  Al 4.31%;,0.00,1.04,32.03
2061272,2061272,Hematite,3427,Fe 69.67%;  O 30.33%;  C 0%;,0.00,1.03,65.79
2061273,2061273,Hematite,3380,Fe 71.12%;  O 28.88%;  C 0%;,0.00,1.31,374.84
2061274,2061274,Chlorite,2857,O 40.77%;  Fe 29.62%;  Mg 13.85%;  Si 10.77%;  Al 5%;  C 0%;,0.00,1.11,15.58
2061275,2061275,Goethite,2744,Fe 58.57%;  O 32.51%;  Si 4.94%;  Mg 3.98%;  C 0%;,0.00,1.19,23.37
2061276,2061276,Hematite,3475,Fe 70.99%;  O 29.01%;  C 0%;,0.00,1.08,116.00
2061277,2061277,Hematite,3490,Fe 70.01%;  O 29.99%;  C 0%;,0.00,1.39,186.99
2061278,2061278,Chlorite,2840,O 49.02%;  Mg 23.38%;  Si 15.03%;  Al 6.97%;  Fe 5.6%;  C 0%;,0.00,1.00,4.33
2061279,2061279,Chlorite,2813,O 39.78%;  Fe 27.59%;  Mg 14.29%;  Si 10.34%;  Ni 4.43%;  Al 3.57%;  C 0%;,0.00,1.02,88.30
2061280,2061280,Goethite,3425,Fe 60.58%;  O 31.91%;  Mg 5.15%;  Si 2.35%;  C 0%;,0.00,1.05,71.85
2061281,2061281,Unclassified,1201,Fe 79.22%;  Si 9.13%;  O 8.9%;  Al 2.74%;  C 0%;,0.00,1.05,128.99
2061282,2061282,Chlorite,2836,O 42.55%;  Mg 21.56%;  Fe 17.59%;  Si 11.77%;  Al 6.52%;,0.00,1.04,3.46
2061283,2061283,Chlorite,2175,Mg 27%;  O 23.69%;  Si 23.14%;  Fe 13.5%;  Al 12.67%;  C 0%;,0.00,1.16,221.61
2061284,2061284,Unclassified,3430,Fe 45.19%;  O 37.03%;  Mg 9.83%;  Si 5.23%;  Al 2.72%;  C 0%;,0.00,1.14,71.85
2061285,2061285,Hematite,3271,Fe 70.26%;  O 28.34%;  Si 1.41%;  C 0%;,0.00,1.00,32.90
2061286,2061286,Smectite Fe-rich,2560,O 45.35%;  Fe 26.26%;  Si 22.19%;  Al 5.22%;  S 0.98%;  C 0%;,0.00,1.10,10.39
2061287,2061287,Unclassified,2257,Fe 52.87%;  O 23.76%;  Si 9.66%;  Mg 9.4%;  Al 4.31%;  C 0%;,0.00,1.00,18.18
2061288,2061288,Goethite,3020,Fe 58.4%;  O 33.74%;  Si 5.28%;  Al 1.35%;  Mn 1.23%;  C 0%;,0.00,1.00,14.72
2061289,2061289,Hematite,3184,Fe 67.47%;  O 31.36%;  Si 1.18%;  C 0%;,0.00,1.00,13.85
2061290,2061290,Hematite,3448,Fe 70.14%;  O 28.88%;  Si 0.98%;  C 0%;,0.00,1.18,19.91
2061292,2061292,Smectite,1946,O 42.17%;  Si 27.18%;  Mg 15.96%;  Fe 10.84%;  Ni 3.17%;  Al 0.69%;  C 0%;,0.00,1.11,9202.99
2061294,2061294,Serpentine,2495,O 39.43%;  Mg 25.44%;  Si 23.47%;  Fe 8.03%;  Ni 3.64%;  C 0%;,0.00,1.25,11834.65
2061295,2061295,Hematite,3416,Fe 71.79%;  O 27%;  Si 0.92%;  Mg 0.28%;  C 0%;,0.00,1.03,36.36
2061296,2061296,Goethite,2303,Fe 52.9%;  O 35.41%;  Si 6.09%;  Mg 5.6%;  C 0%;,0.00,1.02,69.25
2061298,2061298,Chlorite,2777,O 45.13%;  Mg 24.82%;  Si 20.97%;  Fe 6.77%;  Ni 1.27%;  Al 0.59%;  Ba 0.44%;  C 0%;,0.00,1.19,5724.71
2061299,2061299,Goethite,3205,Fe 62.94%;  O 30.47%;  Si 3.67%;  Mg 2.67%;  Mn 0.23%;  C 0%;,0.00,1.28,96.09
2061301,2061301,Chlorite,3042,O 46.41%;  Mg 25.59%;  Si 16.6%;  Fe 9.69%;  Al 1.71%;  C 0%;,0.00,1.19,8032.60
2061303,2061303,Ol/Px Alt,2021,O 29.67%;  Si 23.72%;  Fe 22.24%;  Mg 16.42%;  Ni 7.95%;  C 0%;,2.46,1.09,5915.16
2061304,2061304,Hematite,3466,Fe 71.4%;  O 27.82%;  Mg 0.78%;  C 0%;,0.00,1.02,39.82
2061305,2061305,Hematite,3441,Fe 70.08%;  O 26.77%;  Mg 1.31%;  Mn 1.2%;  Si 0.65%;  C 0%;,0.00,1.03,42.42
2061306,2061306,Hematite,3453,Fe 70%;  O 29.47%;  Mg 0.53%;  C 0%;,0.00,1.00,15.58
2061308,2061308,Chlorite,2582,O 38.33%;  Fe 23.5%;  Mg 16.38%;  Si 15.13%;  Al 6.65%;  C 0%;,7.45,1.51,1774.63
2061309,2061309,Unclassified,3214,Fe 48.56%;  O 32.56%;  Mg 10.11%;  Si 6.11%;  Al 2.67%;  C 0%;,0.00,1.29,13.85
2061310,2061310,Goethite,3430,Fe 59.8%;  O 31.12%;  Mg 5.09%;  Si 2.66%;  Al 1.33%;  C 0%;,0.00,1.00,2.60
2061311,2061311,Unclassified,3486,Fe 65.87%;  O 29.25%;  Mg 2.44%;  Si 1.75%;  Al 0.7%;  C 0%;,0.00,1.11,37.22
2061312,2061312,Chlorite,3037,O 39.98%;  Fe 24.24%;  Mg 20.75%;  Si 10.61%;  Al 4.43%;  C 0%;,0.00,0.00,1.73
2061313,2061313,Goethite,3436,Fe 61.42%;  O 31.15%;  Mg 4.36%;  Si 1.98%;  Al 1.09%;  C 0%;,0.00,1.10,51.07
2061314,2061314,Chlorite,3104,O 44.94%;  Mg 21.93%;  Fe 14.34%;  Si 12.05%;  Al 6.75%;  C 0%;,0.00,0.00,1.73
2061315,2061315,Goethite,3405,Fe 58.38%;  O 30.64%;  Mg 5.78%;  Si 3.66%;  Al 1.54%;  C 0%;,0.00,0.00,0.87
2061316,2061316,Chlorite,1989,O 46.23%;  Mg 21.92%;  Si 16.44%;  Fe 9.25%;  Al 6.16%;  C 0%;,5.96,1.19,723.70
2061317,2061317,Goethite,3178,Fe 62.84%;  O 33.37%;  Si 2.49%;  Mg 1.3%;  C 0%;,0.00,1.02,16.45
2061318,2061318,Hematite,3516,Fe 70.48%;  O 29.52%;  C 0%;,0.00,1.14,109.08
2061319,2061319,Unclassified,3209,O 41.13%;  Fe 33.96%;  Mg 12.58%;  Si 8.05%;  Al 4.28%;  C 0%;,0.00,1.07,50.21
2061320,2061320,Hematite,3189,Fe 73.14%;  O 25.42%;  Si 1.43%;  C 0%;,0.00,1.00,3.46
2061321,2061321,Goethite + Si,2542,Fe 41.98%;  O 39.38%;  Si 13.78%;  Al 4.86%;  C 0%;,0.00,1.87,380.90
2061323,2061323,Serpentine,2846,O 44.66%;  Mg 23.03%;  Si 19.85%;  Fe 7.25%;  Ni 5.22%;  C 0%;,0.00,1.47,6874.33
2061324,2061324,Serpentine,2889,O 50.67%;  Mg 23.26%;  Si 20.74%;  Fe 5.33%;  C 0%;,0.00,1.08,432.84
2061325,2061325,Serpentine Fe-rich,2969,O 44.74%;  Mg 22.24%;  Si 17.37%;  Fe 15.66%;  C 0%;,0.00,1.04,119.46
2061326,2061326,Serpentine,2859,O 48.7%;  Mg 24.48%;  Si 20.11%;  Fe 6.46%;  Ni 0.25%;  C 0%;,0.14,1.68,19273.39
2061327,2061327,Serpentine Fe-rich,2902,O 46.28%;  Mg 21.51%;  Si 17.86%;  Fe 12.39%;  Ni 1.96%;  C 0%;,0.00,1.00,2.60
2061328,2061328,Serpentine Fe-rich,2902,O 43.11%;  Mg 21.89%;  Si 16.66%;  Fe 13.52%;  Ni 4.83%;  C 0%;,0.00,1.01,183.52
2061329,2061329,Serpentine Fe-rich,2967,O 48.68%;  Mg 22.45%;  Si 17.29%;  Fe 11.58%;  C 0%;,0.00,1.01,31.16
2061330,2061330,Goethite,3403,Fe 59.2%;  O 32.28%;  Mg 4.18%;  Si 2.79%;  Mn 0.7%;  Al 0.47%;  Sc 0.41%;  C 0%;,0.00,1.19,19.04
2061331,2061331,Goethite,2818,Fe 57.82%;  O 31.7%;  Ni 5.4%;  Si 5.08%;  C 0%;,4.69,1.12,844.03
2061332,2061332,Serpentine Fe-rich,2882,O 47.59%;  Mg 21.84%;  Si 18.83%;  Fe 11.75%;  C 0%;,0.00,1.21,23.37
2061333,2061333,Serpentine Fe-rich,2773,O 47.68%;  Mg 21.85%;  Si 19.21%;  Fe 11.26%;,0.00,1.01,38.09
2061335,2061335,Serpentine,2775,O 46.56%;  Mg 26.12%;  Si 19.53%;  Fe 6.92%;  Ni 0.87%;  C 0%;,2.84,1.12,8022.21
2061336,2061336,Serpentine Fe-rich,2711,O 43.34%;  Mg 20.96%;  Si 17.34%;  Fe 17.21%;  Cr 1.16%;  C 0%;,0.00,1.19,136.78
2061337,2061337,Serpentine Fe-rich,2826,O 39.39%;  Fe 26.84%;  Mg 18.96%;  Si 14.82%;  C 0%;,0.00,1.18,34.63
2061338,2061338,Serpentine Fe-rich,2920,O 47.99%;  Mg 20.27%;  Si 16.99%;  Fe 14.75%;  C 0%;,0.00,1.01,63.19
2061340,2061340,Smectite Fe-rich,2237,O 33.03%;  Fe 29.49%;  Si 29.34%;  Mg 4.48%;  Al 2.58%;  Ni 1.07%;  C 0%;,3.62,1.35,3991.63
2061341,2061341,Goethite + Si,2985,Fe 42.4%;  O 36.8%;  Si 16.4%;  Ni 2.93%;  Al 1.47%;  C 0%;,0.00,1.03,29.43
2061342,2061342,Smectite Fe-rich,2866,O 48.72%;  Fe 29.2%;  Si 20.44%;  Al 1.64%;  C 0%;,0.00,1.30,515.08
2061343,2061343,Goethite,3148,Fe 58.68%;  O 30.16%;  Si 9.63%;  Mg 1.52%;  C 0%;,0.00,1.18,26.84
