Particle ID,Grain ID,Mineral Classification,Spectrum Counts,EDS Normalised,Porosity,Roughness,Area µm²
2093779,2093779,Unclassified,3148,Fe 39.51%;  O 34.97%;  Mg 10.02%;  Si 6.29%;  Cr 4.66%;  Al 4.55%;  C 0%;,0.00,1.17,29.24
2093780,2093780,Chr Spinel,3159,O 43.11%;  Fe 15.29%;  Cr 15.04%;  Mg 13.03%;  Si 7.39%;  Al 6.14%;,0.00,1.14,52.33
2093781,2093781,Chromite,3540,O 36.91%;  Cr 25.33%;  Fe 20.02%;  Mg 7.96%;  Al 6.63%;  Si 3.14%;,0.00,1.00,41.55
2093782,2093782,Chr Spinel,3564,O 31.88%;  Fe 31.53%;  Cr 17.26%;  Mg 9.44%;  Si 4.14%;  Al 3.34%;  Mn 2.42%;  C 0%;,0.00,1.00,7.69
2093783,2093783,Chlorite,3082,O 38.41%;  Fe 20.61%;  Mg 18.05%;  Si 12.68%;  Al 6.27%;  Cr 3.97%;  C 0%;,0.00,0.50,4.62
2093784,2093784,Chr Spinel,2844,O 38.34%;  Fe 29.3%;  Mg 12.99%;  Si 7.9%;  Cr 6.88%;  Al 4.59%;,0.00,1.13,67.72
2093785,2093785,Chlorite,2790,O 40.79%;  Mg 19.51%;  Fe 15.01%;  Si 12.69%;  Al 7.5%;  Cr 4.5%;  C 0%;,0.00,1.00,18.47
2093787,2093787,Smectite Fe-rich,2663,O 42.75%;  Fe 24.08%;  Si 17.47%;  Al 13.15%;  K 1.99%;  Mg 0.3%;  Ni 0.25%;  C 0%;,6.00,2.01,14623.37
2093788,2093788,Goethite + Si,2668,Fe 39.78%;  O 35.79%;  Si 13.98%;  Al 10.45%;  C 0%;,0.00,1.00,3.08
2093789,2093789,K-feldspar,3394,O 43.01%;  Si 29.72%;  K 14.68%;  Al 11.32%;  Fe 0.71%;  Na 0.56%;  C 0%;,0.00,1.36,310.87
2093790,2093790,Smectite Fe-rich,2603,O 39.62%;  Fe 27.96%;  Si 17.09%;  Al 11.18%;  Mg 4.15%;  C 0%;,0.00,1.13,27.70
2093791,2093791,Chlorite Fe-rich,2620,O 41.61%;  Fe 30.1%;  Si 14.45%;  Al 12.3%;  Ni 1.19%;  K 0.35%;  C 0%;,0.00,1.27,38.47
2093792,2093792,Chromite Al > 14.5,3248,O 39.49%;  Al 23.1%;  Cr 17.05%;  Fe 10.56%;  Mg 9.79%;,0.18,1.20,1715.96
2093793,2093793,K-feldspar,3434,O 42.93%;  Si 29.62%;  K 15.16%;  Al 11.15%;  Ti 0.86%;  Na 0.29%;  C 0%;,0.00,1.26,420.14
2093794,2093794,Hematite,3365,Fe 66.39%;  O 29.6%;  Si 2.26%;  Al 1.75%;  C 0%;,0.00,1.10,32.32
2093795,2093795,Hematite,3430,Fe 72.27%;  O 27.73%;  C 0%;,0.00,1.03,323.19
2093796,2093796,Chlorite,2820,O 44.94%;  Si 17.86%;  Fe 17.11%;  Al 13.1%;  Mg 6.99%;  C 0%;,0.00,1.04,366.28
2093797,2093797,Unclassified,1536,Fe 70.79%;  O 9.99%;  Al 8.27%;  Si 6.98%;  Ni 3.96%;  C 0%;,0.00,1.08,289.33
2093798,2093798,Chlorite Fe-rich,2621,O 44.12%;  Fe 26.47%;  Si 16.32%;  Al 13.09%;  C 0%;,0.00,1.10,103.11
2093800,2093800,Quartz + Fe,3244,O 46.35%;  Si 43.54%;  Fe 10.1%;  C 0%;,0.00,1.05,592.51
2093801,2093801,Goethite,2995,Fe 63.04%;  O 32.61%;  Si 3.13%;  Al 1.22%;  C 0%;,0.00,1.00,16.93
2093803,2093803,Chlorite,2776,O 46.23%;  Mg 25.21%;  Si 20%;  Fe 5.63%;  Ni 1.5%;  Al 1.42%;  C 0%;,0.00,1.05,347.81
2093805,2093805,Chlorite,2340,O 43.8%;  Mg 18.25%;  Si 17.21%;  Fe 16.4%;  Al 3.56%;  Ni 0.77%;  C 0%;,0.47,1.84,26387.32
2093806,2093806,Chlorite Fe-rich,2510,O 40.76%;  Fe 21.82%;  Si 14.65%;  Al 9.39%;  Mg 4.94%;  Ni 4.94%;  Mn 3.5%;  C 0%;,0.00,1.25,38.47
2093808,2093808,Chlorite,2925,O 49.43%;  Mg 23.67%;  Si 17.4%;  Fe 5.01%;  Al 4.23%;  Ba 0.24%;  C 0%;,0.31,1.70,38931.53
2093809,2093809,Serpentine Fe-rich,2601,O 46.44%;  Fe 24.21%;  Mg 14.83%;  Si 14.52%;  C 0%;,0.00,1.01,104.65
2093811,2093811,Serpentine,2779,O 44.71%;  Mg 25.13%;  Si 21.03%;  Fe 5.16%;  Ni 3.97%;,2.70,1.30,13712.29
2093812,2093812,Serpentine,2828,O 46.61%;  Mg 24.48%;  Si 18.82%;  Fe 9.3%;  Ni 0.75%;  Cr 0.02%;  Al 0.01%;  Zn 0.01%;  C 0%;,0.37,1.34,9634.00
2093813,2093813,Chr Cr-Magnetite,3346,Fe 59.87%;  O 24.29%;  Cr 13.64%;  Mg 2.21%;  C 0%;,0.00,1.02,217.00
2093814,2093814,Chlorite,2633,O 44.49%;  Mg 21.31%;  Fe 17.6%;  Si 13.51%;  Al 3.1%;,0.00,1.05,252.39
2093815,2093815,Serpentine Fe-rich,2290,O 40.36%;  Fe 34.5%;  Si 10.61%;  Mg 8.94%;  Ni 5.59%;  C 0%;,0.00,1.21,75.41
2093817,2093817,Quartz,3821,Si 50.73%;  O 49.27%;,0.00,1.15,34847.08
2093819,2093819,Chlorite,2981,O 42.11%;  Mg 23.27%;  Si 13.82%;  Fe 13.58%;  Al 7.04%;  Ni 0.17%;  C 0%;,1.45,1.29,4184.48
2093820,2093820,Goethite + Si,2552,Fe 53.3%;  O 29.87%;  Si 11.79%;  Al 2.83%;  Mn 2.2%;  C 0%;,0.00,1.00,60.02
2093821,2093821,Chlorite,3030,O 44.09%;  Fe 21.09%;  Mg 17.41%;  Si 11.18%;  Al 6.23%;  C 0%;,0.00,1.20,61.56
2093822,2093822,Hematite,3092,Fe 69%;  O 27.26%;  Si 2.17%;  Mg 1.57%;  C 0%;,0.00,1.00,21.55
2093823,2093823,Unclassified,2878,Fe 67.29%;  O 26.15%;  Si 4.18%;  Mg 2.37%;  C 0%;,1.40,1.11,326.26
2093825,2093825,Quartz + Fe,3382,O 45.74%;  Si 40.46%;  Fe 9.71%;  Al 3.86%;  S 0.23%;  C 0%;,1.50,1.56,14218.62
2093826,2093826,Smectite Fe-rich,2913,O 49.53%;  Al 17.7%;  Si 17.7%;  Fe 15.06%;  C 0%;,0.00,1.03,90.80
2093827,2093827,Chlorite Fe-rich,3413,O 46.09%;  Fe 21.54%;  Al 17.83%;  Si 14.54%;  C 0%;,0.00,1.22,61.56
2093829,2093829,Chlorite,3142,O 48.48%;  Mg 27.33%;  Si 19.71%;  Fe 3.31%;  Al 1.17%;  C 0%;,0.00,1.18,10580.47
2093831,2093831,Chlorite,3205,O 48.21%;  Mg 23.41%;  Si 15.71%; Fe 6.61%;  Al 5.11%;  Cr 0.96%;  C 0%;,0.00,1.28,23767.98
2093832,2093832,Chr Spinel,3243,O 36.74%;  Fe 24.41%;  Mg 14.2%;  Cr 12.08%;  Si 7.85%;  Al 4.73%;  C 0%;,21.96,1.17,6200.54
2093833,2093833,Unclassified,3115,O 41.58%;  Fe 33.1%;  Mg 14.2%;  Si 8.93%;  Al 2.18%;  C 0%;,0.00,1.01,53.86
2093834,2093834,Chlorite,3205,O 50.32%;  Mg 24.45%;  Si 15.65%;  Al 5.69%;  Ni 2.2%;  Fe 1.68%;,0.00,1.21,8938.38
2093835,2093835,Chlorite,3158,O 52.92%;  Mg 22.4%;  Si 16.41%;  Al 8.27%;,0.00,1.06,1560.52
2093836,2093836,Chr Cr-Magnetite,3412,Fe 43.65%;  O 35.59%;  Cr 10.2%;  Mg 5.46%;  Al 3.08%;  Si 2.02%;  C 0%;,0.00,1.00,7.69
2093837,2093837,Chlorite,3034,O 44.42%;  Mg 19.3%;  Fe 16.75%;  Si 10.56%;  Al 4.85%;  Cr 4.13%;,0.00,1.01,126.20
2093838,2093838,Chr Cr-Magnetite,3520,Fe 58.29%;  O 29.76%;  Cr 5%;  Mg 4.51%;  Si 1.46%;  Al 0.98%;  C 0%;,0.00,1.08,43.09
2093839,2093839,Chr Spinel,3282,O 39.01%;  Fe 27.16%;  Mg 15.07%;  Si 7.94%;  Cr 6.21%;  Al 4.6%;  C 0%;,0.00,1.15,86.18
2093841,2093841,Serpentine,2959,O 44.97%;  Mg 21.32%;  Si 19.02%;  Fe 8.8%;  Ni 5.15%;  S 0.73%;,0.00,1.08,11148.36
2093843,2093843,Chlorite,2859,O 49.56%;  Mg 24.33%;  Si 15.39%;  Al 7.47%;  Fe 2.13%;  Cr 1.1%;  C 0%;,0.00,1.11,1666.71
2093844,2093844,Chlorite,2980,O 41.89%;  Fe 20.73%;  Mg 17.17%;  Si 11.11%;  Al 6.78%;  Cr 2.31%;,0.00,1.25,104.65
2093845,2093845,Chr Cr-Magnetite,3332,Fe 37.23%;  O 34.73%;  Cr 13.01%;  Mg 9.04%;  Si 3.94%;  Al 2.05%;  C 0%;,0.00,1.29,1086.52
2093846,2093846,Unclassified,3338,O 38.82%;  Fe 35.85%;  Mg 13.09%;  Si 5.68%;  Cr 3.6%;  Al 2.95%;  C 0%;,0.00,1.39,140.05
2093847,2093847,Unclassified,3214,O 38.31%; Fe 36.03%;  Mg 13.23%;  Si 6.71%;  Al 4.31%;  Cr 1.43%;,0.00,1.03,93.88
2093848,2093848,Unclassified,2943,O 41.36%;  Fe 27.38%;  Mg 16.36%;  Si 9.23%;  Al 4.03%;  Cr 1.63%;  C 0%;,7.66,1.20,333.96
2093849,2093849,Chlorite,2677,O 48.22%;  Mg 23.26%;  Si 15.81%;  Al 8.22%;  Fe 4.5%;  C 0%;,0.00,1.03,115.42
2093850,2093850,Goethite,3347,Fe 54.86%;  O 33.37%;  Mg 7.24%;  Si 3.13%;  Al 1.4%;  C 0%;,0.00,1.00,27.70
2093851,2093851,Chlorite,2677,O 48.22%;  Mg 23.26%;  Si 15.81%;  Al 8.22%;  Fe 4.5%;  C 0%;,0.00,1.00,9.23
2093852,2093852,Unclassified,3128,Fe 46.22%;  O 35.31%;  Mg 8.35%;  Si 5.13%;  Cr 3.38%;  Al 1.63%;  C 0%;,0.00,1.07,56.94
2093853,2093853,Chlorite,2347,O 36.87%;  Fe 33.96%;  Mg 14.8%;  Si 10.3%;  Al 4.06%;  C 0%;,0.00,0.00,1.54
2093854,2093854,Chlorite,2677,O 48.22%;  Mg 23.26%;  Si 15.81%;  Al 8.22%;  Fe 4.5%;  C 0%;,0.00,0.00,1.54
2093856,2093856,Chlorite,2453,O 43.59%;  Mg 19.48%;  Si 18.22%;  Fe 16.79%;  Al 1.67%;  Ni 0.23%;  C 0%;,0.16,1.19,33378.90
2093858,2093858,Chlorite,3036,O 49.75%;  Mg 22.69%;  Si 16.36%;  Al 6.55%;  Fe 3.46%;  Ni 0.87%;  Cr 0.22%;  Na 0.11%;  C 0%;,6.14,1.49,18347.70
2093859,2093859,Chlorite,3085,O 50.67%;  Mg 16.12%;  Si 15.3%;  Al 8.69%;  Ni 5.65%;  Fe 2.79%;  Cr 0.77%;,0.00,1.08,1021.88
2093860,2093860,Chlorite,3092,O 48.45%;  Mg 18.45%;  Si 16.2%;  Al 8.31%;  Fe 4.79%;  Ni 3.8%;,0.00,1.00,110.81
2093861,2093861,Chlorite,3044,O 45.5%;  Si 16.88%;  Mg 16.13%;  Ni 9.25%;  Fe 6.25%;  Al 6%;  C 0%;,0.00,1.03,93.88
2093862,2093862,Chlorite,3165,O 49.27%;  Mg 18.46%;  Si 13.69%;  Al 7.58%;  Fe 5.13%;  Ni 4.52%;  Cr 1.34%;  C 0%;,0.00,1.01,70.79
2093863,2093863,Goethite,3395,Fe 56.56%;  O 31.9%;  Mg 6.84%;  Si 3.17%;  Al 1.52%;  C 0%;,0.00,1.01,56.94
2093864,2093864,Chlorite,3004,O 49.87%;  Mg 17.27%;  Si 14.3%;  Al 8.67%;  Ni 6.94%;  Fe 2.97%;  C 0%;,0.00,1.38,915.69
2093866,2093866,Quartz,3728,O 52.06%;  Si 47.42%;  Fe 0.32%;  Al 0.19%;  Zn 0.01%;  C 0%;,0.17,1.48,27660.05
2093867,2093867,Chlorite Fe-rich,2841,O 43.72%;  Fe 22.6%;  Al 17.43%;  Si 16.25%;  C 0%;,0.00,1.12,432.45
2093868,2093868,Chlorite Fe-rich,3154,O 45.98%;  Fe 24.26%;  Al 15.92%;  Si 13.84%;  C 0%;,0.00,1.11,207.76
2093869,2093869,Chlorite Fe-rich,2941,O 44.13%;  Fe 25.1%;  Al 17%;  Si 13.77%;  C 0%;,0.00,1.13,1135.77
2093870,2093870,Chlorite Fe-rich,2842,O 43.51%;  Fe 23.99%;  Al 16.18%;  Si 15.62%;  S 0.7%;  C 0%;,11.68,1.10,186.22
2093871,2093871,Goethite,2907,Fe 50.96%;  O 35.52%;  Al 8.61%;  Si 4.92%;  C 0%;,0.00,1.00,24.62
2093872,2093872,Smectite Fe-rich,2842,O 44.73%;  Fe 19.56%;  Si 17.92%;  Al 16.69%;  Na 1.09%;,0.00,1.21,1041.89
2093873,2093873,Chlorite Fe-rich,2811,O 42.4%;  Fe 24.17%;  Al 17.95%;  Si 15.48%;  C 0%;,0.00,1.22,46.17
2093874,2093874,Chlorite Fe-rich,2807,O 44.67%;  Fe 22.19%;  Al 15.24%;  Si 15.09%;  Ti 2.81%;  C 0%;,0.00,1.13,295.48
2093875,2093875,Chlorite Fe-rich,2798,O 44.35%;  Fe 23.28%;  Al 17.37%;  Si 15.01%;  C 0%;,0.00,1.19,1263.50
2093876,2093876,Chlorite Fe-rich,2730,O 38.19%;  Fe 28.02%;  Al 17.45%;  Si 15.52%;  Zn 0.82%;,0.00,0.50,7.69
2093878,2093878,Chlorite,3216,O 49.91%;  Mg 23.86%;  Si 14.72%;  Al 9.36%;  Fe 2.14%;  C 0%;,0.00,1.28,36042.87
2093879,2093879,Smectite Fe-rich,2612,O 41.71%;  Fe 26.29%;  Si 19.29%;  Al 12.71%;  C 0%;,0.00,1.00,24.62
2093880,2093880,Goethite + Si,2666,Fe 40.6%;  O 37.46%;  Al 11.44%;  Si 10.5%;  C 0%;,0.00,1.02,78.49
2093882,2093882,Smectite,3381,O 51.17%;  Si 29.28%;  Mg 16.52%;  Fe 2.05%;  Al 0.94%;  S 0.01%;  Na 0.01%;  C 0%;,0.19,1.71,60124.80
2093883,2093883,Quartz + Fe,3554,O 47.65%;  Si 36.33%;  Fe 14.78%;  Cr 1.24%;  C 0%;,0.00,1.02,78.49
2093884,2093884,Qz/Gth,3399,O 44.84%;  Fe 26.92%;  Si 25.41%;  Cr 2.83%;  C 0%;,0.00,1.00,66.18
2093885,2093885,Goethite,3373,Fe 56.56%;  O 38.06%;  Cr 2.76%;  Si 2.62%;,0.00,1.16,43.09
2093886,2093886,Qz/Gth,3460,O 41.4%;  Fe 35.59%;  Si 21.19%;  Cr 1.82%;,0.00,1.00,15.39
2093887,2093887,Quartz + Fe,3554,O 47.65%;  Si 36.33%;  Fe 14.78%;  Cr 1.24%;  C 0%;,0.00,0.00,1.54
2093888,2093888,Goethite + Si,3035,Fe 56.83%;  O 31.02%;  Si 12.15%;  C 0%;,0.00,1.02,98.49
2093890,2093890,Serpentine,2694,O 43.49%;  Mg 21.06%;  Si 20.29%;  Fe 9.69%;  Ni 5.47%;  C 0%;,1.19,1.27,36727.71
2093891,2093891,Chlorite,3307,O 52.51%;  Mg 24.7%;  Si 16.86%;  Fe 2.96%;  Al 1.63%;  Cr 1.33%;,0.00,1.09,1034.19
2093892,2093892,Chromite Al > 14.5,3362,O 38.14%;  Al 24.29%;  Cr 14.42%;  Fe 13.73%;  Mg 9.42%;,1.56,1.09,10583.55
2093893,2093893,Quartz + Fe,2655,Si 47.53%;  O 39.05%;  Fe 13.41%;  C 0%;,0.00,1.36,2319.24
2093894,2093894,Quartz,3698,O 49.52%;  Si 45.94%;  Fe 4.54%;  C 0%;,28.02,3.54,2814.79
2093895,2093895,Hematite,2753,Fe 64.2%;  O 31.68%;  Si 1.85%;  Cr 1.28%;  Al 0.99%;  C 0%;,0.00,1.04,90.80
2093896,2093896,Hematite,2640,Fe 64.66%;  O 32.7%;  Si 2.64%;  C 0%;,0.00,1.00,18.47
2093897,2093897,Quartz + Fe,2782,Si 49.2%;  O 40.42%;  Fe 10.38%;  C 0%;,4.22,1.50,2236.14
2093898,2093898,Chlorite,3124,O 51.87%;  Mg 25.17%;  Si 16.04%;  Fe 2.9%;  Al 2.63%;  Cr 1.38%;  C 0%;,0.00,1.04,132.35
2093899,2093899,Quartz + Fe,2588,O 47.92%;  Si 38.41%;  Fe 6.71%;  Mg 6.71%;  Al 0.2%;  Cu 0.05%;  C 0%;,0.00,1.84,5432.59
2093900,2093900,Qz/Gth,3306,O 42.52%;  Si 33.77%;  Fe 23.71%;  C 0%;,0.00,1.02,98.49
2093901,2093901,Goethite,3009,Fe 53.5%;  O 37.32%;  Si 9.17%;  C 0%;,0.00,1.00,24.62
2093902,2093902,Hematite,2820,Fe 67.55%;  O 29.91%;  Si 2.54%;  C 0%;,0.00,1.10,95.42
2093903,2093903,Goethite,2731,Fe 63.91%;  O 33.46%;  Si 2.62%;  C 0%;,0.00,1.03,55.40
2093904,2093904,Qz/Gth,3123,Fe 39.8%;  O 39.67%;  Si 20.53%;  C 0%;,3.23,2.65,1566.68
2093905,2093905,Hematite,2744,Fe 69.27%;  O 27.4%;  Si 3.33%;  C 0%;,0.00,1.24,104.65
2093906,2093906,Qz/Gth,1885,Si 36.54%;  O 35.45%;  Fe 28.01%;  C 0%;,0.00,1.08,377.05
2093907,2093907,Hematite,2738,Fe 64.02%;  O 31.34%;  Si 4.63%;  C 0%;,0.00,1.00,16.93
2093908,2093908,Goethite + Si,3008,Fe 56.39%;  O 32.96%;  Si 10.65%;  C 0%;,0.00,1.01,24.62
2093909,2093909,Hematite,2984,Fe 65.15%;  O 32.37%;  Si 2.48%;  C 0%;,0.00,1.00,49.25
2093910,2093910,Goethite,2922,Fe 57.99%;  O 32.08%;  Si 9.94%;  C 0%;,0.00,1.00,20.01
2093911,2093911,Goethite,3078,Fe 56.69%;  O 37.01%;  Si 6.3%;,0.00,1.32,163.13
2093912,2093912,Quartz,3670,O 52.25%;  Si 46.21%;  Fe 1.54%;,0.00,1.14,52.33
2093913,2093913,Goethite + Si,2979,Fe 51.57%;  O 38.17%;  Si 10.26%;  C 0%;,0.00,1.15,218.53
2093914,2093914,Goethite + Si,3352,Fe 52.26%;  O 33.98%;  Si 13.76%;  C 0%;,0.00,1.00,24.62
2093915,2093915,Goethite + Si,2974,Fe 47.09%;  O 35.19%;  Si 17.72%;  C 0%;,0.00,1.07,84.64
2093916,2093916,Quartz,3737,O 50.24%;  Si 48.3%;  Fe 1.46%;,0.00,1.12,287.79
