Particle ID,Grain ID,Mineral Classification,Spectrum Counts,EDS Normalised,Porosity,Roughness,Area µm²
2159471,2159471,Goethite,3184,Fe 55.13%;  O 34.1%;  Mg 5.49%;  Si 3.8%;  Al 1.48%;  C 0%;,0.00,1.02,589.50
2159472,2159472,Chlorite,2881,O 47.49%;  Mg 21.31%;  Si 15.32%;  Fe 10.72%;  Al 5.15%;,0.00,1.03,263.60
2159474,2159474,Chlorite,3027,O 49.45%;  Mg 22.58%;  Si 17.51%;  Al 4.84%;  Fe 4.66%;  Ni 0.96%;  C 0%;,1.14,1.11,71468.23
2159475,2159475,Chlorite,2634,O 41.72%;  Fe 27.33%;  Si 21.37%;  Mg 6.83%;  Al 2.76%;  C 0%;,0.00,1.13,555.95
2159476,2159476,Goethite,3318,Fe 63.85%;  O 31.87%;  Si 2.25%;  Al 1.33%;  Mg 0.46%;  Na 0.24%;  C 0%;,0.00,1.16,335.49
2159477,2159477,Hematite,3411,Fe 71.65%;  O 27.03%;  Na 1.32%;  C 0%;,0.00,1.01,119.82
2159478,2159478,Hematite,3358,Fe 70.25%;  O 28.9%;  Al 0.43%;  Si 0.41%;  C 0%;,0.00,1.00,105.44
2159480,2159480,Goethite,3009,O 39.98%;  Fe 38.4%;  Al 10.45%;  Si 8.14%;  Cr 3.04%;  C 0%;,0.00,1.03,340.28
2159481,2159481,Goethite,2950,Fe 43.01%;  O 40.13%;  Al 8.18%;  Si 6.44%;  Cr 2.24%;  C 0%;,0.00,1.15,105.44
2159483,2159483,Serpentine,2857,O 45.57%;  Mg 25.14%;  Si 19%;  Fe 5.99%;  Ni 4.2%;  Al 0.12%;  C 0%;,0.00,1.16,22434.46
2159484,2159484,Goethite,3415,Fe 62.1%;  O 29.56%;  Mg 5.16%;  Si 3.17%;  C 0%;,0.00,1.00,47.93
2159486,2159486,Chlorite Fe-rich,3020,O 44.47%;  Fe 24.05%;  Al 14.98%;  Si 12.96%;  Cr 3.54%;  C 0%;,4.51,1.94,14617.63
2159487,2159487,Goethite,3111,Fe 47.83%;  O 41.99%;  Al 5.84%;  Si 3.23%;  Cr 1.12%;  C 0%;,0.00,1.06,287.56
2159488,2159488,Hematite,3492,Fe 72.15%;  O 27.12%;  Na 0.74%;  C 0%;,0.00,1.02,105.44
2159489,2159489,Quartz,3795,O 50.79%;  Si 48.35%;  Na 0.86%;,0.00,1.21,1993.75
2159490,2159490,Smectite Fe-rich,2145,O 38.04%;  Fe 22.32%;  Si 20%;  Al 14.46%;  Cr 5.18%;  C 0%;,0.00,1.17,1035.22
2159491,2159491,Chlorite Fe-rich,3006,O 45.39%;  Fe 25.69%;  Al 15.46%;  Si 11.35%;  Cr 2.12%;  C 0%;,0.00,1.01,138.99
2159492,2159492,Chlorite Fe-rich,2982,O 45.89%;  Fe 27.99%;  Al 12.7%;  Si 10.25%;  Cr 3.17%;  C 0%;,0.00,1.01,158.16
2159494,2159494,Serpentine,2650,O 48.04%;  Mg 21.87%;  Si 18.62%;  Fe 8.53%;  Ni 2.69%;  Al 0.25%;  C 0%;,1.53,1.27,89023.75
2159495,2159495,Hematite,3372,Fe 70.25%;  O 29.75%;  C 0%;,0.00,1.03,282.77
2159496,2159496,Hematite,3379,Fe 71.13%;  O 28.87%;  C 0%;,0.00,1.06,613.46
2159497,2159497,Hematite,3425,Fe 69.41%;  O 30.59%;  C 0%;,0.00,1.01,134.19
2159498,2159498,Serpentine Fe-rich,2686,Fe 39.01%;  O 34.98%;  Si 14.5%;  Mg 11.51%;  C 0%;,0.00,1.00,244.43
2159499,2159499,Serpentine Fe-rich,2922,O 42.74%;  Fe 20.32%;  Mg 19.39%;  Si 15.3%;  Ni 2.24%;  C 0%;,0.00,1.01,287.56
2159500,2159500,Serpentine Fe-rich,2721,O 44.59%;  Mg 17.96%;  Fe 17.96%;  Si 15.67%;  Ni 3.82%;  C 0%;,0.00,1.01,191.71
2159501,2159501,Hematite,3452,Fe 72.26%;  O 26.85%;  Al 0.89%;  C 0%;,0.00,1.22,134.19
2159502,2159502,Hematite,3243,Fe 67.68%;  O 29.74%;  Si 1.91%;  Al 0.67%;  C 0%;,0.00,1.03,119.82
2159504,2159504,Chlorite,3099,O 49.27%;  Mg 24.56%;  Si 14.68%;  Al 8.72%;  Fe 2.76%;,0.00,1.24,31746.62
2159505,2159505,Chr Spinel,3031,O 41.68%;  Fe 22.93%;  Mg 14.78%;  Si 8.15%;  Cr 6.98%;  Al 5.47%;,0.00,2.77,2425.09
2159506,2159506,Unclassified,3467,Fe 67.33%;  O 28.16%;  Cr 3.5%;  Al 1%;  C 0%;,3.82,1.40,19180.25
2159507,2159507,Chlorite,3032,O 50.72%;  Mg 22.5%;  Si 13.84%;  Al 9.3%;  Fe 3.63%;  C 0%;,0.00,1.29,46354.66
2159508,2159508,Chr Spinel,2723,O 32.91%;  Fe 29.01%;  Mg 15.34%;  Si 9.62%;  Al 6.97%;  Cr 6.14%;  C 0%;,0.00,1.00,81.48
2159509,2159509,Chr Spinel,3182,O 39.78%;  Fe 28.2%;  Mg 10.39%;  Cr 10.39%;  Si 5.73%;  Al 5.5%;,0.00,1.73,623.05
2159510,2159510,Chlorite,2657,O 39.77%;  Mg 20.32%;  Fe 16.28%;  Si 14.7%;  Al 8.93%;  C 0%;,0.00,0.00,4.79
2159511,2159511,Chr Cr-Magnetite,3171,Fe 36.67%;  O 34.5%;  Cr 12.18%;  Mg 7.96%;  Al 4.46%;  Si 4.22%;  C 0%;,0.00,1.80,1993.75
2159512,2159512,Chlorite,2036,O 45.63%;  Mg 20.63%;  Si 17.29%;  Al 9.58%;  Fe 6.88%;  C 0%;,0.00,0.00,4.79
2159513,2159513,Unclassified,3154,Fe 37.57%;  O 34.31%;  Mg 12.94%;  Si 6.07%;  Cr 4.84%;  Al 4.27%;  C 0%;,0.00,1.02,110.23
2159515,2159515,Chlorite,3033,O 49.19%;  Mg 22.62%;  Si 15.44%;  Al 9.88%;  Fe 2.86%;  C 0%;,2.81,2.01,90749.13
2159516,2159516,Unclassified,2841,O 38.8%; Fe 38.51%;  Mg 10.28%;  Si 8.61%;  Al 3.8%;  C 0%;,0.00,1.33,6513.23
2159517,2159517,Chr Cr-Magnetite,3430,Fe 43.12%;  O 35.08%;  Mg 8.82%;  Cr 5.38%;  Si 4.36%;  Al 3.25%;  C 0%;,4.60,1.86,16204.00
2159518,2159518,Chr Cr-Magnetite,3073,O 37.94%;  Fe 35.36%;  Mg 9.95%;  Cr 7.49%;  Si 5.62%;  Al 3.63%;  C 0%;,0.00,1.07,426.55
2159519,2159519,Chr Spinel,3209,O 41.3%;  Fe 19.29%;  Mg 13.56%;  Cr 12.87%;  Si 7.88%;  Al 4.54%;  Mn 0.57%;  C 0%;,0.00,1.08,704.52
2159520,2159520,Unclassified,3253,O 43.51%;  Fe 20.28%;  Mg 14.83%;  Al 9.6%;  Si 7.63%;  Cr 4.14%;,0.00,1.26,191.71
2159521,2159521,Chlorite,1920,O 38.99%;  Fe 21.41%;  Mg 17.17%;  Si 15.15%;  Al 7.27%;  C 0%;,0.00,1.06,901.02
2159522,2159522,Unclassified,3253,O 43.51%;  Fe 20.28%;  Mg 14.83%;  Al 9.6%;  Si 7.63%;  Cr 4.14%;,0.00,1.04,38.34
2159523,2159523,Unclassified,3253,O 43.51%;  Fe 20.28%;  Mg 14.83%;  Al 9.6%;  Si 7.63%;  Cr 4.14%;,0.00,1.18,62.30
2159524,2159524,Unclassified,2504,Fe 39.78%;  O 32.25%;  Mg 12.47%;  Si 6.29%;  Al 5.06%;  Cr 4.16%;  C 0%;,0.00,1.00,57.51
2159525,2159525,Chr Cr-Magnetite,3400,Fe 44.21%;  O 33.25%;  Cr 13.4%;  Mg 3.3%;  Si 3.02%;  Al 2.82%;  C 0%;,0.00,1.32,1102.31
2159526,2159526,Goethite,3014,Fe 54.61%;  O 34.59%;  Mg 5%;  Si 4.88%;  Al 0.92%;  C 0%;,0.00,1.00,100.65
2159527,2159527,Chr Cr-Magnetite,3537,Fe 37.14%;  O 33.06%;  Cr 18.51%;  Al 6.87%;  Mg 3.96%;  Si 0.47%;,0.00,1.37,325.90
2159528,2159528,Chr Cr-Magnetite,3299,Fe 36.57%;  O 35.01%;  Mg 11.56%;  Cr 7.55%;  Si 6.88%;  Al 2.42%;  C 0%;,5.64,1.33,4807.04
2159529,2159529,Chr Cr-Magnetite,3244,Fe 36.79%;  O 36.33%;  Cr 11%;  Mg 7.71%;  Si 4.93%;  Al 3.24%;,3.42,1.41,7711.40
2159530,2159530,Chr Spinel,3469,O 36.99%;  Fe 26.23%;  Mg 13.73%;  Cr 8.2%;  Si 7.58%;  Al 7.27%;,0.00,1.09,172.54
2159531,2159531,Chlorite,1465,O 33.62%;  Fe 26.55%;  Mg 16.38%;  Si 11.86%;  Al 11.58%;  C 0%;,0.00,1.29,14.38
2159532,2159532,Chr Cr-Magnetite,3537,Fe 37.14%;  O 33.06%;  Cr 18.51%;  Al 6.87%;  Mg 3.96%;  Si 0.47%;,0.00,1.00,115.02
2159533,2159533,Chr Spinel,3212,O 41.31%;  Fe 16.03%;  Mg 15.41%;  Cr 12.33%;  Si 8.51%;  Al 6.41%;  C 0%;,0.00,1.03,292.35
2159534,2159534,Chr Spinel,3423,O 41.93%;  Mg 19.07%;  Fe 16.03%;  Si 9.53%;  Al 6.72%;  Cr 6.72%;  C 0%;,0.00,1.03,575.12
2159535,2159535,Chlorite,3217,O 50.6%;  Mg 19.6%;  Si 13.29%;  Al 11.28%;  Fe 4.43%;  Ca 0.81%;,0.00,1.04,95.85
2159536,2159536,Chlorite,3141,O 53.1%;  Mg 23.53%;  Si 14.94%;  Al 8.43%;  C 0%;,0.00,1.00,91.06
2159537,2159537,Goethite,3158,Fe 56.74%;  O 36.09%;  Mg 3.89%;  Si 3.28%;  C 0%;,0.00,1.00,191.71
2159538,2159538,Serpentine,2690,O 38.15%;  Mg 26.14%;  Si 24.01%;  Fe 6.69%;  Ni 2.89%;  Mn 2.13%;  C 0%;,0.00,1.23,11248.39
2159539,2159539,Unclassified,3156,Fe 67.32%;  O 26.8%;  Mg 3.16%;  Si 2.72%;,0.00,1.02,95.85
2159541,2159541,Serpentine,2608,O 47.08%;  Mg 21.69%;  Si 19.91%;  Fe 7.2%;  Ni 3.68%;  Al 0.43%;  C 0%;,0.46,1.48,58297.99
2159542,2159542,Hematite,3671,Fe 65.23%;  O 30.75%;  Mg 1.81%;  Al 1.31%;  Si 0.9%;,0.00,1.00,119.82
2159543,2159543,Hematite,3553,Fe 69.4%;  O 30.6%;,0.00,1.03,623.05
2159545,2159545,Chlorite,2315,O 49.6%;  Si 24.64%;  Mg 20.6%;  Fe 3.78%;  Al 1.39%;  C 0%;,0.00,1.24,11742.03
2159547,2159547,Chr Spinel,3184,O 40.87%;  Fe 22.2%;  Mg 12.22%;  Cr 11.07%;  Si 7.66%;  Al 5.98%;  C 0%;,0.00,1.26,623.05
2159549,2159549,Chlorite,3041,O 50.37%;  Mg 24.57%;  Si 14.96%;  Al 8.84%;  Fe 1.26%;  C 0%;,0.04,1.65,173738.90
2159550,2159550,Unclassified,3112,O 38.11%;  Fe 33.46%;  Mg 12.02%;  Si 7.36%;  Al 5.17%;  Cr 2.58%;  Zn 1.29%;  C 0%;,0.00,1.19,277.97
2159551,2159551,Chr Spinel,3341,O 36.92%;  Fe 24.62%;  Cr 17.71%;  Mg 10.5%;  Si 5.47%;  Al 3.84%;  S 0.94%;  C 0%;,3.80,1.25,29743.28
2159552,2159552,Unclassified,3326,Fe 48.37%;  O 34.5%;  Mg 8.28%;  Si 5.59%;  Al 3.26%;  C 0%;,0.00,0.00,9.59
2159553,2159553,Goethite,3319,Fe 51.93%;  O 34.32%;  Mg 6.59%;  Si 4.09%;  Al 1.93%;  Cr 1.14%;,0.00,1.06,182.12
2159554,2159554,Chlorite,3011,O 49.34%;  Mg 23.06%;  Si 14.58%;  Al 9.08%;  Fe 3.94%;  C 0%;,0.00,1.11,7625.13
2159555,2159555,Chromite,3509,O 33.37%;  Fe 27.55%;  Cr 20.04%;  Mg 8.29%;  Al 7.95%;  Si 2.8%;  C 0%;,0.00,1.29,258.80
2159556,2159556,Goethite,3165,Fe 61.61%;  O 34.04%;  Si 3.17%;  Al 1.19%;  C 0%;,0.00,1.28,76.68
2159557,2159557,Unclassified,3371,O 36.19%;  Fe 32.76%;  Mg 12.56%;  Si 6.96%;  Al 6.85%;  Cr 4.68%;  C 0%;,0.00,1.22,143.78
2159558,2159558,Chr Spinel,3288,O 36.6%;  Fe 28.59%;  Cr 11.84%;  Mg 11.6%;  Si 6.22%;  Al 5.14%;  C 0%;,0.00,1.00,57.51
2159559,2159559,Chr Spinel,3288,O 36.6%;  Fe 28.59%;  Cr 11.84%;  Mg 11.6%;  Si 6.22%;  Al 5.14%;  C 0%;,0.00,1.00,129.40
2159560,2159560,Chr Spinel,3288,O 36.6%;  Fe 28.59%;  Cr 11.84%;  Mg 11.6%;  Si 6.22%;  Al 5.14%;  C 0%;,0.00,1.00,9.59
2159561,2159561,Chr Spinel,3288,O 36.6%;  Fe 28.59%;  Cr 11.84%;  Mg 11.6%;  Si 6.22%;  Al 5.14%;  C 0%;,0.00,1.04,19.17
2159563,2159563,Chlorite,2956,O 49.78%;  Mg 24.5%;  Si 18.96%;  Fe 4.68%;  Al 1.84%;  Ni 0.24%;  C 0%;,0.00,1.12,76649.09
2159565,2159565,Chlorite,2955,O 48.58%;  Mg 19.7%;  Si 15.28%;  Fe 9.45%;  Al 4.45%;  Ni 1.32%;  Ti 1.22%;  C 0%;,2.38,1.92,64384.66
2159566,2159566,Chlorite,2807,O 46.77%;  Mg 18.25%;  Si 15.94%;  Fe 10.71%;  Ni 4.95%;  Al 2.98%;  Cr 0.41%;  C 0%;,25.96,4.54,24595.96
2159567,2159567,Chlorite,2809,O 47.28%;  Mg 21.18%;  Si 18.12%;  Fe 7.51%;  Ni 4.9%;  Al 0.99%;  C 0%;,0.00,1.10,1480.93
2159568,2159568,Goethite,2955,Fe 42.82%;  O 32.85%;  Si 6.78%;  Mg 5.98%;  Ni 5.19%;  Mn 3.46%;  Al 2.93%;  C 0%;,0.00,1.72,3613.67
2159569,2159569,Lithiophorite Si+Fe-rich,2942,O 39.14%;  Ni 18.17%;  Mn 14.36%;  Fe 10.67%;  Si 9.53%;  Co 5.59%;  Al 2.54%;  C 0%;,0.00,1.00,129.40
2159570,2159570,Chromite Al > 14.5,2960,O 38.02%;  Al 19.57%;  Cr 15.3%;  Fe 14.7%;  Mg 9.84%;  Si 2.57%;  C 0%;,1.69,1.88,7514.90
2159571,2159571,Chlorite,2977,O 42.89%;  Si 13.48%;  Mg 11.4%;  Ni 9.68%;  Fe 8.09%;  Mn 7.97%;  Al 6.5%;,0.00,1.00,105.44
2159572,2159572,Serpentine,2865,O 48.31%;  Mg 22.79%;  Si 17.71%;  Fe 7.68%;  Ni 3.52%;  C 0%;,0.00,1.20,929.78
2159573,2159573,Serpentine,2686,O 47.65%;  Mg 22.25%;  Si 18.69%;  Ni 6.28%;  Fe 5.14%;  C 0%;,0.00,1.15,1811.63
2159574,2159574,Chlorite,2730,O 45.39%;  Mg 19.08%;  Si 17.71%;  Ni 8.73%;  Fe 7.61%;  Al 1.5%;,0.00,1.05,412.17
2159575,2159575,Chlorite,2924,O 50.06%;  Mg 21.61%;  Si 14.78%;  Al 8.32%;  Fe 3.48%;  Ni 1.74%;,0.00,1.26,1610.34
2159576,2159576,Serpentine,2903,O 47.79%;  Mg 24.48%;  Si 18.53%;  Fe 5.71%;  Ni 3.5%;  C 0%;,0.00,1.00,9.59
2159577,2159577,Chromite Al > 14.5,3190,O 37.03%;  Al 22.47%;  Cr 18.11%;  Fe 13.59%;  Mg 8.81%;  C 0%;,0.00,1.29,3791.00
2159578,2159578,Chlorite,3000,O 50.07%;  Mg 20.68%;  Si 18.34%;  Fe 10.14%;  Al 0.78%;  C 0%;,0.00,1.00,191.71
2159579,2159579,Chromite Al > 14.5,3194,O 36.3%;  Al 26.56%;  Cr 15.15%;  Fe 13.6%;  Mg 8.39%;  C 0%;,0.00,1.09,2837.26
2159580,2159580,Goethite,3353,Fe 62.15%;  O 32.48%;  Mg 3.5%;  Si 1.87%;  C 0%;,0.00,1.00,57.51
2159581,2159581,Chromite Al > 14.5,3210,O 38.54%;  Al 22.87%;  Cr 17.22%;  Fe 11.45%;  Mg 9.93%;  C 0%;,0.15,1.26,6383.83
2159582,2159582,Unclassified,3419,Fe 65.06%;  O 31.45%;  Mg 2.16%;  Si 1.34%;  C 0%;,0.00,1.26,67.10
2159583,2159583,Chlorite,2879,O 50%;  Mg 20.5%;  Si 16.55%;  Fe 7.91%;  Ni 3.84%;  Al 1.2%;  C 0%;,0.00,1.22,143.78
2159584,2159584,Chlorite,2811,O 47.83%;  Mg 21.75%;  Si 18.12%;  Fe 5.6%;  Ni 3.83%;  Al 2.86%;  C 0%;,13.60,1.27,11933.74
2159585,2159585,Chromite Al > 14.5,3175,O 38.22%;  Al 24.84%;  Cr 16.49%;  Fe 11.99%;  Mg 8.46%;  C 0%;,0.00,1.00,95.85
2159586,2159586,Hematite,3356,Fe 69.31%;  O 29.63%;  Si 1.06%;,0.00,1.08,268.39
2159587,2159587,Chlorite,2903,O 48.31%;  Mg 22.03%;  Si 18.22%;  Fe 6.78%;  Cr 3.67%;  Al 0.99%;,0.00,1.01,105.44
2159588,2159588,Chromite Al > 10,3123,O 36.03%;  Fe 26.5%;  Al 12.25%;  Cr 11.66%;  Mg 10.01%;  Si 3.46%;  Ti 0.05%;  Mn 0.03%;  Ni 0.02%;  C 0%;,2.49,2.72,41739.32
2159589,2159589,Goethite,3243,Fe 56.12%;  O 33.67%;  Mg 5.95%;  Si 2.81%;  Al 1.46%;  C 0%;,0.00,1.02,124.61
2159590,2159590,Serpentine,2644,O 45.03%;  Mg 23.25%;  Si 19.3%;  Fe 7.6%;  Ni 4.82%;  C 0%;,0.00,1.25,119.82
2159591,2159591,Chr Spinel,2753,O 39.74%;  Fe 15.61%;  Mg 13.68%;  Si 9.29%;  Cr 9.03%;  Al 8.77%;  Ni 3.87%;,0.00,1.19,383.41
2159592,2159592,Hematite,3412,Fe 64.36%;  O 33.26%;  Mg 1.59%;  Si 0.79%;  C 0%;,0.00,1.01,177.33
2159593,2159593,Goethite,3383,Fe 49.72%;  O 33.18%;  Mg 7.13%;  Si 6.23%;  Cr 2.72%;  Al 1.02%;  C 0%;,0.00,1.00,129.40
2159594,2159594,Chlorite,2922,O 46.25%;  Mg 17.52%;  Si 17%;  Fe 12.65%;  Ni 4.74%;  Al 1.84%;  C 0%;,0.00,1.08,182.12
2159595,2159595,Chr Spinel,3125,O 41.06%;  Fe 17.9%;  Mg 15.68%;  Al 9.14%;  Si 8.99%;  Cr 7.23%;  C 0%;,6.12,1.00,220.46
2159596,2159596,Chlorite,2972,O 50.21%;  Mg 24.21%;  Si 17.24%;  Al 4.27%;  Fe 2.56%;  Cr 1.2%;  S 0.31%;  C 0%;,0.00,1.03,311.52
2159597,2159597,Chlorite,3007,O 49.64%;  Mg 25.12%;  Si 16.75%;  Al 3.95%;  Fe 2.27%;  Cr 1.56%;  S 0.72%;,0.00,1.00,14.38
2159598,2159598,Chlorite,2892,O 41.43%;  Fe 25.14%;  Mg 13.71%;  Si 11.48%;  Ni 5.47%;  Mn 1.57%;  Al 1.14%;  Sc 0.05%;  C 0%;,0.00,1.12,1337.15
2159599,2159599,Chlorite,2983,O 48.53%;  Mg 21.72%;  Si 16.18%;  Fe 5.43%;  Al 5.32%;  Ni 2.83%;,0.00,1.00,9.59
2159600,2159600,Chlorite,3001,O 50.73%;  Mg 24.49%;  Si 16.57%;  Al 4.69%;  Fe 3.52%;  C 0%;,0.00,0.00,4.79
2159601,2159601,Unclassified,3082,O 40.08%;  Fe 35.28%;  Mg 10.82%;  Si 9.49%;  Ni 1.88%;  Al 1.29%;  Cr 1.16%;  C 0%;,0.00,1.00,287.56
2159602,2159602,Goethite,3154,Fe 43.88%;  O 37.99%;  Mg 7.39%;  Si 6.78%;  Cr 1.51%;  Ni 1.28%;  Al 1.17%;  C 0%;,0.00,1.01,254.01
2159603,2159603,Hematite,3373,Fe 67.01%;  O 30.67%;  Al 1.07%;  Mg 0.94%;  Si 0.31%;  C 0%;,0.00,1.03,373.83
2159604,2159604,Chromite Al > 14.5,3163,O 39.14%;  Al 17.05%;  Cr 14.77%;  Fe 13.33%;  Mg 11.76%;  Si 3.96%;,0.00,1.00,67.10
2159605,2159605,Serpentine,2856,O 46.52%;  Mg 24.65%;  Si 16.99%;  Fe 6.27%;  Ni 5.57%;,0.00,1.04,829.13
2159606,2159606,Chromite Al > 14.5,3344,O 40.54%;  Al 21.62%;  Cr 17.23%;  Fe 12.16%;  Mg 8.45%;,1.58,1.29,2386.75
2159607,2159607,Serpentine Fe-rich,2587,O 44.82%;  Mg 20.24%;  Si 18.35%;  Fe 10.57%;  Ni 5.32%;  Cr 0.69%;  C 0%;,0.00,1.30,148.57
2159608,2159608,Unclassified,3200,Fe 44.63%;  O 33.25%;  Mg 12.14%;  Si 9.99%;  C 0%;,0.00,1.04,560.74
2159609,2159609,Goethite,3249,Fe 51.46%;  O 36.87%;  Mg 6.23%;  Si 3.58%;  Al 1.86%;  C 0%;,0.00,1.00,162.95
2159610,2159610,Chlorite,2926,O 49.87%;  Mg 22.79%;  Si 15.42%;  Al 5.63%;  Fe 4.56%;  Ni 1.74%;  C 0%;,0.00,0.00,9.59
2159611,2159611,Chlorite,2926,O 49.87%;  Mg 22.79%;  Si 15.42%;  Al 5.63%;  Fe 4.56%;  Ni 1.74%;  C 0%;,0.00,0.00,4.79
2159612,2159612,Unclassified,2891,O 43.64%;  Mg 17.75%;  Si 15.67%;  Fe 9.1%;  Ni 8.53%;  Mn 5.27%;  Al 0.04%;  C 0%;,0.00,1.05,680.56
2159613,2159613,Chlorite,2839,O 44.44%;  Mg 22.11%;  Si 16.49%;  Fe 10.99%;  Al 3.04%;  Ni 2.92%;  C 0%;,0.00,1.11,2755.78
2159614,2159614,Chlorite,2926,O 49.87%;  Mg 22.79%;  Si 15.42%;  Al 5.63%;  Fe 4.56%;  Ni 1.74%;  C 0%;,0.00,0.00,4.79
2159615,2159615,Chlorite,2790,O 43.34%;  Mg 20.7%;  Si 15.01%;  Fe 10.17%;  Mn 4%;  Ni 4%;  Al 2.78%;  C 0%;,0.00,1.57,546.36
2159616,2159616,Chlorite,2790,O 43.34%;  Mg 20.7%;  Si 15.01%;  Fe 10.17%;  Mn 4%;  Ni 4%;  Al 2.78%;  C 0%;,0.00,0.00,9.59
2159617,2159617,Chlorite,3021,O 51.97%;  Mg 21.63%;  Si 18.82%;  Fe 4.07%;  Ni 2.39%;  Al 1.12%;  C 0%;,0.00,1.15,23393.00
2159618,2159618,Chlorite,2906,O 45.43%;  Fe 17.42%;  Si 13.15%;  Mg 12.67%;  Al 8.28%;  Ni 3.05%;  C 0%;,0.00,1.34,1840.38
2159619,2159619,Chlorite,3012,O 47.22%;  Fe 17.47%;  Si 14.09%;  Mg 12.15%;  Al 9.06%;  C 0%;,0.00,1.00,186.91
2159620,2159620,Chlorite,2930,O 45.88%;  Mg 15.94%;  Si 14.37%;  Fe 10.59%;  Al 7.48%;  Ni 4.49%;  Cr 1.27%;  C 0%;,2.48,2.94,23958.53
2159621,2159621,Chlorite,3077,O 43.78%;  Fe 22.88%;  Si 12.57%;  Al 11.77%;  Mg 8.99%;  C 0%;,0.00,1.03,297.15
2159622,2159622,Chlorite,2974,O 51.42%;  Mg 23.5%;  Si 16.38%;  Al 5.7%;  Fe 2.99%;,0.00,1.17,10941.65
2159623,2159623,Chromite Al > 14.5,3193,O 38.62%;  Al 20.99%;  Fe 16.09%;  Cr 11.97%;  Mg 10.11%;  Si 2.12%;  Ni 0.1%;  S 0%;  C 0%;,2.45,3.13,16050.63
2159624,2159624,Chromite Al > 14.5,3003,O 41.37%;  Al 18.18%;  Fe 13.38%;  Mg 13.18%;  Cr 9.63%;  Si 4.26%;  C 0%;,0.00,1.17,1121.48
2159625,2159625,Chlorite,2886,O 46.47%;  Mg 21.98%;  Si 19.49%;  Fe 6.29%;  Ni 4.9%;  Al 0.87%;  C 0%;,0.00,1.19,608.67
2159626,2159626,Chlorite,2720,O 47.59%;  Mg 22.01%;  Si 15.82%;  Fe 8.39%;  Al 5.23%;  Cr 0.96%;,0.00,0.00,4.79
2159627,2159627,Chromite Al > 14.5,3183,O 39.2%;  Al 28.23%;  Cr 12.67%;  Mg 11.34%;  Fe 8.56%;  C 0%;,0.00,1.00,33.55
2159628,2159628,Chlorite,2735,O 48.32%;  Mg 22.17%;  Si 16.19%;  Fe 4.98%;  Al 4.86%;  Ni 3.49%;,0.00,1.00,244.43
