Particle ID,Grain ID,Mineral Classification,Spectrum Counts,EDS Normalised,Porosity,Roughness,Area µm²
1888140,1888140,Goethite,3300,Fe 57.5%;  O 35.68%;  Al 2.39%;  Mg 2.27%;  Si 2.16%;  C 0%;,0.00,1.31,63.30
1888141,1888141,Goethite,2809,Fe 45.97%;  O 37.46%;  Si 8.81%;  Al 7.76%;  C 0%;,0.00,1.00,2.77
1888142,1888142,Goethite,2549,Fe 51.08%;  O 30%;  Al 10.15%;  Si 8.77%;  C 0%;,0.00,1.65,39.06
1888143,1888143,Chlorite Fe-rich,2669,O 41.37%;  Fe 27.98%;  Al 16.14%;  Si 12.84%;  Cr 0.94%;  Mg 0.73%;  C 0%;,0.00,1.20,50.97
1888144,1888144,Goethite,2745,Fe 56.08%;  O 34.18%;  Al 4.74%;  Si 3.28%;  Mg 1.7%;  C 0%;,0.00,1.22,5.26
1888145,1888145,Goethite,2302,Fe 61.13%;  O 26.94%;  Al 6.29%;  Si 5.65%;  C 0%;,0.00,1.00,3.19
1888146,1888146,Goethite,3108,Fe 40.99%;  O 38.13%;  Al 11.28%;  Si 9.6%;  C 0%;,0.00,1.07,36.98
1888147,1888147,Chlorite Fe-rich,2707,O 44.9%;  Fe 22.01%;  Si 16.76%;  Al 16.33%;  C 0%;,0.00,1.01,9.14
1888148,1888148,Goethite,2520,Fe 53.02%;  O 32%;  Al 6.89%;  Si 5.84%;  Mn 1.89%;  Cr 0.36%;  C 0%;,0.00,1.62,51.11
1888149,1888149,Goethite,2925,Fe 48.4%;  O 36.36%;  Al 8.29%;  Si 6.95%;  C 0%;,0.00,1.43,8.45
1888150,1888150,Hematite,2624,Fe 65.86%;  O 27.34%;  Si 4.82%;  Mn 1.98%;  C 0%;,0.00,1.00,0.28
1888151,1888151,Goethite,2477,Fe 53.86%;  O 33.28%;  Al 6.75%;  Si 6.11%;  C 0%;,0.00,1.02,2.35
1888152,1888152,Goethite,2448,Fe 44.64%;  O 36.61%;  Al 10%;  Si 8.75%;  C 0%;,0.00,0.00,0.14
1888153,1888153,Goethite,2373,Fe 58.49%;  O 25.16%;  Si 8.33%;  Al 8.02%;  C 0%;,0.00,1.26,27.01
1888154,1888154,Goethite,2859,Fe 53%;  O 34.6%;  Al 6.4%;  Si 5.22%;  Mg 0.78%;  C 0%;,0.00,0.00,0.28
1888155,1888155,Goethite,3166,Fe 57.14%;  O 38.14%;  Si 3.01%;  Al 1.7%;  C 0%;,0.00,1.01,10.80
1888156,1888156,Goethite,2812,Fe 62.23%;  O 35.21%;  Si 2.56%;  C 0%;,0.00,1.17,6.79
1888158,1888158,Smectite Fe-rich,2291,Fe 32.7%;  O 30.4%;  Si 28.49%;  Ni 4.4%;  Al 4.02%;  C 0%;,0.00,1.10,22.85
1888159,1888159,Chlorite,2642,Fe 43.09%;  O 27.66%;  Si 11.7%;  Mg 8.78%;  Ni 4.92%;  Al 3.86%;  C 0%;,0.00,1.38,37.54
1888160,1888160,Goethite + Si,2657,Fe 41.62%;  O 33.94%;  Si 17.71%;  Al 5.11%;  Ni 1.61%;  C 0%;,10.35,2.36,1251.97
1888161,1888161,Smectite Fe-rich,2941,O 39.98%;  Fe 27.53%;  Si 21.66%;  Mg 4.71%;  Ni 3.55%;  Al 2.56%;  C 0%;,0.00,1.86,138.65
1888162,1888162,Goethite,3272,Fe 62.06%;  O 28.85%;  Si 5.45%;  Al 2.18%;  Mn 1.45%;  C 0%;,0.00,1.04,7.62
1888163,1888163,Goethite + Si,2864,Fe 44.5%;  O 29.09%;  Si 17.29%;  Al 4.56%;  Ni 4.56%;  C 0%;,0.00,1.09,3.60
1888164,1888164,Goethite,2868,Fe 52.04%;  O 37.58%;  Si 8.54%;  Al 1.84%;  C 0%;,0.00,1.07,5.96
1888165,1888165,Chlorite,2808,O 44.8%;  Mg 23.85%;  Si 17.26%;  Al 6.06%;  Fe 5.8%;  Ni 2.24%;  C 0%;,7.94,1.25,382.42
1888166,1888166,Chlorite,2642,Fe 43.09%;  O 27.66%;  Si 11.7%;  Mg 8.78%;  Ni 4.92%;  Al 3.86%;  C 0%;,0.00,2.23,81.44
1888167,1888167,Quartz,3770,O 51.44%;  Si 48.56%;,0.00,1.15,1004.74
1888168,1888168,Hematite,3637,Fe 66.48%;  O 31.5%;  Si 2.02%;  C 0%;,0.00,1.07,10.94
1888169,1888169,Hematite,2948,Fe 67.6%;  O 24.9%;  Si 5.21%;  Al 2.29%;  C 0%;,0.00,1.00,2.22
1888170,1888170,Goethite,3243,Fe 62.19%;  O 26.4%;  Mg 5.82%;  Si 4.03%;  Al 1.57%;  C 0%;,0.00,1.02,7.48
1888171,1888171,Goethite,2795,Fe 53.63%;  O 34%;  Si 9.53%;  Al 2.84%;  C 0%;,0.00,1.29,0.42
1888172,1888172,Smectite Fe-rich,2951,O 39.07%;  Fe 36.67%;  Si 17.35%;  Al 6.91%;  C 0%;,0.00,1.14,2.08
1888173,1888173,Goethite + Si,3045,Fe 57.67%;  O 27.15%;  Si 10.7%;  Mg 2.92%;  Al 1.56%;  C 0%;,0.00,1.00,1.39
1888174,1888174,Goethite,3026,Fe 56.06%;  O 29.77%;  Mg 7.2%;  Si 4.44%;  Al 2.52%;  C 0%;,0.00,1.07,7.89
1888175,1888175,Chlorite,3241,Fe 46.45%;  O 33.18%;  Si 11.73%;  Mg 5.56%;  Al 3.09%;  C 0%;,0.00,0.00,0.14
1888176,1888176,Goethite + Si,2782,Fe 40.32%;  O 36.76%;  Si 14.71%;  Al 4.53%;  Ni 3.68%;  C 0%;,0.00,1.18,18.84
1888177,1888177,Goethite + Si,2555,Fe 43.35%;  O 33.09%;  Si 18.35%;  Al 5.2%;  C 0%;,0.00,1.00,0.28
1888178,1888178,Goethite,3298,Fe 62.44%;  O 28.29%;  Mg 6.34%;  Si 2.93%;  C 0%;,0.00,1.02,10.11
1888179,1888179,Goethite + Si,2837,Fe 44.95%;  O 37.37%;  Si 13.97%;  Al 3.7%;  C 0%;,0.00,1.09,2.35
1888180,1888180,Goethite + Si,2869,O 40.1%;  Fe 39.94%;  Si 14.45%;  Al 5.52%;  C 0%;,0.00,1.05,1.80
1888181,1888181,Goethite + Si,2802,Fe 46.85%;  O 34.36%;  Si 14.5%;  Al 4.3%;  C 0%;,0.00,1.03,3.60
1888182,1888182,Smectite Fe-rich,3289,O 39.49%;  Fe 38.69%;  Si 17.14%;  Al 4.69%;  C 0%;,0.00,1.12,2.35
1888183,1888183,Goethite,3242,Fe 57%;  O 32.44%;  Si 4.96%;  Mg 2.8%;  Mn 2.8%;  C 0%;,0.00,1.03,6.51
1888184,1888184,Chlorite,2776,O 40.84%;  Fe 32.74%;  Si 17.5%;  Mg 5.02%;  Al 3.89%;  C 0%;,0.00,1.46,142.80
1888185,1888185,Hematite,3337,Fe 68.57%;  O 27.89%;  Si 2.06%;  Al 1.49%;  C 0%;,0.00,1.08,15.51
1888186,1888186,Chlorite,2693,O 34.6%;  Fe 33.86%;  Si 13.94%;  Mg 7.58%;  Al 5.26%;  Ni 4.77%;  C 0%;,25.72,1.68,1070.67
1888187,1888187,Chlorite,2480,Fe 43.1%;  O 28.53%;  Mg 12.54%;  Si 12.07%;  Al 3.76%;  C 0%;,0.00,1.13,1.25
1888188,1888188,Goethite + Si,2894,O 39.8%;  Fe 36.03%;  Si 15.92%;  Al 5.73%;  Ni 2.51%;  C 0%;,9.10,2.15,488.52
1888189,1888189,Smectite Fe-rich,3047,O 41.94%;  Fe 31.42%;  Si 18.24%;  Al 4.53%;  Ni 3.86%;  C 0%;,0.00,1.23,7.06
1888190,1888190,Chlorite,2531,O 36.44%;  Fe 30.62%;  Si 14.64%;  Mg 12.81%;  Al 5.49%;  C 0%;,0.00,1.03,9.42
1888191,1888191,Smectite Fe-rich,2879,O 40.62%;  Fe 31.16%;  Si 19.69%;  Al 7.44%;  Cr 1.09%;  C 0%;,0.00,1.16,18.01
1888192,1888192,Goethite,2952,Fe 55.56%;  O 32.41%;  Si 7.54%;  Al 4.5%;  C 0%;,0.00,1.03,8.59
1888193,1888193,Goethite,2819,Fe 47.18%;  O 35.22%;  Si 9.68%;  Ni 4.3%;  Al 3.63%;  C 0%;,0.00,1.00,2.08
1888194,1888194,Smectite Fe-rich,3063,O 37.65%;  Fe 35.37%;  Si 19.97%;  Al 5.64%;  Zn 1.37%;  C 0%;,0.00,1.10,12.47
1888195,1888195,Chlorite,2890,O 39.22%;  Fe 21.45%;  Si 15.2%;  Mg 13.73%;  Al 5.15%;  Ni 4.41%;  V 0.86%;  C 0%;,0.00,1.10,17.73
1888196,1888196,Goethite,2577,Fe 45.69%;  O 38.51%;  Si 9.77%;  Ni 4.74%;  Al 1.29%;  C 0%;,0.00,1.09,4.29
1888197,1888197,Smectite Fe-rich,2681,O 36.19%;  Fe 30.37%;  Si 23.1%;  Al 5.17%;  Ni 5.17%;  C 0%;,0.00,1.47,46.95
1888198,1888198,Goethite + Si,2855,Fe 45.77%;  O 36.88%;  Si 11.37%;  Al 5.98%;  C 0%;,0.00,1.13,2.08
1888199,1888199,Goethite + Si,2822,Fe 42.41%;  O 38.62%;  Si 14.09%;  Al 4.88%;  C 0%;,0.00,1.15,3.60
1888200,1888200,Goethite + Si,2816,Fe 47.97%;  O 34.28%;  Si 14.36%;  Al 3.39%;  C 0%;,0.00,1.15,4.02
1888201,1888201,Goethite,2971,Fe 43.42%;  O 38.38%;  Si 9.1%;  Al 7.98%;  Cr 1.12%;  C 0%;,0.00,1.00,31.03
1888202,1888202,Chlorite,2850,Fe 44.91%;  O 34.6%;  Si 10.18%;  Mg 5.97%;  Al 4.34%;  C 0%;,0.00,1.07,3.88
1888203,1888203,Goethite + Si,3222,Fe 49.71%;  O 33.14%;  Si 11.87%;  Ni 3.53%;  Al 1.76%;  C 0%;,0.00,1.18,3.88
1888204,1888204,Goethite,3113,Fe 57.71%;  O 32.23%;  Si 5.61%;  Al 4.46%;  C 0%;,0.00,1.11,14.96
1888205,1888205,Hematite,3010,Fe 64.92%;  O 31.59%;  Si 3.48%;  C 0%;,0.00,1.14,8.03
1888206,1888206,Goethite,2873,Fe 44.61%;  O 40.57%;  Si 9.26%;  Al 5.56%;  C 0%;,0.00,1.02,4.29
1888207,1888207,Smectite Fe-rich,2610,O 33.81%;  Fe 29.51%;  Si 25.64%;  Ni 5.01%;  Mg 3.87%;  Al 2.15%;  C 0%;,0.00,1.36,143.36
1888208,1888208,Smectite Fe-rich,2618,O 36.01%;  Fe 34.59%;  Si 24.84%;  Al 4.56%;  C 0%;,0.00,1.19,11.36
1888209,1888209,Chlorite,2868,O 45.59%;  Fe 19.6%;  Si 14.29%;  Mg 13.37%;  Al 7.14%;  C 0%;,0.00,1.17,20.64
1888210,1888210,Goethite + Si,2895,Fe 42.9%;  O 38.85%;  Si 13.73%;  Al 4.52%;  C 0%;,0.00,1.00,2.49
1888211,1888211,Goethite,2942,Fe 49.22%;  O 35.25%;  Si 9.16%;  Al 6.37%;  C 0%;,0.00,1.02,5.26
1888212,1888212,Goethite + Si,2814,Fe 40.48%;  O 37.14%;  Si 17.46%;  Al 4.92%;  C 0%;,0.00,1.05,13.57
1888213,1888213,Goethite,2347,Fe 60.83%;  O 26.27%;  Si 7.83%;  Al 5.07%;  C 0%;,0.00,1.01,8.45
1888214,1888214,Chlorite,2460,Fe 38.56%;  O 29.73%;  Si 15.86%;  Mg 9.19%;  Al 6.67%;  C 0%;,0.00,1.04,23.41
1888215,1888215,Smectite Fe-rich,2812,O 38.24%;  Fe 36.76%;  Si 18.3%;  Al 6.7%;  C 0%;,0.00,1.31,18.42
1888216,1888216,Goethite + Si,2894,Fe 46.83%;  O 34.44%;  Si 13.91%;  Al 4.82%;  C 0%;,0.00,1.05,4.99
1888217,1888217,Goethite,2930,Fe 50.32%;  O 34.5%;  Si 8.95%;  Al 6.23%;  C 0%;,0.00,1.06,31.16
1888218,1888218,Goethite + Si,2602,Fe 55.39%;  O 32.02%;  Si 10.62%;  Al 1.97%;  C 0%;,0.00,1.10,6.23
1888219,1888219,Goethite + Si,2852,Fe 46.14%;  O 37.59%;  Si 12.9%;  Al 3.37%;  C 0%;,0.00,1.00,1.52
1888220,1888220,Smectite Fe-rich,2169,O 43.43%;  Fe 30.9%;  Si 18.51%;  Ni 4.03%;  Al 3.13%;  C 0%;,0.00,1.22,71.61
1888221,1888221,Smectite Fe-rich,2854,O 36.3%;  Fe 30.52%;  Si 22.96%;  Ni 8.15%;  Al 2.07%;  C 0%;,0.00,1.20,42.80
1888222,1888222,Smectite Fe-rich,2912,O 39.28%;  Fe 36.62%;  Si 17.21%;  Al 6.89%;  C 0%;,0.00,1.09,2.08
1888223,1888223,Smectite Fe-rich,2635,O 36.83%;  Fe 28.68%;  Si 19.65%;  Ni 9.75%;  Al 5.09%;  C 0%;,0.00,1.05,14.68
1888224,1888224,Goethite + Si,2725,Fe 51.33%;  O 34.32%;  Si 11.39%;  Al 2.96%;  C 0%;,0.00,1.00,2.63
1888225,1888225,Goethite,2781,Fe 52.14%;  O 35.69%;  Si 9.05%;  Al 3.13%;  C 0%;,0.00,1.01,2.35
1888226,1888226,Chlorite,2839,O 43.52%;  Fe 18.44%;  Mg 17.15%;  Si 13.98%;  Al 6.92%;  C 0%;,0.00,1.00,9.28
1888227,1888227,Goethite,2848,Fe 46.57%;  O 37.13%;  Si 7.5%;  Al 6.08%;  Mg 2.72%;  C 0%;,0.00,1.02,1.94
1888228,1888228,Goethite + Si,2781,Fe 44.87%;  O 37.39%;  Si 13.78%;  Al 3.96%;  C 0%;,0.00,1.11,6.93
1888229,1888229,Goethite,2899,Fe 54.56%;  O 32.42%;  Si 9.84%;  Al 3.18%;  C 0%;,0.00,1.06,6.09
1888230,1888230,Goethite + Si,3049,Fe 55.63%;  O 32.13%;  Si 10.57%;  Al 1.67%;  C 0%;,0.00,1.03,5.54
1888231,1888231,Goethite,3100,Fe 45.24%;  O 37.64%;  Mg 6.39%;  Si 6.27%;  Al 4.46%;  C 0%;,0.00,1.03,3.88
1888232,1888232,Goethite,2787,Fe 45.57%;  O 34.58%;  Si 9.49%;  Al 6.87%;  Ni 3.5%;  C 0%;,0.00,1.00,1.94
1888233,1888233,Qz/Gth,2766,Fe 43.51%;  O 36.12%;  Si 20.36%;  C 0%;,13.08,2.88,447.38
1888234,1888234,Chlorite,2124,Fe 39.11%;  O 33.52%;  Si 10.34%;  Mg 7.12%;  Ni 6.7%;  Al 3.21%;  C 0%;,0.00,1.19,36.43
1888235,1888235,Goethite,3020,Fe 49.53%;  O 41.22%;  Si 5.74%;  Al 3.51%;  C 0%;,0.00,1.44,16.76
1888236,1888236,Goethite,2945,Fe 50.72%;  O 34.93%;  Si 9.09%;  Al 5.26%;  C 0%;,0.00,1.09,9.42
1888237,1888237,Goethite + Si,2803,Fe 40.32%;  O 36.23%;  Si 15.02%;  Al 4.48%;  Ni 3.95%;  C 0%;,0.00,1.10,3.19
1888238,1888238,Goethite,2950,Fe 51.83%;  O 33.5%;  Si 8.72%;  Al 5.94%;  C 0%;,0.00,1.16,9.83
1888239,1888239,Goethite + Si,2797,Fe 53.51%;  O 34.3%;  Si 10.52%;  Al 1.68%;  C 0%;,0.96,1.49,42.80
1888240,1888240,Smectite Fe-rich,2602,Fe 31.25%;  Si 30.47%;  O 26.72%;  Ni 5%;  Mg 4.22%;  Al 2.34%;  C 0%;,0.00,1.39,79.37
1888241,1888241,Chromite Al > 10,3001,O 34.51%;  Fe 34.37%;  Al 12.99%;  Cr 10.69%;  Si 5.41%;  Mn 2.03%;  C 0%;,0.00,1.05,7.48
1888242,1888242,Goethite + Si,2780,Fe 37.25%;  O 36.13%;  Si 14.88%;  Ni 4.88%;  Al 4.63%;  Mg 2.25%;  C 0%;,0.00,1.00,2.63
1888243,1888243,Goethite + Si,2963,Fe 43.57%;  O 37.53%;  Si 10.32%;  Al 6.7%;  Mg 1.88%;  C 0%;,0.00,1.00,7.06
1888244,1888244,Goethite,2916,Fe 48.62%;  O 39.7%;  Si 6.91%;  Al 4.77%;  C 0%;,0.00,1.00,3.74
1888245,1888245,Goethite,2817,Fe 56.86%;  O 33.96%;  Si 5.41%;  Al 3.77%;  C 0%;,0.00,1.53,15.37
1888246,1888246,Goethite,2817,Fe 52.06%;  O 34.37%;  Si 9.14%;  Al 4.42%;  C 0%;,0.00,1.03,3.46
1888247,1888247,Goethite,2797,Fe 54.86%;  O 33.13%;  Si 9.73%;  Al 2.28%;  C 0%;,0.00,1.04,14.54
1888248,1888248,Smectite Fe-rich,3202,O 49.68%;  Fe 27.74%;  Si 21.77%;  Al 0.81%;  C 0%;,0.00,1.24,5.26
1888249,1888249,Hematite,3569,Fe 67.08%;  O 30.21%;  Mn 1.47%;  Na 1.24%;  C 0%;,0.00,1.28,27.84
1888250,1888250,Goethite + Si,2424,Fe 52.18%;  O 25.5%;  Si 10.4%;  Al 6.38%;  Ni 5.54%;  C 0%;,0.00,1.14,15.65
1888251,1888251,Goethite,3002,Fe 49.64%;  O 39.48%;  Si 5.95%;  Al 4.93%;  C 0%;,0.00,1.31,4.02
1888252,1888252,Smectite Fe-rich,3227,O 44.47%;  Fe 27.83%;  Si 22.11%;  Mg 4.6%;  Al 0.99%;  C 0%;,0.00,1.21,18.56
1888253,1888253,Smectite Fe-rich,2621,O 42.82%;  Fe 32.44%;  Si 20.64%;  Ni 2.82%;  Al 1.28%;  C 0%;,0.00,1.03,9.00
1888254,1888254,Goethite,2748,Fe 48.67%;  O 32.11%;  Si 9.48%;  Ni 5.82%;  Al 3.92%;  C 0%;,0.00,1.00,2.63
1888255,1888255,Goethite + Si,2693,Fe 44.64%;  O 36.13%;  Si 11.34%;  Al 5.3%;  Ni 2.59%;  C 0%;,0.00,1.12,1.52
1888256,1888256,Goethite,2735,Fe 49.49%;  O 36.72%;  Si 9.87%;  Al 3.92%;  C 0%;,0.00,1.00,2.77
1888257,1888257,Smectite Fe-rich,2894,O 40.48%;  Fe 28.96%;  Si 27.2%;  Ni 2.24%;  Al 1.12%;  C 0%;,4.79,1.29,214.83
1888258,1888258,Smectite Fe-rich,3081,O 47.84%;  Si 25.65%;  Fe 24.78%;  Al 1.73%;  C 0%;,0.00,1.06,6.51
1888259,1888259,Smectite Fe-rich,2562,O 43%;  Si 27.54%;  Fe 27.54%;  Al 1.91%;  C 0%;,0.00,1.65,91.14
1888260,1888260,Goethite + Si,2260,Fe 52.25%;  O 31.83%;  Si 10.77%;  Al 3.54%;  K 1.61%;  C 0%;,0.00,1.10,11.50
1888261,1888261,Goethite,2799,Fe 49.53%;  O 34.19%;  Si 9.36%;  Mg 3.39%;  Al 2.85%;  K 0.68%;  C 0%;,0.00,1.09,4.99
1888262,1888262,Goethite,3023,Fe 60.2%;  O 26.96%;  Si 8.8%;  Al 4.05%;  C 0%;,0.00,1.07,11.22
1888263,1888263,Smectite Fe-rich,2892,O 37.14%;  Si 27.07%;  Fe 25.58%;  Mg 4.63%;  Ni 4.49%;  Al 1.09%;  C 0%;,0.00,1.02,10.80
1888264,1888264,Goethite,2418,Fe 59.16%;  O 30.25%;  Si 7.56%;  Al 3.03%;  C 0%;,0.00,1.25,3.88
1888265,1888265,Smectite Fe-rich,2412,O 39.55%;  Fe 31.03%;  Si 27.97%;  Al 1.45%;  C 0%;,1.77,1.49,230.20
1888266,1888266,Ol/Px Alt,2584,Fe 39.82%;  Si 28.76%;  O 27.43%;  Mg 3.98%;,0.00,1.16,7.89
1888267,1888267,Smectite Fe-rich,3281,O 39.46%;  Fe 34.29%;  Si 20.54%;  Mg 4.22%;  Al 1.5%;  C 0%;,0.00,1.01,6.09
1888268,1888268,Talc,2888,O 41.13%;  Si 27.82%;  Fe 26.26%;  Mg 4.32%;  V 0.48%;,0.00,1.10,45.98
