Particle ID,Grain ID,Mineral Classification,Spectrum Counts,EDS Normalised,Porosity,Roughness,Area µm²
2125053,2125053,Chromite Al > 10,3061,O 39.97%;  Fe 23.56%;  Al 11.28%;  Cr 10.15%;  Mg 8.4%;  Si 6.64%;  C 0%;,0.00,1.01,193.68
2125054,2125054,Chromite Al > 10,3061,O 39.97%;  Fe 23.56%;  Al 11.28%;  Cr 10.15%;  Mg 8.4%;  Si 6.64%;  C 0%;,0.00,1.00,28.85
2125055,2125055,Chromite Al > 10,3061,O 39.97%;  Fe 23.56%;  Al 11.28%;  Cr 10.15%;  Mg 8.4%;  Si 6.64%;  C 0%;,0.00,0.00,4.12
2125056,2125056,Chromite Al > 10,3061,O 39.97%;  Fe 23.56%;  Al 11.28%;  Cr 10.15%;  Mg 8.4%;  Si 6.64%;  C 0%;,0.00,0.00,4.12
2125057,2125057,Chromite Al > 10,3061,O 39.97%;  Fe 23.56%;  Al 11.28%;  Cr 10.15%;  Mg 8.4%;  Si 6.64%;  C 0%;,0.00,1.00,8.24
2125058,2125058,Chromite Al > 10,3061,O 39.97%;  Fe 23.56%;  Al 11.28%;  Cr 10.15%;  Mg 8.4%;  Si 6.64%;  C 0%;,0.00,1.05,28.85
2125059,2125059,Chromite Al > 10,3061,O 39.97%;  Fe 23.56%;  Al 11.28%;  Cr 10.15%;  Mg 8.4%;  Si 6.64%;  C 0%;,0.00,3.18,5006.89
2125060,2125060,Chlorite,3141,O 47.92%;  Fe 16.91%;  Mg 15.07%;  Si 13.11%;  Al 6.99%;  C 0%;,0.00,1.15,4541.23
2125061,2125061,Chr Spinel,2750,O 40.69%;  Fe 26.88%;  Mg 11.47%;  Si 9%;  Cr 6.04%;  Al 5.92%;  C 0%;,0.00,1.29,222.53
2125062,2125062,Chromite Al > 14.5,3414,O 35.61%;  Al 26.45%;  Cr 16.13%;  Fe 10.97%;  Mg 10.84%;,0.41,1.22,3964.31
2125063,2125063,Chromite Al > 14.5,3371,O 40.59%;  Al 26.66%;  Fe 12.51%;  Cr 10.99%;  Mg 9.25%;,0.00,1.30,296.70
2125064,2125064,Chromite Al > 14.5,3381,O 37.64%;  Al 24.84%;  Fe 14.43%;  Cr 13.67%;  Mg 9.44%;,0.00,1.13,300.83
2125065,2125065,Chlorite,3001,O 46.5%;  Mg 22.58%;  Si 20.17%;  Fe 7.73%;  Al 3.02%;  C 0%;,0.00,1.07,1549.46
2125066,2125066,Chromite Al > 14.5,3457,O 39.45%;  Al 23.83%;  Fe 13.68%;  Cr 13%;  Mg 10.03%;,0.00,1.03,148.35
2125067,2125067,Chlorite,3204,O 54.17%;  Mg 22.41%;  Si 11.93%;  Al 11.49%;,0.00,1.05,646.98
2125068,2125068,Unclassified,3493,Fe 66.97%;  O 27.26%;  Cr 2.36%;  Si 2.23%;  Al 1.18%;,0.00,1.00,65.93
2125069,2125069,Chromite Al > 14.5,3398,O 38.96%;  Al 25.31%;  Cr 14.76%;  Fe 13.03%;  Mg 7.94%;  C 0%;,0.00,1.08,123.63
2125070,2125070,Unclassified,3287,O 42.04%;  Al 19.93%;  Fe 18.44%;  Mg 9.28%;  Cr 7.56%;  Si 2.75%;,0.00,1.15,49.45
2125072,2125072,Chlorite,2897,O 37.56%;  Fe 29.17%;  Mg 13.03%;  Si 12.25%;  Cr 6.11%;  Al 1.88%;  C 0%;,5.78,1.36,21432.80
2125073,2125073,Chr Cr-Magnetite,3568,Fe 48.55%;  O 29.61%;  Cr 17.48%;  Mg 3.16%;  Si 1.18%;  Al 0%;,7.69,1.25,26060.57
2125074,2125074,Serpentine Fe-rich,2723,Fe 38.91%;  O 33.74%;  Si 17.93%;  Cr 6.84%;  Mg 2.58%;  C 0%;,0.00,1.09,391.49
2125075,2125075,Chlorite,2815,O 47.29%;  Mg 21.66%;  Si 19.75%;  Fe 5.1%;  Al 3.5%;  Cr 2.71%;  C 0%;,0.00,1.27,17695.14
2125076,2125076,Chlorite,3168,O 52.22%;  Mg 24.36%;  Si 13%;  Al 6.79%;  Fe 2.58%;  Cr 1.05%;  C 0%;,0.00,1.04,197.80
2125078,2125078,Chlorite,3091,O 50.74%;  Mg 25.18%;  Si 14.27%;  Al 7.55%;  Fe 2.26%;  C 0%;,0.00,1.14,10009.67
2125080,2125080,Chlorite,1678,O 37.78%;  Mg 26.77%;  Si 20.15%;  Al 15.3%;  C 0%;,0.00,1.08,704.67
2125082,2125082,Quartz,3507,O 51.11%; Si 48.89%;  C 0%;,0.00,1.16,1265.12
2125083,2125083,Unclassified,2671,O 44.78%;  Si 20.14%; Fe 13.89%;  Al 10.75%;  Ni 6.76%;  Mg 3.67%;  C 0%;,1.13,1.71,7182.73
2125084,2125084,Quartz,3580,O 49.76%;  Si 48.36%;  Fe 1.54%;  S 0.34%;  C 0%;,0.00,1.06,280.22
2125085,2125085,Hematite,3314,Fe 70.01%;  O 29.99%;,0.00,1.14,82.42
2125086,2125086,Quartz,3641,Si 51.72%;  O 48.28%;,0.00,1.24,1656.60
2125087,2125087,Chr Cr-Magnetite,3221,Fe 52.52%;  O 27.3%;  Cr 19.28%;  Al 0.91%;  C 0%;,0.00,1.01,65.93
2125088,2125088,Quartz,3618,O 50.4%;  Si 49.6%;,0.00,1.31,2320.07
2125089,2125089,Chlorite Fe-rich,2477,O 45.05%;  Fe 31.95%;  Si 13.74%;  Al 9.27%;  C 0%;,0.00,1.12,692.31
2125091,2125091,Chlorite,2754,O 48.28%;  Mg 25.25%;  Si 18.29%;  Al 3.77%;  Fe 3.68%;  Ni 0.72%;  C 0%;,0.00,1.11,5398.38
2125093,2125093,Chlorite,2984,O 50.35%;  Mg 24.33%;  Si 16.55%;  Al 8.77%;  Fe 0.01%;  C 0%;,0.00,1.10,59703.59
2125095,2125095,Chlorite,2561,O 47.19%;  Si 19.19%;  Mg 18.57%;  Al 5.5%;  Ni 5.14%;  Fe 4.41%;  C 0%;,0.00,1.12,16669.04
2125097,2125097,Chlorite,3107,O 51.2%;  Mg 23.15%;  Si 17.69%;  Al 5.19%;  Fe 2.76%;  C 0%;,0.00,1.14,31561.97
2125099,2125099,Lithiophorite Si+Fe-rich,2074,O 32.77%;  Mn 22.38%;  Fe 14.16%;  Al 14.01%;  Si 10.59%;  Co 6.08%;  C 0%;,0.00,1.11,1178.58
2125101,2125101,Chlorite,2710,O 49.02%;  Mg 24.86%;  Si 17.5%;  Al 6.95%;  Fe 1.68%;  C 0%;,0.00,1.13,3894.25
2125103,2125103,Quartz,3586,O 52.25%;  Si 47.66%;  Fe 0.09%;  S 0%;  C 0%;,0.00,1.20,21560.55
2125105,2125105,Chlorite,3003,O 49.98%;  Mg 25.17%;  Si 15.12%;  Al 6.09%;  Fe 3.26%;  Ti 0.39%;  C 0%;,0.00,1.09,5217.06
2125107,2125107,Chlorite,2844,O 49.62%;  Mg 25.43%;  Si 20%;  Fe 3.03%;  Ni 0.9%;  Al 0.78%;  V 0.24%;  C 0%;,0.00,1.54,47027.71
2125108,2125108,Chromite Al > 14.5,3218,O 34.98%;  Al 27.7%;  Cr 15.08%;  Mg 11.31%;  Fe 10.92%;  C 0%;,14.16,2.01,824.18
2125109,2125109,Chromite Al > 14.5,3209,O 33.08%;  Al 29.82%;  Cr 13.91%;  Fe 13.16%;  Mg 10.03%;  C 0%;,0.00,1.00,135.99
2125110,2125110,Chromite Al > 14.5,3198,O 37.87%;  Al 20.83%;  Fe 15.03%;  Cr 13.73%;  Mg 10.06%;  Zn 2.49%;,0.00,1.53,4825.57
2125111,2125111,Chlorite,2881,O 47.02%;  Fe 20.26%;  Mg 13.51%;  Si 10.6%;  Al 7.02%;  Cr 1.59%;  C 0%;,0.00,1.27,1310.45
2125112,2125112,Chromite Al > 14.5,3094,O 39.95%;  Al 23.97%;  Fe 12.46%;  Cr 11.63%;  Mg 10.46%;  Si 1.53%;,0.00,1.56,1195.06
2125113,2125113,Chromite Al > 14.5,3179,O 35.12%;  Al 27.92%;  Cr 13.63%;  Fe 11.8%;  Mg 11.53%;,0.00,1.09,148.35
2125114,2125114,Chlorite,2888,O 49.5%;  Mg 18.66%;  Si 13.06%;  Al 9.83%;  Fe 7.34%;  Cr 1.62%;  C 0%;,0.00,1.38,1203.30
2125115,2125115,Chromite Al > 14.5,2587,O 37.7%;  Al 16.1%;  Mg 13.56%;  Cr 13.41%;  Fe 11.92%;  Si 7.3%;  C 0%;,0.00,1.05,185.44
2125116,2125116,Chlorite,3082,O 43.14%;  Mg 20.77%;  Si 15.05%;  Fe 10.39%;  Al 8.12%;  Cr 2.53%;  C 0%;,0.00,1.24,61.81
2125118,2125118,Smectite Fe-rich,2559,O 37.35%;  Fe 30.25%;  Si 24.85%;  Mg 4.48%;  Al 3.09%;  C 0%;,11.93,1.32,4289.86
2125119,2125119,Goethite + Si,2734,O 40.65%;  Fe 40.08%;  Si 17.44%;  Al 1.83%;  C 0%;,1.48,2.19,12576.99
2125120,2125120,Talc,2636,O 42.81%;  Fe 28.27%;  Si 25.4%;  Mg 3.51%;  C 0%;,0.00,1.05,581.05
2125121,2125121,Smectite Fe-rich,2745,O 40.36%;  Si 28.83%;  Fe 23.98%;  Mg 3.95%;  Al 2.88%;  C 0%;,0.00,1.27,2921.72
2125122,2125122,Smectite Fe-rich,2670,O 43.1%;  Si 31.81%;  Fe 22.26%;  Al 2.31%;  Mg 0.53%;  C 0%;,13.57,1.20,1285.72
2125123,2125123,Goethite + Si,2712,Fe 43.42%;  O 35.73%;  Si 14.89%;  Mg 4.09%;  Al 1.86%;  C 0%;,0.00,1.00,53.57
2125124,2125124,Goethite + Si,2781,O 41.05%;  Fe 40.69%;  Si 13.24%;  Mg 5.02%;  C 0%;,0.00,1.10,61.81
2125125,2125125,Smectite Fe-rich,2629,O 46.01%;  Si 26.66%;  Fe 20.37%;  Mg 4.58%;  Al 2.38%;  C 0%;,0.00,1.00,201.92
2125126,2125126,Goethite + Si,2807,Fe 44.12%;  O 41.53%;  Si 12.98%;  Al 1.37%;  C 0%;,0.00,1.00,53.57
2125127,2125127,Smectite Fe-rich,2617,O 37.5%;  Si 29.48%;  Fe 26.22%;  Mg 4.62%;  Al 2.17%;  C 0%;,0.00,1.34,3140.13
2125129,2125129,Chromite Al > 14.5,3184,O 43.38%;  Al 22.93%;  Cr 13.24%;  Fe 11.3%;  Mg 9.15%;  C 0%;,0.00,0.50,37.09
2125130,2125130,Chromite Al > 14.5,3223,O 36.61%;  Al 20.55%;  Cr 20.1%;  Fe 13.68%;  Mg 9.06%;  Si 0.01%;  C 0%;,1.80,1.33,4714.31
2125131,2125131,Chromite Al > 14.5,3184,O 43.38%;  Al 22.93%;  Cr 13.24%;  Fe 11.3%;  Mg 9.15%;  C 0%;,0.00,1.10,135.99
2125132,2125132,Chromite Al > 14.5,3184,O 43.38%;  Al 22.93%;  Cr 13.24%;  Fe 11.3%;  Mg 9.15%;  C 0%;,0.00,1.02,28.85
2125133,2125133,Chromite Al > 14.5,3184,O 43.38%;  Al 22.93%;  Cr 13.24%;  Fe 11.3%;  Mg 9.15%;  C 0%;,0.00,1.18,160.72
2125134,2125134,Chromite Al > 14.5,3184,O 43.38%;  Al 22.93%;  Cr 13.24%;  Fe 11.3%;  Mg 9.15%;  C 0%;,0.00,0.00,4.12
2125135,2125135,Chromite Al > 14.5,3184,O 43.38%;  Al 22.93%;  Cr 13.24%;  Fe 11.3%;  Mg 9.15%;  C 0%;,0.00,0.00,4.12
2125136,2125136,Chromite Al > 14.5,3184,O 43.38%;  Al 22.93%;  Cr 13.24%;  Fe 11.3%;  Mg 9.15%;  C 0%;,0.00,1.00,8.24
2125137,2125137,Chromite Al > 14.5,3184,O 43.38%;  Al 22.93%;  Cr 13.24%;  Fe 11.3%;  Mg 9.15%;  C 0%;,0.00,1.00,8.24
2125138,2125138,Chromite Al > 14.5,3184,O 43.38%;  Al 22.93%;  Cr 13.24%;  Fe 11.3%;  Mg 9.15%;  C 0%;,0.00,1.00,32.97
2125139,2125139,Chromite Al > 14.5,3184,O 43.38%;  Al 22.93%;  Cr 13.24%;  Fe 11.3%;  Mg 9.15%;  C 0%;,0.00,1.00,20.60
2125141,2125141,Chromite Al > 14.5,3161,O 37.39%;  Fe 18.66%;  Al 18.4%;  Cr 16.16%;  Mg 8.26%;  Si 1.13%;  C 0%;,0.00,1.10,144.23
2125143,2125143,Chlorite,2976,O 50.32%;  Mg 21.85%;  Si 16.73%;  Al 7.25%;  Ni 2.63%;  Fe 1.22%;  C 0%;,0.09,2.52,52809.33
2125144,2125144,Smectite,2777,O 44.91%;  Si 17.87%;  Mg 16.13%;  Ni 14.64%;  Al 6.45%;  C 0%;,0.00,1.70,14353.09
2125145,2125145,Chlorite,2792,O 45.99%;  Si 21.66%;  Mg 15.47%;  Ni 9.7%;  Al 7.17%;  C 0%;,0.00,1.00,28.85
2125146,2125146,Chr Spinel,3153,O 39.52%;  Fe 22.96%;  Cr 16.68%;  Mg 11.19%;  Si 6.53%;  Al 3.11%;  C 0%;,2.05,1.07,3535.73
2125148,2125148,Quartz,3605,O 50.76%;  Si 49.19%;  S 0.06%;  C 0%;,0.00,1.06,98044.47
2125150,2125150,Chlorite,3073,O 48.98%;  Mg 22.75%;  Si 16.65%;  Fe 8.74%;  Al 2.73%;  Ni 0.15%;  C 0%;,0.00,1.15,18148.45
