Particle ID,Grain ID,Mineral Classification,Spectrum Counts,EDS Normalised,Porosity,Roughness,Area µm²
1933886,1933886,Ol/Px Alt,2120,O 32.08%;  Fe 31.31%;  Ni 15.12%;  Si 13.25%;  Mn 4.19%;  Mg 2.9%;  Al 1.15%;  C 0%;,5.69,1.15,115.68
1933887,1933887,Lithiophorite Si+Fe-rich,2606,O 34.3%;  Fe 29.31%;  Ni 13.39%;  Mn 11.74%;  Si 8.84%;  Al 2.42%;  C 0%;,4.11,2.07,348.84
1933888,1933888,Goethite + Si,2547,Fe 40.15%;  O 30.79%;  Si 12.47%;  Ni 5.75%;  Mn 5.17%;  Mg 4.09%;  Al 1.59%;  C 0%;,0.00,1.15,76.59
1933889,1933889,Chlorite,2076,O 36.22%;  Fe 31.89%;  Si 17.8%;  Ni 6.35%;  Mg 5.11%;  Al 2.63%;  C 0%;,0.00,1.34,1.99
1933890,1933890,Goethite + Si,2176,Fe 39.91%;  O 34.65%;  Si 14.62%;  Ni 7.31%;  Mn 3.51%;  C 0%;,0.00,1.06,4.99
1933891,1933891,Goethite + Si,1923,Fe 36.41%;  O 31.22%;  Ni 15.57%;  Si 13%;  Mg 1.69%;  Mn 1.67%;  Al 0.44%;  C 0%;,2.61,1.68,275.64
1933892,1933892,Lithiophorite,2981,O 38.02%;  Fe 37.08%;  Mn 8.79%;  Ni 8.38%;  Si 6.16%;  Al 1.57%;  C 0%;,0.23,1.67,86.36
1933893,1933893,Ol/Px Alt,2217,Fe 39.04%;  O 23.52%;  Si 12.32%;  Ni 10.88%;  Mn 10.72%;  Mg 3.52%;  C 0%;,0.00,1.10,11.37
1933894,1933894,Goethite,2277,Fe 37.38%;  O 30.89%;  Ni 12.55%;  Si 9.45%;  Mn 8.18%;  Al 1.55%;  C 0%;,0.00,0.00,0.40
1933895,1933895,Lithiophorite Si+Fe-rich,2352,O 31.9%;  Fe 19.63%;  Ni 18.61%;  Si 13.2%;  Mn 12.91%;  Al 3.75%;  C 0%;,9.12,1.39,109.30
1933896,1933896,Lithiophorite Si+Fe-rich,2353,O 35.7%;  Fe 30.62%;  Ni 11.81%;  Si 10.48%;  Mn 8.91%;  Al 2.48%;  C 0%;,0.00,1.23,15.96
1933897,1933897,Lithiophorite Si+Fe-rich,2039,Fe 34.05%;  O 23.35%;  Si 14.26%;  Ni 14.26%;  Mn 11.94%;  Al 2.14%;  C 0%;,0.00,1.01,7.58
1933898,1933898,Lithiophorite Si+Fe-rich,2577,O 33.07%;  Fe 18.83%;  Mn 15.82%;  Si 14.56%;  Ni 14.56%;  Al 3.16%;  C 0%;,0.00,1.16,4.39
1933899,1933899,Goethite,2872,Fe 41.09%;  O 38.37%;  Si 9.19%;  Ni 5.62%;  Mn 3.91%;  Al 1.8%;  C 0%;,0.00,1.00,2.59
1933900,1933900,Smectite Fe-rich,2458,O 32.04%;  Si 24.62%;  Fe 21.25%;  Ni 12.14%;  Mn 6.75%;  Al 3.2%;  C 0%;,0.00,1.06,31.31
1933901,1933901,Goethite,2510,Fe 60.66%;  O 33.25%;  Si 4.11%;  Mg 1.99%;  C 0%;,0.00,1.19,2.99
1933902,1933902,Asbolane Si+Fe-rich,2768,O 33%;  Fe 32.88%;  Ni 13.13%;  Si 9.13%;  Mn 7.75%;  Mg 4.13%;  C 0%;,0.00,1.38,9.97
1933904,1933904,Serpentine,2987,O 48.29%;  Mg 24.27%;  Si 20.24%;  Fe 7.2%;  Ni 0%;  C 0%;,0.00,1.10,2218.70
1933906,1933906,Quartz,2866,O 55.8%;  Si 43.52%;  S 0.68%;,0.00,1.11,923.66
1933907,1933907,Goethite + Si,2245,Fe 41.3%;  O 31.33%;  Al 13.98%;  Si 13.39%;  C 0%;,6.07,1.82,280.83
1933908,1933908,Goethite,2516,Fe 39.86%;  O 37.16%;  Al 11.91%;  Si 9.36%;  Cr 1.7%;  C 0%;,0.00,1.10,58.04
1933909,1933909,Goethite,2662,Fe 52.6%;  O 30.71%;  Al 8.54%;  Si 8.14%;  C 0%;,0.00,1.06,3.99
1933910,1933910,Goethite + Si,2657,O 37.06%; Fe 35.99%;  Si 13.51%;  Al 13.25%;  Cr 0.19%;  C 0%;,0.00,1.33,17.75
1933911,1933911,Goethite,3151,Fe 52.05%;  O 35.2%;  Al 7.95%;  Si 4.8%;  C 0%;,0.00,1.07,6.38
1933912,1933912,Hematite,3485,Fe 70.76%;  O 28.71%;  Na 0.53%;  C 0%;,0.00,1.11,9.57
1933913,1933913,Unclassified,3277,O 41.8%;  Ti 35.33%;  Fe 14.55%;  Mn 7.51%;  Si 0.81%;  C 0%;,0.00,1.17,58.64
1933914,1933914,Smectite Fe-rich,2708,O 39.35%;  Si 24.78%;  Fe 23.41%;  Al 12.19%;  Cr 0.28%;  C 0%;,0.00,1.34,19.15
1933915,1933915,Goethite,3483,Fe 62.88%;  O 34.85%;  Si 2.27%;  C 0%;,0.00,1.00,2.59
1933917,1933917,Chlorite,2785,O 50.46%;  Mg 22.87%;  Si 12.79%;  Al 10.68%;  Fe 3.2%;  C 0%;,0.00,1.15,571.63
1933919,1933919,Chlorite,2979,O 47.5%;  Mg 23.8%;  Si 16.7%;  Fe 8.69%;  Al 2.03%;  Ni 0.82%;  Cu 0.47%;  C 0%;,3.04,1.13,800.80
1933920,1933920,Hematite,3368,Fe 68.6%;  O 31.4%;,0.00,1.03,22.94
1933922,1933922,Smectite Fe-rich,2702,O 43.15%;  Fe 23.76%;  Si 22.26%;  Al 8.18%;  Ni 2.55%;  Cr 0.11%;  C 0%;,1.00,1.07,806.98
1933923,1933923,Smectite Fe-rich,2769,O 39.92%;  Fe 28.65%;  Si 21.47%;  Al 7.02%;  Ni 2.94%;  C 0%;,0.00,1.01,8.18
1933925,1933925,Goethite + Si,2562,O 36.63%;  Fe 35.28%;  Si 14.64%;  Al 8.35%;  Ni 4.31%;  Mg 0.8%;  C 0%;,14.19,2.08,664.37
1933926,1933926,Smectite Fe-rich,2594,O 38.41%;  Fe 28.17%;  Si 17.35%;  Al 9.67%;  Ni 4.69%;  Mg 1.71%;  C 0%;,0.00,1.19,37.30
1933927,1933927,Smectite Fe-rich,2267,O 40.96%;  Fe 28.06%;  Si 19.26%;  Al 9.15%;  Ni 2.57%;  C 0%;,0.00,1.15,45.87
1933928,1933928,Smectite Fe-rich,2343,O 40.14%;  Fe 24.76%;  Si 20.14%;  Al 9.79%;  Ni 5.17%;  C 0%;,0.00,1.19,3.59
1933929,1933929,Ilmenite,3009,O 41.71%;  Fe 31.07%;  Ti 26.16%;  Si 1.06%;  C 0%;,0.00,1.02,35.50
1933930,1933930,Smectite Fe-rich,2343,O 40.14%;  Fe 24.76%;  Si 20.14%;  Al 9.79%;  Ni 5.17%;  C 0%;,0.00,1.33,2.79
1933931,1933931,Chromite,3140,Fe 34.71%;  Cr 29.34%;  O 24.03%;  Al 8.95%;  Si 2.98%;  C 0%;,0.00,1.08,5.98
1933932,1933932,Unclassified,2595,Fe 56.54%;  O 17.31%;  Cr 10.68%;  Si 9.39%;  Al 6.08%;  C 0%;,0.00,1.01,11.57
1933933,1933933,Smectite Fe-rich,2343,O 40.14%;  Fe 24.76%;  Si 20.14%;  Al 9.79%;  Ni 5.17%;  C 0%;,0.00,1.67,1.20
1933934,1933934,Smectite Fe-rich,2343,O 40.14%;  Fe 24.76%;  Si 20.14%;  Al 9.79%;  Ni 5.17%;  C 0%;,0.00,1.05,1.00
1933935,1933935,Goethite,3011,Fe 52.19%;  O 34.35%;  Si 7.64%;  Al 4.49%;  Cr 1.33%;  C 0%;,0.00,1.05,2.79
1933936,1933936,Unclassified,3124,Fe 37.17%;  O 33.57%;  Cr 11.28%;  Si 9.55%;  Al 8.43%;  C 0%;,0.00,1.04,9.77
1933937,1933937,Goethite,2666,Fe 52.06%;  O 34.83%;  Si 8.24%;  Al 2.87%;  Ni 2.01%;  C 0%;,0.00,1.05,21.14
1933938,1933938,Goethite,3225,Fe 51.85%; O 36.9%;  Al 5.07%;  Si 3.18%;  Cr 1.86%;  Mg 1.14%;  C 0%;,0.00,1.23,19.35
1933939,1933939,Hematite,3419,Fe 68.57%;  O 31.43%;,0.00,1.03,32.31
1933940,1933940,Goethite + Si,2488,Fe 36.93%;  O 36.04%;  Si 16.95%;  Al 9.57%;  Cr 0.21%;  Mg 0.19%;  Ni 0.12%;  C 0%;,0.00,1.21,134.63
1933941,1933941,Chr Cr-Magnetite,3207,Fe 47.9%;  O 28.99%;  Cr 19.8%;  Si 2.09%;  Al 1.23%;  C 0%;,0.00,1.00,16.16
1933942,1933942,Chr Cr-Magnetite,2640,Fe 47.51%;  O 29.33%;  Cr 18.04%;  Si 5.13%;  C 0%;,0.00,1.00,0.60
1933943,1933943,Smectite Fe-rich,2581,O 35.81%;  Fe 27.31%;  Si 20.49%;  Al 9.71%;  Ni 6.68%;  C 0%;,0.00,1.11,10.17
1933944,1933944,Goethite,2566,Fe 51.39%;  O 31.11%;  Si 9.77%;  Al 7.09%;  Ni 0.65%;  C 0%;,0.00,1.20,1.80
1933945,1933945,Hematite,3064,Fe 66.11%;  O 28.7%;  Si 5.19%;  C 0%;,0.00,1.00,0.40
1933946,1933946,Goethite + Si,2415,Fe 48.5%;  O 29.15%;  Si 11.06%;  Al 7.37%;  Ni 3.92%;  C 0%;,0.00,0.50,0.60
1933947,1933947,Goethite,2733,Fe 53.95%;  O 35.13%;  Si 7.04%;  Al 3.22%;  Mn 0.67%;  C 0%;,0.00,1.24,2.59
1933948,1933948,Goethite,3219,Fe 57.57%;  O 36.52%;  Si 3.9%;  Al 2.01%;  C 0%;,0.00,1.02,7.58
1933950,1933950,Qz/Gth,2908,O 44.48%;  Fe 26.74%;  Si 24.96%;  Ni 3.44%;  Al 0.24%;  Mg 0.14%;  C 0%;,27.38,1.58,1238.59
1933951,1933951,Unclassified,1995,Fe 60.31%;  Si 24.12%;  O 12.65%;  Mg 2.92%;  C 0%;,0.00,1.11,41.49
1933952,1933952,Chlorite,2351,O 39.39%;  Si 23.48%;  Mg 20.27%;  Fe 10.42%;  Al 6.44%;  C 0%;,0.00,1.16,148.59
1933953,1933953,Smectite Fe-rich,2615,O 45.57%;  Fe 36.01%;  Si 17.35%;  Al 1.07%;  C 0%;,0.00,1.16,27.13
1933954,1933954,Goethite + Si,2701,Fe 45.53%;  O 35.25%;  Si 15.49%;  Mg 3.74%;  C 0%;,0.00,1.30,12.96
1933955,1933955,Smectite Fe-rich,2850,O 40.38%;  Fe 27.34%;  Si 25.06%;  Ni 4.87%;  Al 1.62%;  Mg 0.72%;  C 0%;,0.00,1.17,7.58
1933956,1933956,Qz/Gth,2926,O 45.22%;  Fe 25.77%;  Si 25%;  Ni 4.01%;  C 0%;,0.00,0.00,0.20
1933957,1933957,Goethite + Si,2315,Fe 44.6%;  O 43.68%;  Si 10.5%;  Al 1.22%;  C 0%;,0.00,1.19,10.57
1933958,1933958,Smectite Fe-rich,2982,O 46.65%;  Si 25.84%;  Fe 19.97%;  Ni 6.56%;  Al 0.98%;  C 0%;,0.00,1.11,7.38
1933959,1933959,Goethite + Si,2788,Fe 41.39%;  O 39.48%;  Si 17.16%;  Ni 1.12%;  Al 0.86%;  C 0%;,0.00,1.12,15.96
1933960,1933960,Smectite Fe-rich,2850,O 40.24%;  Fe 35.54%;  Si 22.82%;  Al 1.39%;  C 0%;,0.00,1.14,3.39
1933961,1933961,Goethite + Si,2719,Fe 43.65%;  O 38.54%;  Si 17.82%;  C 0%;,0.00,1.15,4.59
1933962,1933962,Goethite + Si,2837,Fe 41.31%;  O 38.78%;  Si 17.36%;  Ni 0.95%;  Al 0.93%;  Mg 0.66%;  C 0%;,0.00,1.01,4.79
1933963,1933963,Qz/Gth,3001,O 45.36%;  Fe 28.46%;  Si 23.44%;  Ni 2.74%;  C 0%;,0.00,1.06,23.54
1933964,1933964,Goethite,3035,Fe 55.25%;  O 34.7%;  Si 7.88%;  Mg 2.17%;  C 0%;,0.00,1.15,18.35
1933965,1933965,Serpentine Fe-rich,2861,O 39.88%;  Fe 35.04%;  Si 19.45%;  Ni 2.93%;  Mg 2.71%;  C 0%;,0.00,1.20,7.18
1933966,1933966,Smectite Fe-rich,2741,O 37.11%;  Fe 34.5%;  Si 19.17%;  Ni 5.34%;  Mg 2.73%;  Al 1.16%;  C 0%;,0.00,1.34,23.54
1933967,1933967,Serpentine Fe-rich,2628,O 46.99%;  Fe 37.4%;  Si 13.56%;  Mg 2.05%;  C 0%;,0.00,1.15,2.79
1933968,1933968,Goethite + Si,2850,Fe 42.06%;  O 39.05%;  Si 17.78%;  Al 1.11%;  C 0%;,0.00,1.01,9.77
1933969,1933969,Goethite,2008,Fe 46.85%;  O 44.41%;  Si 8.74%;  C 0%;,0.00,1.01,3.59
1933970,1933970,Smectite Fe-rich,2781,O 39.25%;  Fe 37.78%;  Si 21.5%;  Al 1.47%;  C 0%;,0.00,1.46,30.12
1933971,1933971,Ol/Px Alt,2747,O 40.05%;  Fe 33.67%;  Si 16.27%;  Ni 4.88%;  Mg 4.26%;  Al 0.88%;  C 0%;,0.00,1.06,5.98
1933973,1933973,Serpentine Fe-rich,2244,O 39.92%;  Mg 21.27%;  Si 20.55%;  Fe 14.37%;  Ni 3.88%;  C 0%;,0.00,1.23,1157.82
1933974,1933974,Serpentine Fe-rich,2524,O 40.06%;  Fe 38.28%;  Mg 11.57%;  Si 10.09%;  C 0%;,0.00,1.20,4.79
1933975,1933975,Serpentine Fe-rich,2187,O 40.17%;  Fe 35.69%;  Si 11.27%;  Mg 10.12%;  Ni 2.75%;  C 0%;,0.00,1.06,23.34
1933976,1933976,Unclassified,2769,Fe 45.17%;  O 36.67%;  Mg 9.55%;  Si 8.61%;  C 0%;,0.00,1.06,2.99
1933977,1933977,Unclassified,3060,Fe 44.75%;  O 38.76%;  Mg 8.7%;  Si 7.8%;  C 0%;,0.00,1.00,2.99
1933978,1933978,Serpentine Fe-rich,2672,O 39.04%;  Fe 37.45%;  Si 11.82%;  Mg 11.69%;  C 0%;,0.00,0.00,0.20
1933979,1933979,Goethite,2601,Fe 43.26%;  O 40.69%;  Si 8.09%;  Mg 7.96%;  C 0%;,0.00,1.00,12.76
1933981,1933981,Chromite Al > 14.5,3361,O 34.06%;  Cr 23.54%;  Al 20.02%;  Fe 15.83%;  Mg 6.54%;  Si 0.01%;  C 0%;,4.19,1.70,926.05
1933982,1933982,Chromite Al > 14.5,2915,O 39.95%;  Fe 19.62%;  Al 17.56%;  Cr 13.38%;  Si 6.93%;  Mg 2.57%;  C 0%;,0.00,1.46,54.45
1933984,1933984,Serpentine Fe-rich,2264,O 37.17%;  Fe 22.43%;  Si 22.25%;  Mg 14.8%;  Ni 2.88%;  Al 0.48%;  C 0%;,0.10,1.07,2863.53
1933986,1933986,Smectite Fe-rich,2636,Fe 31.65%;  O 30.76%;  Si 29.14%;  Mg 6.65%;  Al 1.8%;  C 0%;,0.00,1.11,34.11
1933987,1933987,Smectite Fe-rich,2689,O 34.18%;  Fe 29.76%;  Si 29.59%;  Mg 4.93%;  Al 1.53%;  C 0%;,0.00,1.09,31.91
1933988,1933988,Smectite Fe-rich,2665,O 38.85%;  Fe 33.17%;  Si 22.37%;  Mg 4.39%;  Al 1.21%;  C 0%;,10.80,1.35,881.18
1933989,1933989,Goethite + Si,2790,Fe 45.47%;  O 36.91%;  Si 15.45%;  Mg 2.17%;  C 0%;,0.00,1.24,41.88
1933990,1933990,Goethite + Si,2747,O 42.36%;  Fe 36.04%;  Si 15.99%;  Ni 3.93%;  Al 1.68%;,0.00,1.04,11.17
1933991,1933991,Serpentine,2483,O 46.11%;  Mg 23.32%;  Si 20.38%;  Ni 5.35%;  Fe 4.84%;  C 0%;,0.00,1.00,0.60
1933992,1933992,Serpentine,2483,O 46.11%;  Mg 23.32%;  Si 20.38%;  Ni 5.35%;  Fe 4.84%;  C 0%;,0.00,1.00,0.60
1933993,1933993,Serpentine,2483,O 46.11%;  Mg 23.32%;  Si 20.38%;  Ni 5.35%;  Fe 4.84%;  C 0%;,0.00,0.00,0.20
1933994,1933994,Smectite Fe-rich,2794,Fe 36.31%;  O 35.18%;  Si 22.27%;  Mg 4.11%;  Al 1.42%;  Na 0.71%;  C 0%;,0.00,1.09,7.38
1933995,1933995,Goethite + Si,2755,O 39.08%;  Fe 37.31%;  Si 18.86%;  Ni 4.75%;,0.00,1.19,14.96
1933996,1933996,Serpentine Fe-rich,2773,O 38.5%;  Fe 34.13%;  Si 18%;  Ni 5%;  Mg 4.38%;  C 0%;,0.00,1.14,16.55
1933997,1933997,Talc,2260,O 34.4%;  Si 30.62%;  Fe 25.71%;  Ni 6.81%;  Mg 2.46%;  C 0%;,0.00,1.17,62.83
1933998,1933998,Serpentine,2483,O 46.11%;  Mg 23.32%;  Si 20.38%;  Ni 5.35%;  Fe 4.84%;  C 0%;,0.00,1.00,16.75
1933999,1933999,Chlorite,2822,O 43.96%;  Si 21.77%;  Mg 20.57%;  Fe 12.02%;  Ni 1.17%;  Al 0.51%;  C 0%;,2.34,1.86,1448.62
1934000,1934000,Serpentine Fe-rich,2601,O 36.81%;  Fe 34.38%;  Si 18.8%;  Mg 5.61%;  Ni 4.33%;  Al 0.05%;  Cr 0.01%;  C 0%;,0.00,1.66,267.46
1934001,1934001,Serpentine Fe-rich,2556,O 40.15%;  Fe 30.83%;  Si 17.87%;  Mg 11.06%;  Al 0.09%;  C 0%;,0.00,1.64,176.32
1934002,1934002,Chlorite,2674,O 37.92%;  Si 24.89%;  Fe 21.38%;  Ni 7.47%;  Mg 7.17%;  Al 1.17%;  C 0%;,0.00,1.01,9.57
1934003,1934003,Goethite + Si,2824,Fe 44.18%;  O 37.08%;  Si 12.32%;  Mg 6.43%;  C 0%;,0.00,1.02,4.59
1934004,1934004,Chlorite,2674,O 37.92%;  Si 24.89%;  Fe 21.38%;  Ni 7.47%;  Mg 7.17%;  Al 1.17%;  C 0%;,0.00,1.05,22.14
1934005,1934005,Chlorite,2327,Fe 35.63%;  O 33.45%;  Si 21.85%;  Mg 7.23%;  Al 1.01%;  S 0.84%;  C 0%;,4.10,1.07,51.26
1934006,1934006,Goethite + Si,2727,Fe 53.05%;  O 28.12%;  Si 13.99%;  Mg 4.85%;  C 0%;,0.00,1.00,2.19
1934007,1934007,Serpentine Fe-rich,2621,O 37.08%;  Fe 32.11%;  Si 18.54%;  Mg 7.83%;  Ni 4.44%;  C 0%;,0.00,1.10,8.98
1934009,1934009,Quartz + Fe,3591,Si 47.19%;  O 45.69%;  Fe 6.67%;  Mg 0.44%;  C 0%;,0.56,1.28,1417.50
1934010,1934010,Goethite + Si,3316,Fe 50.19%;  O 32.3%;  Si 17.52%;  C 0%;,0.00,1.00,2.59
1934012,1934012,Chlorite Fe-rich,2383,O 42.53%;  Fe 29.83%;  Si 12.63%;  Al 11.21%;  Cr 3.8%;  C 0%;,0.00,1.38,120.27
1934013,1934013,Goethite,3077,Fe 49.83%;  O 37.65%;  Si 4.92%;  Al 4.25%;  Mg 3.35%;  C 0%;,0.00,1.00,2.39
1934014,1934014,Chromite Al > 14.5,3352,O 34.34%;  Cr 23.37%;  Fe 21.51%;  Al 15.47%;  Mg 5.3%;  C 0%;,0.00,1.05,583.79
1934015,1934015,Goethite,2934,Fe 57.47%;  O 34.13%;  Si 5.6%;  Al 2.8%;  C 0%;,0.00,1.03,4.79
1934016,1934016,Smectite Fe-rich,2585,O 40.55%;  Fe 26.21%;  Si 21.92%;  Al 11.32%;  C 0%;,0.00,1.26,208.63
1934017,1934017,Chlorite,2172,O 37.26%;  Fe 27.51%;  Si 14.26%;  Mg 11.79%;  Al 9.17%;  C 0%;,6.93,1.24,238.34
1934018,1934018,Hematite,3541,Fe 67.72%;  O 31.81%;  Si 0.47%;  C 0%;,0.00,1.09,19.75
1934019,1934019,Goethite + Si,2459,Fe 41.57%;  O 35.01%;  Si 12.33%;  Al 9.79%;  Cr 1.28%;  C 0%;,0.00,1.07,63.23
1934020,1934020,Goethite + Si,2544,O 38.49%;  Fe 35.15%;  Si 12.83%;  Al 12.13%;  Cr 1.41%;  C 0%;,0.00,1.49,99.93
1934021,1934021,Goethite,2616,Fe 47.45%;  O 34.69%;  Si 9.31%;  Al 7.14%;  Mg 1.4%;  C 0%;,0.00,1.01,10.77
1934022,1934022,Smectite Fe-rich,2584,O 38.92%;  Fe 29.59%;  Si 20.12%;  Al 11.37%;  C 0%;,0.00,0.00,0.20
1934023,1934023,Chlorite,1676,O 37.5%;  Fe 30.19%;  Si 10.23%;  Mg 7.63%;  Al 7.31%;  Cr 4.55%;  Ni 2.6%;  C 0%;,0.00,0.00,0.40
1934024,1934024,Chlorite,2706,O 41.99%;  Fe 25.69%;  Si 14.14%;  Al 11.11%;  Mg 7.07%;  C 0%;,0.00,1.20,6.98
1934025,1934025,Smectite Fe-rich,2666,O 41.22%;  Fe 32.08%;  Si 17.13%;  Al 9.58%;  C 0%;,4.24,1.35,292.79
1934026,1934026,Goethite + Si,2514,Fe 45.95%;  O 34.32%;  Si 11.78%;  Al 7.95%;  C 0%;,0.00,1.00,2.59
1934027,1934027,Goethite,3106,Fe 56.3%;  O 34.25%;  Si 4.72%;  Al 3.41%;  Cr 1.31%;  C 0%;,0.00,1.01,4.79
1934028,1934028,Goethite + Si,2415,Fe 39.8%;  O 34.35%;  Si 13.43%;  Al 11.28%;  Cr 1.14%;  C 0%;,0.00,1.29,0.60
1934029,1934029,Goethite,2819,Fe 48.27%;  O 36.87%;  Si 7.49%;  Al 5.88%;  Ni 1.5%;  C 0%;,0.00,1.00,4.19
1934030,1934030,Smectite Fe-rich,2663,O 35.73%;  Fe 35.01%;  Si 17.29%;  Al 10.37%;  Cr 1.59%;  C 0%;,0.00,1.20,6.98
1934031,1934031,Chlorite Fe-rich,2504,O 38.5%;  Fe 33.53%;  Si 15.04%;  Al 12.93%;  C 0%;,0.00,1.16,6.78
1934032,1934032,Goethite + Si,2539,O 36.64%;  Fe 35.69%;  Si 13.98%;  Al 13.7%;  C 0%;,0.00,1.22,5.98
1934033,1934033,Goethite,2492,Fe 51.38%;  O 30.46%;  Si 9.54%;  Al 6.77%;  Cr 1.85%;  C 0%;,0.00,1.17,19.75
1934034,1934034,Goethite + Si,2514,Fe 39.08%;  O 37.25%;  Al 12.06%;  Si 11.6%;  C 0%;,0.00,1.24,45.08
1934036,1934036,Smectite Fe-rich,2094,O 40.65%; Fe 35.26%;  Si 23.03%;  Al 1%;  Ni 0.06%;  C 0%;,0.00,2.42,641.64
1934037,1934037,Smectite Fe-rich,2796,O 43.13%;  Fe 28.63%;  Si 26.61%;  Al 1.64%;  C 0%;,0.00,1.24,178.51
1934038,1934038,Chlorite,1845,O 50.85%;  Mg 15.66%;  Si 15.04%;  Fe 6.51%;  Ni 6.2%;  Al 5.74%;  C 0%;,0.00,1.33,136.42
1934039,1934039,Smectite Fe-rich,2443,O 43.05%;  Fe 30.21%;  Si 24.82%;  Al 1.36%;  Ni 0.46%;  K 0.09%;  C 0%;,4.18,1.12,45.67
1934040,1934040,Smectite Fe-rich,2838,O 41.13%;  Fe 35.17%;  Si 21.17%;  Al 1.75%;  Mg 0.78%;  C 0%;,3.45,1.10,44.68
1934041,1934041,Smectite Fe-rich,2293,O 41.86%;  Fe 31.76%;  Si 24.76%;  Al 1.63%;  C 0%;,18.05,1.60,43.48
1934042,1934042,Smectite Fe-rich,2867,O 47.12%;  Si 24.21%;  Fe 22.25%;  Ni 4.58%;  Al 1.83%;  C 0%;,0.00,1.15,9.17
1934043,1934043,Smectite Fe-rich,2108,Fe 38.11%;  O 33.38%;  Si 23.35%;  Mg 1.64%;  Cr 1.53%;  Ni 1.44%;  Al 0.55%;  C 0%;,0.00,1.20,4.99
1934044,1934044,Smectite Fe-rich,2522,O 41.45%;  Fe 37.62%;  Si 19.87%;  Al 1.06%;  C 0%;,0.00,1.07,24.33
