Grain ID,Spectrum Counts,EDS Normalised,Porosity,Roughness,Area µm²
7100,5704,Fe 72.93%;  O 12.86%;  Al 7.29%;  Si 5.32%;  K 1.61%;  C 0%;,6.18,1.96,2128.91
7101,8384,Fe 74.12%;  O 23.38%;  Al 1.82%;  Si 0.68%;  C 0%;,19.29,1.71,22307.8
7102,8309,Fe 69.76%;  O 27.97%;  Al 2.27%;  C 0%;,0,1,146.08
7103,8959,Fe 49.34%;  O 35.53%;  Si 6.8%;  Al 6.47%;  K 1.86%;  C 0%;,0,1,81.81
7104,9387,Fe 62.08%;  O 33.86%;  Al 2.26%;  Si 1.81%;  C 0%;,0,1.33,29.22
7105,8271,Fe 59.38%;  O 29.22%;  Al 5.34%;  Si 4.75%;  K 1.31%;  C 0%;,0,1,27.27
7106,8380,Fe 44.99%;  O 34.55%;  Si 10.03%;  Al 6.78%;  K 2.71%;  Mg 0.95%;  C 0%;,5.57,1.38,2707.4
7107,9466,Fe 56.1%;  O 37.05%;  Al 3.48%;  Si 2.79%;  K 0.58%;  C 0%;,0,1.4,23.37
7108,8898,Fe 47.22%;  O 39.08%;  Al 6.85%;  Si 4.93%;  K 1.93%;  C 0%;,0,1.21,72.07
7109,8642,Fe 67.07%;  O 29.19%;  Al 2.53%;  Si 1.21%;  C 0%;,0,1.32,35.06
7110,9215,Fe 59.76%;  O 31.6%;  Al 4.1%;  Si 3.1%;  K 0.78%;  Mg 0.67%;  C 0%;,0,1.26,29.22
7111,7695,Fe 64.81%;  O 28.46%;  Al 4.88%;  Si 1.86%;  C 0%;,0,1,58.43
7113,9740,Fe 74.85%;  O 25.15%;  C 0%;,0.59,1.09,98915.5
7115,9901,Fe 76.52%;  O 23.48%;  C 0%;,0.13,1.19,75906.51
7116,6904,O 45.97%;  Al 23.78%;  Si 19.16%;  Fe 9.08%;  Ti 2.02%;  C 0%;,2.14,1.07,356.44
7118,9375,Fe 74.12%;  O 25.88%;  C 0%;,0,1.14,4347.42
7120,9430,Fe 68.99%;  O 28.55%;  Al 2.39%;  Na 0.07%;  C 0%;,10.22,1.1,44699.35
7121,6367,Fe 80.54%;  O 17.98%;  Al 1.48%;  C 0%;,21.08,1.41,1057.64
7122,5186,Fe 89.08%;  O 10.17%;  Si 0.75%;  C 0%;,0,1.05,124.66
7124,8375,Fe 76.52%;  O 22.97%;  Al 0.51%;  C 0%;,0,1.1,4339.63
7126,9193,Fe 73.44%;  O 26.56%;  C 0%;,0,1.1,1932.19
7128,8657,Fe 46.67%;  O 36.47%;  Al 9.63%;  Si 7.22%;  C 0%;,1.36,2.35,10356.29
7129,9020,Fe 56.14%;  O 33.57%;  Al 6.19%;  Si 3.5%;  Ti 0.6%;  C 0%;,20.12,2.18,4509.09
7130,9186,Fe 59.25%;  O 31.28%;  Al 5.94%;  Si 2.74%;  Pd 0.8%;  C 0%;,0,1.08,200.62
7131,8891,Fe 57.07%;  O 32.17%;  Al 6.75%;  Si 4.01%;  C 0%;,0,1.04,75.96
7132,8677,Fe 41.43%;  O 38.83%;  Al 11.43%;  Si 8.31%;  C 0%;,0.59,1.95,35985.03
7133,9088,Fe 60.22%;  O 32%;  Al 5.11%;  Si 2.68%;  C 0%;,0,1.32,348.65
7134,9209,Fe 54.27%;  O 33.12%;  Al 7.8%;  Si 4.81%;  C 0%;,0,1.06,60.38
7135,8452,Fe 43.47%;  O 37.11%;  Al 11.22%;  Si 8.2%;  C 0%;,1.49,1.77,9481.74
7136,5440,Fe 85.1%;  O 12.09%;  Al 2.06%;  Si 0.74%;  C 0%;,0.72,1.81,4020.2
7137,8859,Fe 52.26%;  O 35.89%;  Al 5.81%;  Si 4.18%;  Ti 1.86%;  C 0%;,0,1.28,165.56
7138,8113,Fe 52.68%;  O 32.07%;  Al 8.78%;  Si 6.46%;  C 0%;,0,1.08,17.53
7139,9061,Fe 57.39%;  O 32.15%;  Al 6.58%;  Si 3.88%;  C 0%;,0,1.05,48.69
7140,9195,Fe 55.05%;  O 33.85%;  Al 6.92%;  Si 4.18%;  C 0%;,2.62,2.6,15067.94
7141,9210,Fe 54.19%;  O 34.67%;  Al 6.51%;  Si 4.63%;  C 0%;,0,1.08,17.53
7142,8552,Fe 49.89%;  O 35.99%;  Al 8.43%;  Si 5.69%;  C 0%;,0,1.07,72.07
7143,8240,Fe 44.95%;  O 38.26%;  Al 10.92%;  Si 5.87%;  C 0%;,0,1.4,821.96
7144,9173,Fe 59.1%;  O 32.22%;  Al 5.13%;  Si 3.56%;  C 0%;,0,1.37,286.32
7145,9488,Fe 63.45%;  O 30.55%;  Al 4.18%;  Si 1.82%;  C 0%;,0,1.17,642.76
7146,9470,Fe 61.67%;  O 31.38%;  Al 4.67%;  Si 2.28%;  C 0%;,0,1.06,68.17
7147,9435,Fe 53.5%;  O 35.15%;  Al 6.79%;  Si 3.89%;  Pd 0.67%;  C 0%;,0,1.07,23.37
7148,8211,O 41.2%;  Fe 34.24%;  Al 13.81%;  Si 10.74%;  C 0%;,2.38,1.62,2797
7149,9095,Fe 59.18%;  O 32.87%;  Al 5.48%;  Si 2.47%;  C 0%;,0,1.44,301.9
7150,9212,Fe 51.72%;  O 35.13%;  Al 8.19%;  Si 4.96%;  C 0%;,0,1.26,364.23
7151,9188,Fe 51.36%;  O 35.6%;  Al 8.5%;  Si 4.54%;  C 0%;,0,1.06,77.91
7152,8545,Fe 48.93%;  O 35.36%;  Al 9.29%;  Si 6.43%;  C 0%;,0,1.05,37.01
7153,6878,Fe 73.65%;  O 18.23%;  Al 5.7%;  Si 2.42%;  C 0%;,6.52,1.41,251.26
7155,9580,Fe 73.28%;  O 26.72%;  C 0%;,0,1.09,4142.9
7157,7145,O 40.82%;  Si 21.43%;  Al 19.83%;  Fe 17.93%;  C 0%;,0,1.09,699.25
7159,9135,Fe 35.15%;  O 33.05%;  Ti 31.27%;  Al 0.52%;  C 0%;,0,1.14,16028.19
7160,4863,O 34.17%;  Al 29.15%;  Si 21.61%;  Fe 15.08%;  C 0%;,0.66,1.19,1772.47
7162,8778,Ti 40.82%;  O 39.48%;  Fe 19.69%;  C 0%;,0.12,1.1,20208.1
7236,9648,Fe 75.57%;  O 24.15%;  Zn 0.1%;  Al 0.1%;  Na 0.05%;  Ti 0.03%;  C 0%;,0,1.07,16026.24
7238,9582,Fe 73.72%;  O 26.28%;  C 0%;,0.7,1.1,4431.17
7240,9165,Fe 33.73%;  Ti 32.45%;  O 30.29%;  Mn 2.32%;  Al 1.21%;  C 0%;,0,1.07,71319.51
7242,9136,Fe 72.78%;  O 26.39%;  Si 0.75%;  Al 0.07%;  C 0%;,0.19,1.17,55112.12
7243,7174,O 45.72%;  Al 23.75%;  Si 21.09%;  Fe 9.44%;  C 0%;,0,1.82,276.58
7245,7874,Fe 39.95%;  O 37.8%;  Al 12.51%;  Si 9.75%;  C 0%;,1.7,1.61,30848.77
7246,8566,Fe 57.89%;  O 33.33%;  Al 5.22%;  Si 3.55%;  C 0%;,0,1.02,87.65
7248,9298,Fe 67.62%;  O 29.35%;  Al 2.75%;  Si 0.25%;  Pd 0.04%;  C 0%;,0.46,1.4,97772.16
7250,9722,Fe 76.22%;  O 23.78%;  C 0%;,0,1.17,65530.74
7251,8096,O 39.58%;  Fe 34.58%;  Al 13.98%;  Si 11.86%;  C 0%;,2.86,1.32,2514.57
7253,9698,Fe 71.01%;  O 28.45%;  Al 0.54%;  C 0%;,0.35,1.44,33961.3
7254,7112,Fe 87.33%;  O 12.67%;  C 0%;,0,1.26,578.49
7256,8167,Fe 42.05%;  O 36.06%;  Al 11.37%;  Si 9.41%;  Ti 1.1%;  C 0%;,3.14,1.88,16524.87
7257,8033,Fe 64.32%;  O 27.31%;  Al 5.1%;  Si 3.28%;  C 0%;,0,1.08,112.97
7258,9323,Fe 66.13%;  O 30.18%;  Al 2.88%;  Si 0.81%;  C 0%;,0,1.06,60.38
7259,8095,Fe 45.33%;  O 36.73%;  Al 9.7%;  Si 8.24%;  C 0%;,0,1.13,8001.44
7260,9260,Fe 64.57%;  O 30.32%;  Al 3.94%;  Si 1.17%;  C 0%;,0,1.53,818.06
7261,8759,Fe 60.02%;  O 30.28%;  Al 5.77%;  Si 3.92%;  C 0%;,0,1.07,33.11
7263,9964,Fe 75.39%;  O 24.61%;  C 0%;,0.06,1.12,29828.14
7265,9757,Fe 72.11%;  O 27.89%;  C 0%;,0,1.09,6460.75
7267,9359,Fe 72.83%;  O 26.66%;  Si 0.51%;  C 0%;,0,1.13,6951.59
7269,6149,O 39.41%;  Al 25.45%;  Si 21.51%;  Fe 13.63%;  C 0%;,0,1.09,449.93
7337,9128,Fe 68.21%;  O 31.06%;  Sb 0.72%;  C 0%;,0,1.07,13981.09
7340,9542,Fe 67.39%;  O 29.41%;  Al 2.29%;  Si 0.92%;  C 0%;,0,1.05,107.13
7341,8718,Fe 39.45%;  O 38.77%;  Al 12.43%;  Si 9.35%;  C 0%;,0,1.62,10839.33
7342,8644,Fe 50.74%;  O 34.32%;  Al 9.01%;  Si 5.93%;  C 0%;,0.62,1.7,8792.23
7343,9749,Fe 68.9%;  O 27.51%;  Al 2.48%;  Si 1.12%;  C 0%;,0.34,2.25,18665.47
7344,8282,O 38.62%;  Fe 38.3%;  Al 12.3%;  Si 10.79%;  C 0%;,0,1.11,2138.65
7345,8622,Fe 41.83%;  O 37.58%;  Al 11.52%;  Si 9.06%;  C 0%;,0,1.23,911.56
7346,6297,Fe 50.37%;  O 29.68%;  Al 12.19%;  Si 7.76%;  C 0%;,17.11,1.73,1094.65
7347,9232,Fe 68.87%;  O 27.22%;  Al 3.1%;  Si 0.81%;  C 0%;,9.64,2.35,15562.67
7348,9136,Fe 57.24%;  O 30.72%;  Al 7.36%;  Si 4.67%;  C 0%;,33.27,2.35,1379.02
7349,8644,Fe 46.13%;  O 37.42%;  Al 9.25%;  Si 7.2%;  C 0%;,0,1.08,307.75
7350,7767,Fe 41.37%;  O 37.18%;  Al 11.93%;  Si 9.52%;  C 0%;,0,1.23,621.34
7351,7529,Fe 51.89%;  O 33.92%;  Al 8.51%;  Si 5.67%;  C 0%;,0,1.08,25.32
7352,8624,Fe 43.83%;  O 36.6%;  Al 10.01%;  Si 8.68%;  Pd 0.89%;,0.69,1.54,9473.95
7353,6558,O 44.9%;  Al 24.65%;  Si 17.68%;  Fe 8.26%;  Sr 4.52%;  C 0%;,0,1.1,1156.97
7354,8233,Fe 50.42%;  O 33.66%;  Al 9.77%;  Si 6.15%;  C 0%;,12.14,2.22,2099.7
7355,9291,Fe 66.02%;  O 28.72%;  Al 3.43%;  Si 0.92%;  Cr 0.92%;  C 0%;,0.62,1.68,12804.63
7356,6234,Fe 79.76%;  O 16.85%;  Al 2.69%;  Si 0.7%;  C 0%;,0,1.76,483.05
7357,9466,Fe 68.54%;  O 27.97%;  Al 2.5%;  Si 1%;  C 0%;,2.32,2.26,20850.87
7358,9607,Fe 68.5%;  O 26.73%;  Al 2.74%;  Si 1.19%;  Cr 0.84%;  C 0%;,0.89,1.41,6513.34
7359,8395,Fe 43.14%;  O 36.22%;  Al 11.31%;  Si 7.46%;  Ti 1.87%;  C 0%;,0,1.17,387.61
7360,8019,Fe 57.73%;  O 30.46%;  Al 7.79%;  Si 4.01%;  C 0%;,0,1.53,409.03
7361,8276,O 38.07%;  Fe 37.75%;  Al 12.8%;  Si 10.61%;  Na 0.77%;  C 0%;,2.8,1.33,810.27
7362,8411,O 41.38%;  Fe 34.47%;  Al 13.46%;  Si 10.69%;  C 0%;,0,1.58,728.47
7363,7652,Fe 43.04%;  O 34.12%;  Al 13.39%;  Si 9.45%;  C 0%;,0,1.16,130.5
7364,7765,Fe 75.6%;  O 21.03%;  Al 2.76%;  Si 0.6%;  C 0%;,9.57,1.41,368.13
7365,8384,Fe 62.16%;  O 29.54%;  Al 5.46%;  Si 2.85%;  C 0%;,0,1.29,596.02
7366,8019,Fe 41.16%;  O 35.04%;  Al 12.57%;  Si 9.68%;  Ti 1.56%;  C 0%;,0,1.3,806.38
7371,6702,O 44.68%;  Si 23.59%;  Al 18.11%;  Ca 7.31%;  Fe 6.31%;  C 0%;,0,1.14,1377.07
7372,9158,Fe 54.71%;  O 28.37%;  Ti 14.38%;  Al 1.91%;  V 0.64%;  C 0%;,0.49,1.53,28240.7
7374,9660,Fe 74.13%;  O 25.87%;  C 0%;,0.82,1.5,70972.81
7375,8390,O 45.17%;  Si 22.04%;  Al 17.82%;  Ca 6.12%;  Fe 5.71%;  Na 3.13%;  C 0%;,0,1.12,451.88
7376,9064,O 43.96%;  Si 22.51%;  Al 16.35%;  Ca 11.85%;  Na 3.67%;  Fe 1.66%;  C 0%;,0,1.11,1314.74
7382,9222,Ti 34.76%;  Fe 33.61%;  O 31.62%;  C 0%;,0.6,1.26,28774.39
7386,7319,Fe 73.15%;  O 25%;  Al 1.85%;  C 0%;,0,1.66,695.35
7388,9660,Fe 73.98%;  O 26.02%;  C 0%;,0,1.04,360.34
7397,9565,Fe 72.92%;  O 26.98%;  Al 0.1%;  C 0%;,0.32,1.48,421832.24
7398,5798,O 47.53%;  Al 20.23%;  Si 16.12%;  Fe 16.12%;  C 0%;,0,1.17,1010.89
7399,6359,O 44.58%;  Fe 24.66%;  Al 17.54%;  Si 13.21%;  C 0%;,0,1.15,1055.69
7401,9575,Fe 73.97%;  O 25.97%;  Al 0.07%;  C 0%;,0,1.05,64940.57
7403,6427,Fe 79.67%;  O 15.69%;  Al 3.27%;  Si 1.36%;  C 0%;,6.74,2.63,2372.38
7404,8971,Fe 66.75%;  O 27.98%;  Al 4.25%;  Si 0.89%;  Ti 0.13%;  C 0%;,2.63,1.39,26421.49
7405,6427,Fe 79.67%;  O 15.69%;  Al 3.27%;  Si 1.36%;  C 0%;,0,1.17,101.28
7406,8320,O 50.52%;  Si 35.9%;  Fe 7.31%;  Al 6.27%;  C 0%;,1.89,1.1,405.14
7408,9696,Fe 72.38%;  O 26.93%;  Al 0.69%;  C 0%;,0.41,1.14,29658.68
7410,9620,Fe 70.23%;  O 27.68%;  Ti 1.99%;  Al 0.1%;  C 0%;,3.83,1.34,11935.93
7412,9064,Fe 71.19%;  O 25.63%;  Al 2.54%;  Si 0.63%;  C 0%;,0.3,1.24,15093.26
7414,9027,Fe 67.89%;  O 28.68%;  Al 2.57%;  Si 0.86%;  C 0%;,0,1.15,8842.87
7416,5715,Fe 87.11%;  O 12.89%;  C 0%;,0,1.06,83.75
7418,9324,Ti 50.55%;  O 41.69%;  Fe 6.37%;  Al 0.7%;  V 0.7%;  C 0%;,0.16,1.13,11240.58
7420,8980,Fe 67.43%;  O 32.02%;  K 0.55%;  C 0%;,2.8,2.2,16704.07
7421,7147,Fe 68.45%;  O 31.55%;  C 0%;,2.08,1.73,825.85
7423,9020,Fe 69.71%;  O 26.44%;  Al 3.24%;  Si 0.61%;  C 0%;,0.23,1.22,20891.77
7425,9413,Fe 72.62%;  O 26.69%;  Al 0.69%;  C 0%;,0,1.15,10788.69
7427,6476,Fe 90.86%;  O 8.6%;  Si 0.54%;  C 0%;,2.21,1.72,36567.42
7429,9562,Fe 72.15%;  O 27.26%;  Al 0.59%;  C 0%;,0,1.1,16528.77
7431,9408,Fe 68.32%;  O 28.61%;  Al 3.07%;  C 0%;,0,1.13,9298.65
7433,8359,Fe 74.37%;  O 23.23%;  Al 1.74%;  Si 0.65%;  C 0%;,0.9,1.33,3009.3
7435,8851,Fe 60.86%;  O 31%;  Al 4.98%;  Si 3.17%;  C 0%;,3.15,1.35,4495.45
7482,7054,Fe 80.85%;  O 16.24%;  Al 2.91%;  C 0%;,0.6,1.4,18420.05
7495,9326,Fe 70%;  O 28.24%;  Al 1.76%;  C 0%;,0.12,1.36,14173.92
7498,7222,Fe 65.88%;  O 29.14%;  Al 2.76%;  Si 2.21%;  C 0%;,0,1.16,483.05
7499,9808,Fe 71.56%;  O 28.44%;  C 0%;,3.05,1.63,16957.28
7500,9842,Fe 73.17%;  O 26.83%;  C 0%;,0.74,1.3,9431.1
7502,9371,Fe 67.5%;  O 28.88%;  Al 2.72%;  Si 0.91%;  C 0%;,1.25,1.53,24493.2
7524,9486,Fe 72.29%;  O 27.08%;  Al 0.42%;  Cd 0.21%;  C 0%;,0,1.07,14362.85
7526,7989,Fe 64.81%;  O 30.22%;  Al 3.93%;  Si 1.03%;  C 0%;,61.93,1.13,17118.94
7527,8404,Fe 60.96%;  O 33.78%;  Al 3.8%;  Si 1.45%;  C 0%;,0,1.24,120.76
7528,8468,Fe 60.89%;  O 34.2%;  Al 3.49%;  Si 1.42%;  C 0%;,0,1.63,1277.74
7529,8601,Fe 60.88%;  O 34.14%;  Al 3.47%;  Si 1.5%;  C 0%;,0,1.67,11.69
7530,8661,Fe 60.36%;  O 35.46%;  Al 3.03%;  Si 1.15%;  C 0%;,0,1.5,17.53
7531,8167,Fe 57.61%;  O 35.48%;  Al 4.33%;  Si 2.58%;  C 0%;,0,1.01,91.55
7532,8630,Fe 60.5%;  O 34.59%;  Al 3.77%;  Si 1.14%;  C 0%;,6.38,2.66,13786.31
7533,8605,Fe 59.92%;  O 35.21%;  Al 3.61%;  Si 1.27%;  C 0%;,0,1.05,280.48
7534,7944,Fe 61.93%;  O 34.11%;  Al 3.14%;  Si 0.81%;  C 0%;,0,1.1,272.69
7535,8405,Fe 60.58%;  O 35.23%;  Al 3.37%;  Si 0.81%;  C 0%;,0,1.17,103.23
7536,8436,Fe 59.56%;  O 35.6%;  Al 3.41%;  Si 1.43%;  C 0%;,0,1.4,23.37
7537,8108,Fe 62.9%;  O 32.09%;  Al 3.73%;  Si 1.28%;  C 0%;,0,1.3,64.28
7538,8046,Fe 59.27%;  O 35.56%;  Al 3.66%;  Si 1.51%;  C 0%;,0,1.32,21.43
7539,8365,Fe 61.21%;  O 33.41%;  Al 3.45%;  Si 1.94%;  C 0%;,0,1.41,196.72
7540,8262,Fe 60.74%;  O 34.53%;  Al 3.49%;  Si 1.24%;  C 0%;,0,1.5,17.53
7541,8205,Fe 59.68%;  O 34.94%;  Al 3.67%;  Si 1.72%;  C 0%;,0,1,33.11
7542,8402,Fe 60.13%;  O 34.56%;  Al 3.68%;  Si 1.63%;  C 0%;,0,1.06,87.65
7543,8871,Fe 60.21%;  O 36%;  Al 2.56%;  Si 1.23%;  C 0%;,6.88,1.27,8484.48
7544,8476,Fe 60.95%;  O 35.58%;  Al 2.42%;  Si 1.05%;  C 0%;,0,1,5.84
7545,8480,Fe 56.53%;  O 37.12%;  Al 3.66%;  Si 2.69%;  C 0%;,0,1.03,85.7
7546,8625,Fe 59.44%;  O 36.37%;  Al 3.33%;  Si 0.86%;  C 0%;,0,1,56.49
7547,8436,Fe 58.71%;  O 36.33%;  Al 3.69%;  Si 1.27%;  C 0%;,0,1.12,58.43
7548,8304,Fe 60.71%;  O 34.48%;  Al 2.93%;  Pt 1.04%;  Si 0.84%;  C 0%;,0,1.33,229.84
7549,8448,Fe 58.66%;  O 35.88%;  Al 3.99%;  Si 1.48%;  C 0%;,0,1.19,56.49
7550,8483,Fe 61.74%;  O 34.29%;  Al 2.87%;  Si 1.1%;  C 0%;,0,1.26,338.91
7552,9253,Fe 42.87%;  O 30.54%;  Ti 25.98%;  Mg 0.6%;  C 0%;,0,1.07,3702.71
7554,9421,Fe 72.36%;  O 26.73%;  Al 0.92%;  C 0%;,0.05,1.1,219706.4
7556,8887,Fe 70.03%;  O 27.85%;  Al 1.98%;  Si 0.14%;  C 0%;,1.77,1.08,4222.76
7558,9687,Fe 74.14%;  O 25.86%;  C 0%;,0.05,1.11,38682.69
7560,9753,Fe 73.23%;  O 26.77%;  C 0%;,0,1.05,1137.5
7562,9842,Fe 73.63%;  O 26.37%;  C 0%;,0.06,1.15,54477.15
7564,6355,Fe 63.75%;  O 29.51%;  Al 5.93%;  Si 0.81%;  C 0%;,1.63,3.8,11427.56
7565,8715,Fe 61.38%;  O 30.92%;  Al 3.68%;  Si 3.46%;  K 0.56%;  C 0%;,4.15,2.88,19876.98
7566,8752,Fe 65.01%;  O 29.43%;  Al 3.48%;  Si 2.09%;  C 0%;,0,1.12,97.39
7567,8275,Fe 66.2%;  O 29.23%;  Al 3.29%;  Si 1.29%;  C 0%;,0,1.07,23.37
7568,8874,Fe 54.23%;  O 32.97%;  Al 6.64%;  Si 5.19%;  K 0.97%;  C 0%;,0,1.08,17.53
7569,7421,Fe 63.99%;  O 29.08%;  Al 6.06%;  Si 0.87%;  C 0%;,0,1.19,107.13
7570,9199,Fe 65.25%;  O 29.4%;  Al 3.4%;  Si 1.94%;  C 0%;,9.15,2.81,8274.12
7571,8601,Fe 55.11%;  O 33.18%;  Al 5.91%;  Si 4.66%;  K 1.14%;  C 0%;,0,1.08,17.53
7572,8428,Fe 44.5%;  O 37%;  Al 9.38%;  Si 7.88%;  K 1.25%;  C 0%;,0,1.15,99.34
7573,8648,Fe 62.6%;  O 31.17%;  Al 3.56%;  Si 1.65%;  Ti 1.02%;  C 0%;,0,1.13,44.8
7574,8223,Fe 65.89%;  O 28.06%;  Al 4.07%;  Si 1.98%;  C 0%;,0,1.1,99.34
7575,8083,Fe 48.78%;  O 33.99%;  Al 8.61%;  Si 7.8%;  K 0.81%;  C 0%;,0,1.06,38.96
7576,8812,Fe 66.28%;  O 29.24%;  Al 2.75%;  Si 1.72%;  C 0%;,0,1.07,50.64
7578,10014,Fe 70.92%;  O 29.08%;  C 0%;,0.05,1.21,74558.65
7580,9459,Fe 73.75%;  O 26.25%;  C 0%;,0,1.12,4392.22
7582,9598,Fe 71.84%;  O 28.16%;  C 0%;,0,1.06,5599.84
7584,9648,Fe 74.02%;  O 25.98%;  C 0%;,0.68,1.4,42369.82
7586,9424,Fe 75.79%;  O 21.69%;  V 1.86%;  Al 0.66%;  C 0%;,0,1.13,5627.1
7588,9525,Fe 73.67%;  O 26.33%;  C 0%;,0,1.06,222.05
7674,9954,Fe 73.81%;  O 26.19%;  C 0%;,0,1.07,3246.93
7675,9602,Ti 33.8%;  Fe 32.3%;  O 28.98%;  Mn 4.92%;  C 0%;,0,1.05,257.11
7692,9688,Fe 74.01%;  O 25.99%;,0.75,1.16,16049.62
7694,8454,Fe 70.75%;  O 26.82%;  Al 2.43%;  C 0%;,0,1.07,1088.8
7700,9630,Fe 72.67%;  O 26.98%;  Al 0.35%;  C 0%;,0,1.19,4676.59
7702,8925,Fe 72.17%;  O 25.56%;  Al 1.88%;  Si 0.39%;  C 0%;,2.29,1.06,4659.06
7704,9087,Fe 70.16%;  O 26.99%;  Al 2.3%;  Zr 0.56%;  C 0%;,2.41,1.18,29565.19
7706,9468,Fe 69.64%;  O 27.73%;  Al 1.95%;  Si 0.68%;  C 0%;,0,1.13,18075.3
7708,8949,Fe 67.11%;  O 28.93%;  Al 3.41%;  Si 0.55%;  C 0%;,0.09,1.47,18733.64
7709,7064,O 44.8%;  Al 20.94%;  Si 16.23%;  Fe 16.09%;  Ti 1.94%;  C 0%;,0.07,1.13,2689.87
7710,6667,O 45.25%;  Al 20.88%;  Fe 17.14%;  Si 14.73%;  Ti 1.47%;  Cl 0.54%;  C 0%;,0,1.15,586.28
7712,9570,Ti 38.92%;  O 31.88%;  Fe 28.57%;  Na 0.62%;  C 0%;,0.28,1.2,10404.98
7714,9567,Fe 67.74%;  O 30.33%;  Ti 1.07%;  Al 0.86%;  C 0%;,0,1.08,237.63
7716,9699,Fe 70.55%;  O 28.69%;  Al 0.76%;  C 0%;,0,1.11,3309.26
7718,9688,Fe 72.41%;  O 27.59%;  C 0%;,0,1.11,3944.23
7720,8481,Fe 62.98%;  O 33.56%;  Al 3.46%;  C 0%;,11.61,2.64,3807.89
7721,9531,Fe 47.37%;  O 30.5%;  Ti 22.12%;  C 0%;,0.42,1.19,14351.16
7722,8709,Fe 61.46%;  O 35.2%;  Al 3.34%;  C 0%;,0,1.35,261
7723,6275,O 48.41%;  Al 19.65%;  Si 16.04%;  Fe 13.15%;  Ti 2.75%;  C 0%;,14.67,1.42,305.8
7724,8042,Fe 60.52%;  O 32.6%;  Al 4.43%;  Ti 1.35%;  Si 1.11%;  C 0%;,0,1.07,23.37
7726,9795,Fe 75.56%;  O 24.44%;  C 0%;,0,1.07,2154.23
7728,9527,Fe 35.13%;  Ti 33.87%;  O 31.01%;  C 0%;,0,1.09,16926.11
7823,9900,Fe 71.69%;  O 27.34%;  Al 0.97%;  C 0%;,0,1.13,9886.88
7827,9586,Fe 71.38%;  O 27.92%;  V 0.71%;  C 0%;,0,1.12,11850.23
7875,9305,Ti 34.09%;  Fe 28.9%;  O 28.36%;  Mn 8.62%;  Al 0.02%;  Si 0.01%;  C 0%;,0.27,1.18,81266.77
7876,7711,Fe 64.35%;  O 28.93%;  Al 4.56%;  Si 2.16%;  C 0%;,42.41,1.57,3800.1
7877,9706,Fe 75.05%;  O 24.95%;  C 0%;,0,0,1.95
7878,9475,Fe 57.2%;  O 28.62%;  Ti 12.27%;  Mn 1.9%;  Al 0%;  Si 0%;  C 0%;,1.02,1.71,62387.04
7879,9706,Fe 75.05%;  O 24.95%;  C 0%;,0,1,13.63
7880,8037,O 51.81%;  Al 23.82%;  Si 22.01%;  Fe 2.37%;  C 0%;,0,1.06,358.39
7881,8057,O 50.65%;  Al 24.75%;  Si 21.82%;  Fe 2.79%;  C 0%;,0.79,1.15,975.83
7882,7287,Fe 69.47%;  O 26.15%;  Al 2.84%;  Si 1.54%;  C 0%;,0,1,7.79
7883,7287,Fe 69.47%;  O 26.15%;  Al 2.84%;  Si 1.54%;  C 0%;,0,1.25,148.03
7884,9895,Fe 74.21%;  O 25.79%;  Al 0%;  C 0%;,0.52,2.14,13854.48
7885,7293,Fe 69.47%;  O 26.15%;  Al 2.84%;  Si 1.54%;  C 0%;,19.95,2.69,4477.92
7886,7287,Fe 69.47%;  O 26.15%;  Al 2.84%;  Si 1.54%;  C 0%;,0,0,3.9
7887,7287,Fe 69.47%;  O 26.15%;  Al 2.84%;  Si 1.54%;  C 0%;,0,1,105.18
7888,7984,Fe 64.66%;  O 29.09%;  Al 3.64%;  Si 2.61%;  C 0%;,0,1,210.36
7889,9134,Fe 61.77%;  O 33.18%;  Al 2.69%;  Si 2.35%;  C 0%;,0,1.01,68.17
7890,6386,Fe 59.54%;  O 29.52%;  Al 6.87%;  Si 4.07%;  C 0%;,0,1.14,342.81
7891,9056,Fe 62.83%;  O 32.21%;  Al 2.64%;  Si 2.32%;  C 0%;,0,1.4,23.37
7892,8114,Fe 54.59%;  O 33.18%;  Al 6.82%;  Si 5.41%;  C 0%;,0,1.35,48.69
7893,7615,Fe 61.56%;  O 27.89%;  Al 7.16%;  Si 3.39%;  C 0%;,0,1,5.84
7894,7615,Fe 61.56%;  O 27.89%;  Al 7.16%;  Si 3.39%;  C 0%;,0,1.05,235.68
7895,7615,Fe 61.56%;  O 27.89%;  Al 7.16%;  Si 3.39%;  C 0%;,0,1,13.63
7896,7615,Fe 61.56%;  O 27.89%;  Al 7.16%;  Si 3.39%;  C 0%;,0,1,15.58
7897,7615,Fe 61.56%;  O 27.89%;  Al 7.16%;  Si 3.39%;  C 0%;,0,0,3.9
7898,7615,Fe 61.56%;  O 27.89%;  Al 7.16%;  Si 3.39%;  C 0%;,0,0,1.95
7900,9153,Fe 70.01%;  O 27.24%;  Al 2.21%;  Si 0.3%;  As 0.13%;  Na 0.1%;  C 0%;,2.84,2.49,171543.91
7901,9499,Fe 68.45%;  O 27.74%;  Al 3.1%;  Si 0.71%;  C 0%;,2.18,1.68,57114.43
7902,5783,Fe 82.69%;  O 13.73%;  Al 2.58%;  Cl 1%;  C 0%;,0,1.11,144.13
7903,6140,Fe 84.38%;  O 13.62%;  Al 1.45%;  Si 0.54%;  C 0%;,11.63,2.22,2308.11
