Grain ID,Spectrum Counts,Porosity,Roughness,Area µm²,Fe,O,Al,Si,C,Ti,V,Mn,Ce,P,La,Nd,Na,Zr,Bi,Sr,Au,Cl,As,Sn,Mg,Zn,Nb,Sb,U,Y,S,Eu,Pd,Cr,K,Ca,Yb,F,Sc,Cd,Ba,Dy,Pt,Pb,Ta,Th,Pr,Hf,Pm,Cu
6931,9101,0,1.5,17.53,62.98,30.53,4.26,2.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6932,9266,0,1.01,85.7,67.89,28.21,3.01,0.89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6933,8464,0,1.01,251.26,60.35,30.71,5.65,3.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6934,7555,0,1.17,410.98,73.86,24.46,1.68,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6935,4806,33.92,1.47,1104.39,96.2,3.8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6936,7948,0,1.15,11.69,72.56,25.71,1.73,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6937,9384,1.07,1.28,24495.14,67.87,29.1,2.33,0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6938,8703,0.44,1.46,3985.14,43.5,36.48,10.9,8.18,0,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6939,8411,0,1,19.48,42.58,36.97,11.8,8.65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6940,8647,0,1.1,4024.09,75.58,22.41,1.69,0.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6941,8411,0,1,5.84,42.58,36.97,11.8,8.65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6943,9600,0.06,1.1,225175.74,72.49,26.73,0.4,,0,,,,,,,,0.08,0.01,,,,,,,0.01,0.28,,,,,,,,,,,,,,,,,,,,,,,,
6945,8668,2.34,1.25,26851.94,67.86,26.92,3.26,1.37,0,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6947,9816,0.44,1.09,185008.84,75.32,24.68,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6948,10295,0,1.21,716.78,1.02,36.52,,,0,,,,,17.97,,,,,,,,,,,,,,,,,,,,,,44.48,,,,,,,,,,,,,,
6950,9430,0,1.36,18708.32,70.6,28.03,1.37,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6952,9484,0,1.09,24010.15,74.35,25.65,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6954,9232,0,1.08,11441.2,69.06,29.14,1.8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6956,9032,9.13,4.03,10591.97,58.82,31.29,6.34,3.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6957,9042,10.75,4.55,30525.44,50.54,34.69,8.64,6.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6958,9136,0,1.06,144.13,59.69,31.89,4.93,3.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,
6959,8989,0,1.09,48.69,54.5,32.7,7.82,4.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6960,8831,0,1.06,29.22,53.23,31.56,8.4,5.68,0,,,,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,
6961,8956,0,1.08,31.16,47.41,35.2,9.79,7.59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6962,8722,0,1.06,48.69,59.74,31.18,5.25,3.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6963,8642,0,1.08,17.53,56.24,31.64,6.91,5.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6964,8002,0,1.78,960.25,52.87,30.16,9.65,7.33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6965,8919,0,1.07,23.37,52.97,34.4,7.14,5.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6966,8539,0,1.09,138.29,55.25,31.65,7.39,5.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6967,8633,0,1.09,37.01,54.06,34.18,6.91,4.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6968,9036,0,1.11,122.71,56.38,32.63,6.88,4.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6969,8640,0,1.26,118.81,56.12,32.07,7.13,4.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6971,9307,5,1.63,4031.88,69.66,27.69,1.11,1.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6972,7767,5.06,1.3,913.5,45.6,35.09,11.49,7.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6974,8731,0,1.08,107.13,57.03,36.81,4.07,2.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6976,9477,0,1.16,2553.53,68.1,27.51,,,0,,,,,,,,,,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7010,8042,2.29,1.28,3077.48,2.79,51.46,23.67,22.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011,9206,4.33,1.79,10928.93,74.48,25.52,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7026,9718,0,1.18,1227.09,72.72,27.28,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7056,7359,0,2.08,1188.14,63.72,26.25,4.52,2.24,0,,,,,,,,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7057,8918,6.92,1.62,55069.27,62.5,29.77,4.81,2.69,0,0,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7058,7244,0,1,3.9,62.1,26.94,4.41,2.15,0,,,,,,,,,,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7059,8928,0,1.8,1628.33,10.37,42.29,19.86,18.19,0,,,,,,,,0.18,,,,,,,,,,,,,,,,,,9.11,,,,,,,,,,,,,,,
7060,9260,0.38,1.35,17350.73,70.3,26.92,2.21,0.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7061,7932,0,1.05,64.28,38.85,35.05,10.58,8.89,0,,,,,,,,,,2.41,,,,,,,,,,,,,,,,4.23,,,,,,,,,,,,,,,
7062,7919,0,0,1.95,36.52,35.86,11.2,9.57,0,,,,,,,,,,2.21,,,,,,,,,,,,,,,,4.66,,,,,,,,,,,,,,,
7063,7919,0,0,3.9,36.52,35.86,11.2,9.57,0,,,,,,,,,,2.21,,,,,,,,,,,,,,,,4.66,,,,,,,,,,,,,,,
7064,7924,0,1.9,757.68,41.32,34.19,9.93,8.17,0,,,,,,,,,,2.62,,,,,,,,,,,,,,,,3.78,,,,,,,,,,,,,,,
7065,7919,0,0,1.95,36.52,35.86,11.2,9.57,0,,,,,,,,,,2.21,,,,,,,,,,,,,,,,4.66,,,,,,,,,,,,,,,
7066,8612,0.62,1.85,1248.52,17.77,42.8,16.47,15.02,0,,,,,,,,,,0,,,,,,,,,,,,,,,,7.94,,,,,,,,,,,,,,,
7067,8164,0,0,1.95,31.72,37.76,12.64,10.97,0,,,,,,,,,,1.47,,,,,,,,,,,,,,,,5.46,,,,,,,,,,,,,,,
7068,8595,0,1,7.79,10.94,44.78,17.99,16.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,9.31,,,,,,,,,,,,,,,
7069,8595,0,0,1.95,10.94,44.78,17.99,16.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,9.31,,,,,,,,,,,,,,,
7070,8595,0,0,1.95,10.94,44.78,17.99,16.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,9.31,,,,,,,,,,,,,,,
7071,8595,0,1.44,157.77,10.94,44.78,17.99,16.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,9.31,,,,,,,,,,,,,,,
7072,2566,47.96,1.06,1192.03,93.01,6.24,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7073,2413,10.99,1.09,977.78,92.32,7.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7074,8280,0,1.14,1402.39,37.91,36.83,14.05,11.01,0,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7075,8595,0,0,3.9,10.94,44.78,17.99,16.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,9.31,,,,,,,,,,,,,,,
7076,8595,0,0,1.95,10.94,44.78,17.99,16.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,9.31,,,,,,,,,,,,,,,
7078,7690,38.32,3.2,13881.75,38.97,40.23,12.99,7.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7079,9028,3.41,1.69,23871.86,68.18,29.67,1.25,0.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7080,9003,0,1,83.75,68.25,28.54,2.43,0.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7081,9172,0,1.5,17.53,62.06,33.11,3.62,1.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7082,8360,0,1.3,40.9,61.55,32.2,4.78,1.48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7083,9093,7.16,1.37,7781.34,62.98,30.87,3.19,2.39,0,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,
7084,9079,2.75,1.6,10763.37,65.54,30.52,1.91,0.79,0,,,,,,,,0.68,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,
7085,7309,0,1.15,175.3,72.33,23.17,3.99,0.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7086,8187,0,1.5,17.53,67.1,28.88,3.26,0.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7087,8369,0,1.13,792.74,63.91,32.23,3.03,0.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7088,8956,0,1.26,25.32,63.6,30.68,3.11,2.61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7089,9119,0,1.01,72.07,56.65,33.19,5.08,4.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,
7090,9168,0,1.19,74.02,64.2,31.29,3.58,0.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7091,10459,7.09,1.69,5950.43,1.33,48.89,,49.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7092,8791,0.32,1.64,10833.49,70.43,27.52,2.04,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7093,6422,0,1,85.7,69.81,22.25,4.24,3.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7094,7513,0,1.14,249.31,79.78,18.26,1.96,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7095,8382,0,1.14,83.75,56.36,30.47,6.41,5.61,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,
7096,8414,0,1.4,23.37,52.94,33.33,5.76,5.76,0,,,,,,,,,,,,,,,,0.74,,,,,,,,,,1.47,,,,,,,,,,,,,,,
7097,9049,0,1.01,70.12,65.56,29.69,3.56,1.19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7098,9387,0,1.5,17.53,54.45,36.75,3.23,5.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7099,8590,0,1.28,148.03,68.17,29.25,2.02,0.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7100,5704,6.18,1.96,2128.91,72.93,12.86,7.29,5.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,
7101,8384,19.29,1.71,22307.8,74.12,23.38,1.82,0.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7102,8309,0,1,146.08,69.76,27.97,2.27,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7103,8959,0,1,81.81,49.34,35.53,6.47,6.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,
7104,9387,0,1.33,29.22,62.08,33.86,2.26,1.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7105,8271,0,1,27.27,59.38,29.22,5.34,4.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,
7106,8380,5.57,1.38,2707.4,44.99,34.55,6.78,10.03,0,,,,,,,,,,,,,,,,0.95,,,,,,,,,,2.71,,,,,,,,,,,,,,,
7107,9466,0,1.4,23.37,56.1,37.05,3.48,2.79,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,
7108,8898,0,1.21,72.07,47.22,39.08,6.85,4.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,
7109,8642,0,1.32,35.06,67.07,29.19,2.53,1.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7110,9215,0,1.26,29.22,59.76,31.6,4.1,3.1,0,,,,,,,,,,,,,,,,0.67,,,,,,,,,,0.78,,,,,,,,,,,,,,,
7111,7695,0,1,58.43,64.81,28.46,4.88,1.86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113,9740,0.59,1.09,98915.5,74.85,25.15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7115,9901,0.13,1.19,75906.51,76.52,23.48,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7116,6904,2.14,1.07,356.44,9.08,45.97,23.78,19.16,0,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7118,9375,0,1.14,4347.42,74.12,25.88,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7120,9430,10.22,1.1,44699.35,68.99,28.55,2.39,,0,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121,6367,21.08,1.41,1057.64,80.54,17.98,1.48,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7122,5186,0,1.05,124.66,89.08,10.17,,0.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7124,8375,0,1.1,4339.63,76.52,22.97,0.51,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7126,9193,0,1.1,1932.19,73.44,26.56,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7128,8657,1.36,2.35,10356.29,46.67,36.47,9.63,7.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7129,9020,20.12,2.18,4509.09,56.14,33.57,6.19,3.5,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7130,9186,0,1.08,200.62,59.25,31.28,5.94,2.74,0,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,
7131,8891,0,1.04,75.96,57.07,32.17,6.75,4.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7132,8677,0.59,1.95,35985.03,41.43,38.83,11.43,8.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7133,9088,0,1.32,348.65,60.22,32,5.11,2.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7134,9209,0,1.06,60.38,54.27,33.12,7.8,4.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7135,8452,1.49,1.77,9481.74,43.47,37.11,11.22,8.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7136,5440,0.72,1.81,4020.2,85.1,12.09,2.06,0.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7137,8859,0,1.28,165.56,52.26,35.89,5.81,4.18,0,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7138,8113,0,1.08,17.53,52.68,32.07,8.78,6.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7139,9061,0,1.05,48.69,57.39,32.15,6.58,3.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7140,9195,2.62,2.6,15067.94,55.05,33.85,6.92,4.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7141,9210,0,1.08,17.53,54.19,34.67,6.51,4.63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7142,8552,0,1.07,72.07,49.89,35.99,8.43,5.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7143,8240,0,1.4,821.96,44.95,38.26,10.92,5.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7144,9173,0,1.37,286.32,59.1,32.22,5.13,3.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7145,9488,0,1.17,642.76,63.45,30.55,4.18,1.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7146,9470,0,1.06,68.17,61.67,31.38,4.67,2.28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7147,9435,0,1.07,23.37,53.5,35.15,6.79,3.89,0,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,
7148,8211,2.38,1.62,2797,34.24,41.2,13.81,10.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7149,9095,0,1.44,301.9,59.18,32.87,5.48,2.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7150,9212,0,1.26,364.23,51.72,35.13,8.19,4.96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7151,9188,0,1.06,77.91,51.36,35.6,8.5,4.54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7152,8545,0,1.05,37.01,48.93,35.36,9.29,6.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7153,6878,6.52,1.41,251.26,73.65,18.23,5.7,2.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7155,9580,0,1.09,4142.9,73.28,26.72,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7157,7145,0,1.09,699.25,17.93,40.82,19.83,21.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7159,9135,0,1.14,16028.19,35.15,33.05,0.52,,0,31.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7160,4863,0.66,1.19,1772.47,15.08,34.17,29.15,21.61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7162,8778,0.12,1.1,20208.1,19.69,39.48,,,0,40.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7236,9648,0,1.07,16026.24,75.57,24.15,0.1,,0,0.03,,,,,,,0.05,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
7238,9582,0.7,1.1,4431.17,73.72,26.28,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7240,9165,0,1.07,71319.51,33.73,30.29,1.21,,0,32.45,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7242,9136,0.19,1.17,55112.12,72.78,26.39,0.07,0.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7243,7174,0,1.82,276.58,9.44,45.72,23.75,21.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245,7874,1.7,1.61,30848.77,39.95,37.8,12.51,9.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246,8566,0,1.02,87.65,57.89,33.33,5.22,3.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7248,9298,0.46,1.4,97772.16,67.62,29.35,2.75,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,
7250,9722,0,1.17,65530.74,76.22,23.78,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7251,8096,2.86,1.32,2514.57,34.58,39.58,13.98,11.86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7253,9698,0.35,1.44,33961.3,71.01,28.45,0.54,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7254,7112,0,1.26,578.49,87.33,12.67,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7256,8167,3.14,1.88,16524.87,42.05,36.06,11.37,9.41,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7257,8033,0,1.08,112.97,64.32,27.31,5.1,3.28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7258,9323,0,1.06,60.38,66.13,30.18,2.88,0.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7259,8095,0,1.13,8001.44,45.33,36.73,9.7,8.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7260,9260,0,1.53,818.06,64.57,30.32,3.94,1.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7261,8759,0,1.07,33.11,60.02,30.28,5.77,3.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7263,9964,0.06,1.12,29828.14,75.39,24.61,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7265,9757,0,1.09,6460.75,72.11,27.89,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7267,9359,0,1.13,6951.59,72.83,26.66,,0.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7269,6149,0,1.09,449.93,13.63,39.41,25.45,21.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7337,9128,0,1.07,13981.09,68.21,31.06,,,0,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,
7340,9542,0,1.05,107.13,67.39,29.41,2.29,0.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7341,8718,0,1.62,10839.33,39.45,38.77,12.43,9.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7342,8644,0.62,1.7,8792.23,50.74,34.32,9.01,5.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7343,9749,0.34,2.25,18665.47,68.9,27.51,2.48,1.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7344,8282,0,1.11,2138.65,38.3,38.62,12.3,10.79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7345,8622,0,1.23,911.56,41.83,37.58,11.52,9.06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7346,6297,17.11,1.73,1094.65,50.37,29.68,12.19,7.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7347,9232,9.64,2.35,15562.67,68.87,27.22,3.1,0.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7348,9136,33.27,2.35,1379.02,57.24,30.72,7.36,4.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7349,8644,0,1.08,307.75,46.13,37.42,9.25,7.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7350,7767,0,1.23,621.34,41.37,37.18,11.93,9.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7351,7529,0,1.08,25.32,51.89,33.92,8.51,5.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7352,8624,0.69,1.54,9473.95,43.83,36.6,10.01,8.68,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,
7353,6558,0,1.1,1156.97,8.26,44.9,24.65,17.68,0,,,,,,,,,,,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7354,8233,12.14,2.22,2099.7,50.42,33.66,9.77,6.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7355,9291,0.62,1.68,12804.63,66.02,28.72,3.43,0.92,0,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,
7356,6234,0,1.76,483.05,79.76,16.85,2.69,0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7357,9466,2.32,2.26,20850.87,68.54,27.97,2.5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7358,9607,0.89,1.41,6513.34,68.5,26.73,2.74,1.19,0,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,
7359,8395,0,1.17,387.61,43.14,36.22,11.31,7.46,0,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7360,8019,0,1.53,409.03,57.73,30.46,7.79,4.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7361,8276,2.8,1.33,810.27,37.75,38.07,12.8,10.61,0,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7362,8411,0,1.58,728.47,34.47,41.38,13.46,10.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7363,7652,0,1.16,130.5,43.04,34.12,13.39,9.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
