25.63060;2635.00
25.56696;2661.00
25.50364;2637.00
25.44064;2726.00
25.37794;2732.00
25.31555;2639.00
25.25347;2585.00
25.19169;2705.00
25.13021;2649.00
25.06904;2688.00
25.00816;2674.00
24.94757;2680.00
24.88728;2675.00
24.82728;2702.00
24.76757;2775.00
24.70815;2758.00
24.64901;2672.00
24.59015;2721.00
24.53157;2647.00
24.47327;2641.00
24.41525;2687.00
24.35751;2645.00
24.30003;2683.00
24.24282;2694.00
24.18589;2611.00
24.12922;2681.00
24.07282;2610.00
24.01668;2694.00
23.96080;2748.00
23.90519;2607.00
23.84982;2676.00
23.79472;2649.00
23.73987;2677.00
23.68527;2617.00
23.63092;2689.00
23.57683;2585.00
23.52297;2762.00
23.46937;2796.00
23.41601;2623.00
23.36289;2673.00
23.31001;2678.00
23.25737;2733.00
23.20497;2598.00
23.15280;2771.00
23.10087;2696.00
23.04917;2582.00
22.99770;2671.00
22.94646;2767.00
22.89545;2619.00
22.84467;2781.00
22.79411;2724.00
22.74377;2681.00
22.69366;2753.00
22.64376;2616.00
22.59409;2700.00
22.54463;2768.00
22.49540;2700.00
22.44637;2798.00
22.39756;2721.00
22.34896;2739.00
22.30057;2701.00
22.25239;2713.00
22.20441;2728.00
22.15665;2782.00
22.10909;2693.00
22.06173;2832.00
22.01458;2736.00
21.96762;2831.00
21.92087;2704.00
21.87432;2792.00
21.82796;2748.00
21.78180;2804.00
21.73588;2870.00
21.69011;2775.00
21.64453;2736.00
21.59914;2804.00
21.55394;2764.00
21.50893;2741.00
21.46411;2770.00
21.41948;2810.00
21.37503;2828.00
21.33076;2769.00
21.28668;2822.00
21.24278;2738.00
21.19906;2904.00
21.15552;2769.00
21.11216;2868.00
21.06898;2845.00
21.02597;2876.00
20.98314;2798.00
20.94049;2809.00
20.89800;2747.00
20.85569;2820.00
20.81355;2842.00
20.77158;2867.00
20.72978;2927.00
20.68814;2784.00
20.64668;2880.00
20.60538;2871.00
20.56424;2789.00
20.52327;2890.00
20.48246;2872.00
20.44182;2846.00
20.40133;2936.00
20.36101;2831.00
20.32084;2848.00
20.28084;2927.00
20.24099;2915.00
20.20130;2936.00
20.16176;2926.00
20.12237;2933.00
20.08315;2957.00
20.04407;2909.00
20.00514;2848.00
19.96637;2901.00
19.92775;2865.00
19.88927;2983.00
19.85095;2917.00
19.81277;2912.00
19.77474;2879.00
19.73685;2893.00
19.69911;3027.00
19.66152;2980.00
19.62406;2988.00
19.58675;3143.00
19.54959;3026.00
19.51256;2982.00
19.47567;3091.00
19.43892;3010.00
19.40231;3048.00
19.36584;3102.00
19.32951;2980.00
19.29331;3004.00
19.25725;3078.00
19.22132;3215.00
19.18552;3084.00
19.14986;2961.00
19.11433;3059.00
19.07894;3048.00
19.04367;3057.00
19.00853;3092.00
18.97353;3088.00
18.93865;3100.00
18.90390;3065.00
18.86928;3154.00
18.83479;3057.00
18.80042;3057.00
18.76617;3121.00
18.73205;3240.00
18.69806;3129.00
18.66419;3137.00
18.63044;3127.00
18.59681;3059.00
18.56330;3156.00
18.52992;3096.00
18.49666;3082.00
18.46351;3104.00
18.43048;3157.00
18.39757;3226.00
18.36478;3179.00
18.33211;3279.00
18.29955;3261.00
18.26711;3189.00
18.23478;3296.00
18.20257;3288.00
18.17047;3303.00
18.13848;3326.00
18.10661;3280.00
18.07484;3189.00
18.04319;3395.00
18.01165;3308.00
17.98022;3286.00
17.94890;3337.00
17.91769;3248.00
17.88659;3344.00
17.85559;3365.00
17.82471;3390.00
17.79393;3344.00
17.76325;3408.00
17.73268;3437.00
17.70222;3380.00
17.67186;3364.00
17.64161;3441.00
17.61146;3462.00
17.58141;3403.00
17.55146;3453.00
17.52162;3447.00
17.49188;3458.00
17.46224;3467.00
17.43270;3402.00
17.40326;3562.00
